source,cell_id,bracket,macro_f1,n_classes_included,in_common_set,f1_stable,f1_harvest,f1_development,f1_insectdisease,f1_beaver
v5,20941,2017_2019,0.20705,4,True,0.82771,0.0,,0.0005,0.0
v6,20941,2017_2019,0.19664,5,True,0.86146,0.09621,0.0,0.02552,0.0
spec_all,20941,2017_2019,0.1438,5,True,0.57222,0.04327,0.0,0.10351,0.0
v2,21050,2018_2020,0.2044,5,True,0.94821,0.0738,0.0,0.0,0.0
v3,21050,2018_2020,0.18939,5,True,0.94697,0.0,0.0,0.0,0.0
v4,21050,2018_2020,0.1988,5,True,0.94372,0.04427,0.0,0.00604,0.0
v5,21050,2018_2020,0.17646,5,True,0.86752,0.0148,0.0,0.0,0.0
v6,21050,2018_2020,0.18608,5,True,0.83943,0.03739,0.0,0.0536,0.0
spec_all,21050,2018_2020,0.23578,5,True,0.89769,0.00114,0.0,0.28006,0.0
v2,21102,2018_2020,0.24946,5,True,0.94425,0.30304,0.0,0.0,0.0
v3,21102,2018_2020,0.20034,5,True,0.93224,0.06943,0.0,0.0,0.0
v4,21102,2018_2020,0.26813,5,True,0.95008,0.37374,0.0,0.01684,0.0
v5,21102,2018_2020,0.25314,4,True,0.89825,0.1143,,0.0,0.0
v6,21102,2018_2020,0.19601,5,True,0.8339,0.11543,0.0,0.03075,0.0
spec_all,21102,2018_2020,0.2865,5,True,0.86956,0.44037,0.0,0.12257,0.0
v2,22691,2019_2021,0.22597,4,True,0.90389,0.0,,0.0,0.0
v3,22691,2019_2021,0.22068,4,True,0.88271,0.0,,0.0,0.0
v4,22691,2019_2021,0.17933,5,True,0.89663,0.0,0.0,0.0,0.0
v5,22691,2019_2021,0.2258,4,True,0.90298,0.0,,0.00022,0.0
v6,22691,2019_2021,0.13998,5,True,0.5954,0.0,0.0,0.10451,0.0
spec_all,22691,2019_2021,0.21542,5,True,0.76364,0.0,0.0,0.31346,0.0
v2,22823,2020_2022,0.27392,4,True,0.8952,0.20049,0.0,,0.0
v3,22823,2020_2022,0.2964,3,True,0.87024,0.01896,,,0.0
v4,22823,2020_2022,0.26407,5,True,0.9142,0.40617,0.0,0.0,0.0
v5,22823,2020_2022,0.22313,4,True,0.87741,0.01512,0.0,,0.0
v6,22823,2020_2022,0.21037,5,True,0.87152,0.18032,0.0,0.0,0.0
spec_all,22823,2020_2022,0.26952,5,True,0.91115,0.43643,0.0,0.0,0.0
v2,23240,2021_2023,0.33311,3,True,0.99933,,,0.0,0.0
v3,23240,2021_2023,0.48504,2,True,0.97007,,,,0.0
v4,23240,2021_2023,0.49891,2,True,0.99783,,,0.0,
v5,23240,2021_2023,0.24629,4,True,0.98515,0.0,0.0,,0.0
v6,23240,2021_2023,0.16601,5,True,0.83004,0.0,0.0,0.0,0.0
spec_all,23240,2021_2023,0.21092,3,True,0.63276,,,0.0,0.0
v2,23753,2018_2020,0.37152,4,True,0.99627,0.4898,0.0,0.0,
v3,23753,2018_2020,0.25105,4,True,0.99511,0.00909,0.0,0.0,
v4,23753,2018_2020,0.27184,4,True,0.99024,0.09712,0.0,0.0,
v5,23753,2018_2020,0.2481,4,True,0.9924,0.0,0.0,0.0,
v6,23753,2018_2020,0.16212,5,True,0.79919,0.00284,0.0,0.00856,0.0
spec_all,23753,2018_2020,0.19777,5,True,0.98449,0.00435,0.0,0.0,0.0
v2,24192,2020_2022,0.21164,5,True,0.97658,0.04497,0.0,0.0,0.03666
v3,24192,2020_2022,0.21597,5,True,0.98997,0.04651,0.0,0.0,0.04336
v4,24192,2020_2022,0.18509,5,True,0.90721,0.00388,0.0,0.0,0.01437
v5,24192,2020_2022,0.21997,5,True,0.98758,0.06349,0.0,0.0,0.0488
v6,24192,2020_2022,0.16285,5,True,0.80285,0.00253,0.0,0.0,0.00887
spec_all,24192,2020_2022,0.2158,5,True,0.90471,0.007,0.0,0.0,0.16727
v2,24360,2018_2020,0.1965,5,True,0.98248,0.0,0.0,0.0,0.0
v3,24360,2018_2020,0.20602,5,True,0.97947,0.05063,0.0,0.0,0.0
v4,24360,2018_2020,0.20903,5,True,0.97364,0.00949,0.0,0.06203,0.0
v5,24360,2018_2020,0.19381,5,True,0.96903,0.0,0.0,0.0,0.0
v6,24360,2018_2020,0.15095,5,True,0.69881,0.02661,0.0,0.02639,0.00295
spec_all,24360,2018_2020,0.26181,5,True,0.93674,0.3022,0.0,0.06572,0.00438
v2,24381,2020_2022,0.2503,4,True,0.98854,0.01264,0.0,,0.0
v3,24381,2020_2022,0.33085,3,True,0.99017,0.00239,0.0,,
v4,24381,2020_2022,0.19072,5,True,0.94632,0.00728,0.0,0.0,0.0
v5,24381,2020_2022,0.24632,4,True,0.98528,0.0,0.0,0.0,
v6,24381,2020_2022,0.15895,5,True,0.77375,0.02098,0.0,0.0,0.0
spec_all,24381,2020_2022,0.19642,5,True,0.97719,0.00493,0.0,0.0,0.0
v2,25072,2021_2023,0.33139,3,True,0.99418,,,0.0,0.0
v3,25072,2021_2023,0.27416,2,True,0.54831,,,,0.0
v4,25072,2021_2023,0.49999,2,True,0.99999,,,0.0,
v5,25072,2021_2023,0.2258,3,True,0.67741,0.0,,,0.0
v6,25072,2021_2023,0.16026,5,True,0.80131,0.0,0.0,0.0,0.0
spec_all,25072,2021_2023,0.15266,4,True,0.61062,0.0,,0.0,0.0
v2,25092,2019_2021,0.27085,4,True,0.80481,0.27861,,0.0,0.0
v3,25092,2019_2021,0.26632,4,True,0.81167,0.25363,,0.0,0.0
v4,25092,2019_2021,0.23597,5,True,0.95782,0.22202,0.0,0.0,0.0
v5,25092,2019_2021,0.20325,4,True,0.71129,0.10171,,0.0,0.0
v6,25092,2019_2021,0.16855,5,True,0.76224,0.07948,0.0,0.00101,0.0
spec_all,25092,2019_2021,0.14831,5,True,0.73731,0.00226,0.0,0.00198,0.0
v2,26752,2019_2021,0.2697,3,True,0.80909,0.0,,,0.0
v3,26752,2019_2021,0.25999,3,True,0.77996,0.0,,,0.0
v4,26752,2019_2021,0.24383,4,True,0.97533,0.0,0.0,,0.0
v5,26752,2019_2021,0.18967,4,True,0.75869,0.0,0.0,,0.0
v6,26752,2019_2021,0.15413,5,True,0.77065,0.0,0.0,0.0,0.0
spec_all,26752,2019_2021,0.27025,3,True,0.81075,,,0.0,0.0
v2,26973,2020_2022,0.23734,4,True,0.93352,0.0,,0.0,0.01583
v3,26973,2020_2022,0.23586,4,True,0.9062,0.02713,,0.0,0.01012
v4,26973,2020_2022,0.21428,5,True,0.98501,0.0,0.0,0.0,0.0864
v5,26973,2020_2022,0.23455,4,True,0.92454,0.00208,,0.0,0.01157
v6,26973,2020_2022,0.18451,5,True,0.91444,0.00327,0.0,0.0,0.00485
spec_all,26973,2020_2022,0.24319,4,True,0.85876,0.01869,,0.0,0.0953
v2,28412,2017_2019,1.0,1,True,1.0,,,,
v3,28412,2017_2019,1.0,1,True,1.0,,,,
v4,28412,2017_2019,1.0,1,True,1.0,,,,
v5,28412,2017_2019,1.0,1,True,1.0,,,,
v6,28412,2017_2019,0.19771,5,True,0.98853,0.0,0.0,0.0,0.0
spec_all,28412,2017_2019,1.0,1,True,1.0,,,,
v2,28522,2018_2020,0.35154,5,True,0.95242,0.80186,0.0,0.0,0.00341
v3,28522,2018_2020,0.30172,4,True,0.96471,0.24079,,0.0,0.00141
v4,28522,2018_2020,0.25233,5,True,0.98638,0.19261,0.0,0.0,0.08264
v5,28522,2018_2020,0.17755,5,True,0.76195,0.12488,0.0,0.0,0.00095
v6,28522,2018_2020,0.18853,5,True,0.91928,0.00676,0.0,0.0,0.01659
spec_all,28522,2018_2020,0.3656,5,True,0.9748,0.85321,0.0,0.0,0.0
v2,29142,2018_2020,0.19844,5,True,0.9922,0.0,0.0,0.0,0.0
v3,29142,2018_2020,0.2489,4,True,0.99559,0.0,,0.0,0.0
v4,29142,2018_2020,0.19692,5,True,0.98461,0.0,0.0,0.0,0.0
v5,29142,2018_2020,0.19024,5,True,0.95122,0.0,0.0,0.0,0.0
v6,29142,2018_2020,0.17714,5,True,0.88568,0.0,0.0,0.0,0.0
spec_all,29142,2018_2020,0.19497,5,True,0.97487,0.0,0.0,0.0,0.0
v2,29490,2020_2022,0.17828,5,True,0.8914,0.0,0.0,0.0,0.0
v3,29490,2020_2022,0.17716,5,True,0.88582,0.0,0.0,0.0,0.0
v4,29490,2020_2022,0.19756,5,True,0.98779,0.0,0.0,0.0,0.0
v5,29490,2020_2022,0.17514,5,True,0.87571,0.0,0.0,0.0,0.0
v6,29490,2020_2022,0.15743,5,True,0.78717,0.0,0.0,0.0,0.0
spec_all,29490,2020_2022,0.16843,5,True,0.84213,0.0,0.0,0.0,0.0
v2,29513,2020_2022,0.25924,4,True,0.8173,0.20524,,0.0,0.01443
v3,29513,2020_2022,0.21173,4,True,0.82553,0.00563,,0.0,0.01574
v4,29513,2020_2022,0.23093,5,True,0.98921,0.02133,0.0,0.0,0.1441
v5,29513,2020_2022,0.16806,5,True,0.82327,0.00316,0.0,0.0,0.01388
v6,29513,2020_2022,0.16208,5,True,0.7951,0.00591,0.0,0.0,0.00939
spec_all,29513,2020_2022,0.27728,5,True,0.92695,0.28174,0.0,0.0,0.17768
v2,29781,2018_2020,0.15958,5,True,0.7979,0.0,0.0,0.0,0.0
v3,29781,2018_2020,0.15264,5,True,0.7632,0.0,0.0,0.0,0.0
v4,29781,2018_2020,0.19434,5,True,0.9717,0.0,0.0,0.0,0.0
v5,29781,2018_2020,0.14822,5,True,0.74111,0.0,0.0,0.0,0.0
v6,29781,2018_2020,0.16713,5,True,0.83564,0.0,0.0,0.0,0.0
spec_all,29781,2018_2020,0.16907,5,True,0.84533,0.0,0.0,0.0,0.0
v2,30292,2021_2023,0.24919,4,False,0.99675,0.0,0.0,0.0,
v3,30292,2021_2023,0.24929,4,False,0.99715,0.0,,0.0,0.0
v4,30292,2021_2023,0.2493,4,False,0.99721,0.0,0.0,0.0,
v5,30292,2021_2023,0.19849,5,False,0.99246,0.0,0.0,0.0,0.0
v6,30292,2021_2023,0.17589,5,False,0.85167,0.02778,0.0,0.0,0.0
v2,30392,2020_2022,0.33196,5,True,0.93065,0.5443,0.15625,0.0286,0.0
v3,30392,2020_2022,0.32036,5,True,0.90049,0.67747,0.0,0.02385,0.0
v4,30392,2020_2022,0.31973,5,True,0.99465,0.30769,0.28889,0.00741,0.0
v5,30392,2020_2022,0.19518,5,True,0.88718,0.07403,0.0,0.01467,0.0
v6,30392,2020_2022,0.16359,5,True,0.80425,0.00671,0.0034,0.00357,0.0
spec_all,30392,2020_2022,0.25058,5,True,0.93929,0.29457,0.0,0.01902,0.0
v2,30591,2018_2020,0.19962,5,True,0.99812,0.0,0.0,0.0,0.0
v3,30591,2018_2020,0.33309,3,True,0.99926,0.0,0.0,,
v4,30591,2018_2020,0.19701,5,True,0.98506,0.0,0.0,0.0,0.0
v5,30591,2018_2020,0.19964,5,True,0.9982,0.0,0.0,0.0,0.0
v6,30591,2018_2020,0.1508,5,True,0.75399,0.0,0.0,0.0,0.0
spec_all,30591,2018_2020,0.19812,5,True,0.9906,0.0,0.0,0.0,0.0
v2,31320,2018_2020,0.32299,4,True,0.94928,0.34267,,0.0,0.0
v3,31320,2018_2020,0.29085,4,True,0.94578,0.21761,,0.0,0.0
v4,31320,2018_2020,0.27486,5,True,0.9837,0.39059,0.0,0.0,0.0
v5,31320,2018_2020,0.17135,5,True,0.78352,0.07325,0.0,0.0,0.0
v6,31320,2018_2020,0.19084,5,True,0.87429,0.07988,0.0,0.0,0.0
spec_all,31320,2018_2020,0.2357,5,True,0.96195,0.21655,0.0,0.0,0.0
v2,32460,2018_2020,0.20234,5,True,0.99384,0.0,0.0,0.01786,0.0
v3,32460,2018_2020,0.25051,4,True,0.99738,0.0,0.0,0.00465,
v4,32460,2018_2020,0.2255,5,True,0.9754,0.0,0.0,0.15212,0.0
v5,32460,2018_2020,0.20258,5,True,0.99468,0.0,0.0,0.01822,0.0
v6,32460,2018_2020,0.15976,5,True,0.78644,0.0,0.0,0.01234,0.0
spec_all,32460,2018_2020,0.20989,5,True,0.98761,0.0,0.0,0.06182,0.0
v2,32631,2020_2022,0.2001,5,False,0.99591,0.0,0.0,0.0,0.00458
v3,32631,2020_2022,0.24927,4,False,0.9971,0.0,,0.0,0.0
v4,32631,2020_2022,0.19962,5,False,0.97759,0.0,0.0,0.0,0.02051
v5,32631,2020_2022,0.1913,5,False,0.9426,0.0,0.0,0.0,0.01392
v6,32631,2020_2022,0.16122,5,False,0.80282,0.0,0.0,0.0,0.00327
v2,32780,2020_2022,0.19941,5,True,0.96658,0.00376,0.02673,0.0,0.0
v3,32780,2020_2022,0.19634,5,True,0.97678,0.00493,0.0,0.0,0.0
v4,32780,2020_2022,0.21296,5,True,0.96738,0.00476,0.09268,0.0,0.0
v5,32780,2020_2022,0.17985,5,True,0.8928,0.00078,0.00567,0.0,0.0
v6,32780,2020_2022,0.13565,5,True,0.65966,0.00198,0.01661,0.0,0.0
spec_all,32780,2020_2022,0.20306,5,True,0.88899,0.0,0.12632,0.0,0.0
v2,34023,2018_2020,0.24712,4,True,0.94537,0.04087,0.0,,0.00225
v3,34023,2018_2020,0.23966,4,True,0.94326,0.0154,0.0,,0.0
v4,34023,2018_2020,0.21277,5,True,0.96425,0.0996,0.0,0.0,0.0
v5,34023,2018_2020,0.30374,3,True,0.8924,0.01817,,,0.00064
v6,34023,2018_2020,0.22102,5,True,0.93748,0.12192,0.0,0.0,0.04569
spec_all,34023,2018_2020,0.26801,5,True,0.95904,0.381,0.0,0.0,0.0
v2,34240,2020_2022,0.21557,5,False,0.97903,0.09881,0.0,0.0,0.0
v3,34240,2020_2022,0.24565,4,False,0.98159,0.00101,,0.0,0.0
v4,34240,2020_2022,0.19765,5,False,0.98115,0.00708,0.0,0.0,0.0
v5,34240,2020_2022,0.19321,5,False,0.96133,0.00473,0.0,0.0,0.0
v6,34240,2020_2022,0.17394,5,False,0.82803,0.04165,0.0,0.0,0.0
v2,35012,2018_2020,0.22335,5,True,0.98849,0.0,0.0,0.0,0.12827
v3,35012,2018_2020,0.28395,4,True,0.99241,0.0,,0.0,0.14339
v4,35012,2018_2020,0.25989,4,True,0.99338,0.0,0.0,,0.0462
v5,35012,2018_2020,0.19031,5,True,0.88146,0.0,0.0,0.0,0.07011
v6,35012,2018_2020,0.19533,5,True,0.94443,0.0,0.0,0.0,0.03224
spec_all,35012,2018_2020,0.21054,5,True,0.99423,0.0,0.0,0.0,0.05847
v2,35493,2020_2022,0.19524,5,True,0.97622,0.0,0.0,0.0,0.0
v3,35493,2020_2022,0.19467,5,True,0.97337,0.0,0.0,0.0,0.0
v4,35493,2020_2022,0.24551,4,True,0.98203,0.0,,0.0,0.0
v5,35493,2020_2022,0.18759,5,True,0.93793,0.0,0.0,0.0,0.0
v6,35493,2020_2022,0.13594,5,True,0.67972,0.0,0.0,0.0,0.0
spec_all,35493,2020_2022,0.18734,5,True,0.93668,0.0,0.0,0.0,0.0
v2,36361,2018_2020,0.19339,5,True,0.8902,0.0,0.0,0.07676,0.0
v3,36361,2018_2020,0.3027,3,True,0.84707,0.0,,0.06103,
v4,36361,2018_2020,0.24019,5,True,0.98237,0.02228,0.0,0.19628,0.0
v5,36361,2018_2020,0.17252,5,True,0.80783,0.0011,0.0,0.05369,0.0
v6,36361,2018_2020,0.16962,5,True,0.81573,0.00648,0.0,0.02589,0.0
spec_all,36361,2018_2020,0.2092,5,True,0.92126,0.02114,0.0,0.10362,0.0
v2,36882,2018_2020,0.24424,5,True,0.93037,0.17951,0.1044,0.0,0.00694
v3,36882,2018_2020,0.20577,5,True,0.91279,0.07294,0.0431,0.0,0.0
v4,36882,2018_2020,0.26485,5,True,0.98053,0.24302,0.06242,0.0,0.03828
v5,36882,2018_2020,0.18613,5,True,0.88747,0.02349,0.01703,0.0,0.00265
v6,36882,2018_2020,0.17307,5,True,0.79615,0.05396,0.00998,0.0,0.00524
spec_all,36882,2018_2020,0.27879,5,True,0.95841,0.2185,0.19277,0.0,0.02428
v2,37243,2018_2020,0.24007,4,True,0.96029,0.0,,0.0,0.0
v3,37243,2018_2020,0.24,4,True,0.96,0.0,,0.0,0.0
v4,37243,2018_2020,0.19556,5,True,0.97701,0.00078,0.0,0.0,0.0
v5,37243,2018_2020,0.24354,4,True,0.91854,0.05561,,0.0,0.0
v6,37243,2018_2020,0.20968,5,True,0.95207,0.09633,0.0,0.0,0.0
spec_all,37243,2018_2020,0.19747,5,True,0.96916,0.01821,0.0,0.0,0.0
v2,39193,2018_2020,0.31806,3,True,0.95417,,0.0,0.0,
v3,39193,2018_2020,0.23701,4,True,0.94804,0.0,0.0,0.0,
v4,39193,2018_2020,0.24719,4,True,0.98878,0.0,0.0,0.0,
v5,39193,2018_2020,0.23533,4,True,0.94133,0.0,0.0,0.0,
v6,39193,2018_2020,0.14323,5,True,0.71613,0.0,0.0,0.0,0.0
spec_all,39193,2018_2020,0.19758,5,True,0.98792,0.0,0.0,0.0,0.0
v2,39322,2020_2022,0.19272,5,True,0.96362,0.0,0.0,0.0,0.0
v3,39322,2020_2022,0.19269,5,True,0.96343,0.0,0.0,0.0,0.0
v4,39322,2020_2022,0.24841,4,True,0.99363,0.0,,0.0,0.0
v5,39322,2020_2022,0.1723,5,True,0.86152,0.0,0.0,0.0,0.0
v6,39322,2020_2022,0.15372,5,True,0.76861,0.0,0.0,0.0,0.0
spec_all,39322,2020_2022,0.18294,5,True,0.9147,0.0,0.0,0.0,0.0
v2,39563,2020_2022,0.23725,4,True,0.949,0.0,,0.0,0.0
v3,39563,2020_2022,0.24181,4,True,0.96724,0.0,,0.0,0.0
v4,39563,2020_2022,0.19921,5,True,0.99605,0.0,0.0,0.0,0.0
v5,39563,2020_2022,0.22232,4,True,0.88929,0.0,,0.0,0.0
v6,39563,2020_2022,0.17367,5,True,0.86834,0.0,0.0,0.0,0.0
spec_all,39563,2020_2022,0.23822,4,True,0.95288,0.0,,0.0,0.0
v2,40091,2020_2022,0.14145,5,True,0.70723,0.0,0.0,0.0,0.0
v3,40091,2020_2022,0.15549,5,True,0.77743,0.0,0.0,0.0,0.0
v4,40091,2020_2022,0.1981,5,True,0.9905,0.0,0.0,0.0,0.0
v5,40091,2020_2022,0.10703,5,True,0.53517,0.0,0.0,0.0,0.0
v6,40091,2020_2022,0.14335,5,True,0.71623,0.0,0.00051,0.0,0.0
spec_all,40091,2020_2022,0.16736,5,True,0.83681,0.0,0.0,0.0,0.0
v2,40890,2018_2020,0.19918,5,True,0.99588,0.0,0.0,0.0,0.0
v3,40890,2018_2020,0.24849,4,True,0.99397,0.0,0.0,0.0,
v4,40890,2018_2020,0.19574,5,True,0.97872,0.0,0.0,0.0,0.0
v5,40890,2018_2020,0.19688,5,True,0.98438,0.0,0.0,0.0,0.0
v6,40890,2018_2020,0.14336,5,True,0.71681,0.0,0.0,0.0,0.0
spec_all,40890,2018_2020,0.16515,5,True,0.82575,0.0,0.0,0.0,0.0
v2,41261,2020_2022,0.16748,5,True,0.73553,0.09749,0.0,0.0044,0.0
v3,41261,2020_2022,0.20845,5,True,0.88458,0.15175,0.0,0.00592,0.0
v4,41261,2020_2022,0.19559,5,True,0.93387,0.03696,0.0,0.0071,0.0
v5,41261,2020_2022,0.1359,5,True,0.6317,0.04394,0.0,0.00385,0.0
v6,41261,2020_2022,0.12842,5,True,0.63357,0.00703,0.0,0.00152,0.0
spec_all,41261,2020_2022,0.18331,5,True,0.90996,0.0058,0.0,0.00078,0.0
v2,42180,2018_2020,0.29323,5,True,0.96322,0.21632,0.0,0.28659,0.0
v3,42180,2018_2020,0.25951,5,True,0.91544,0.04511,0.0,0.33702,0.0
v4,42180,2018_2020,0.20949,5,True,0.96559,0.03639,0.0,0.04547,0.0
v5,42180,2018_2020,0.23689,5,True,0.86497,0.05364,0.0,0.26583,0.0
v6,42180,2018_2020,0.19311,5,True,0.85238,0.09632,0.0,0.01682,0.0
spec_all,42180,2018_2020,0.2573,5,True,0.86602,0.16698,0.0,0.2535,0.0
v2,42291,2020_2022,0.0884,5,True,0.44201,0.0,0.0,0.0,0.0
v3,42291,2020_2022,0.14659,5,True,0.73295,0.0,0.0,0.0,0.0
v4,42291,2020_2022,0.19438,5,True,0.97192,0.0,0.0,0.0,0.0
v5,42291,2020_2022,0.06697,5,True,0.33485,0.0,0.0,0.0,0.0
v6,42291,2020_2022,0.14662,5,True,0.73311,0.0,0.0,0.0,0.0
spec_all,42291,2020_2022,0.18669,5,True,0.93347,0.0,0.0,0.0,0.0
v2,43442,2018_2020,0.26889,4,True,0.99324,0.0,0.08234,0.0,
v3,43442,2018_2020,0.24704,4,True,0.98818,0.0,0.0,0.0,
v4,43442,2018_2020,0.21898,5,True,0.98238,0.0,0.11254,0.0,0.0
v5,43442,2018_2020,0.24734,4,True,0.97241,0.0,0.01693,0.0,
v6,43442,2018_2020,0.14887,5,True,0.7255,0.0,0.01887,0.0,0.0
spec_all,43442,2018_2020,0.19385,5,True,0.94894,0.0,0.02029,0.0,0.0
v2,43520,2018_2020,0.24903,4,True,0.95098,0.04515,,0.0,0.0
v3,43520,2018_2020,0.24412,5,True,0.93916,0.28144,0.0,0.0,0.0
v4,43520,2018_2020,0.19393,5,True,0.95523,0.01444,0.0,0.0,0.0
v5,43520,2018_2020,0.284,4,True,0.85716,0.27884,,0.0,0.0
v6,43520,2018_2020,0.21638,5,True,0.95426,0.12764,0.0,0.0,0.0
spec_all,43520,2018_2020,0.23854,4,True,0.95177,0.00239,,0.0,0.0
v2,44751,2018_2020,0.1941,5,True,0.9705,0.0,0.0,0.0,0.0
v3,44751,2018_2020,0.18901,5,True,0.94505,0.0,0.0,0.0,0.0
v4,44751,2018_2020,0.2101,5,True,0.97989,0.0,0.07059,0.0,0.0
v5,44751,2018_2020,0.18839,5,True,0.94193,0.0,0.0,0.0,0.0
v6,44751,2018_2020,0.16386,5,True,0.80876,0.0,0.01055,0.0,0.0
spec_all,44751,2018_2020,0.19722,5,True,0.96704,0.0,0.01906,0.0,0.0
v2,44811,2018_2020,0.19795,5,True,0.96079,0.0,0.02897,0.0,0.0
v3,44811,2018_2020,0.2299,4,True,0.91638,0.0,0.00324,0.0,
v4,44811,2018_2020,0.19792,5,True,0.96876,0.0,0.02082,0.0,0.0
v5,44811,2018_2020,0.18387,5,True,0.90732,0.0,0.01204,0.0,0.0
v6,44811,2018_2020,0.15324,5,True,0.76374,0.0,0.00246,0.0,0.0
spec_all,44811,2018_2020,0.18955,5,True,0.94207,0.0,0.00569,0.0,0.0
v2,45391,2020_2022,0.12117,5,True,0.59987,0.006,0.0,0.0,0.0
v3,45391,2020_2022,0.1458,5,True,0.71932,0.00968,0.0,0.0,0.0
v4,45391,2020_2022,0.20845,5,True,0.98752,0.05473,0.0,0.0,0.0
v5,45391,2020_2022,0.07872,5,True,0.39196,0.00167,0.0,0.0,0.0
v6,45391,2020_2022,0.12087,5,True,0.59995,0.0044,0.0,0.0,0.0
spec_all,45391,2020_2022,0.13275,5,True,0.66377,0.0,0.0,0.0,0.0
v2,45833,2018_2020,0.20818,5,True,0.85428,0.11799,0.0,0.06865,0.0
v3,45833,2018_2020,0.1603,5,True,0.66451,0.08652,0.0,0.05047,0.0
v4,45833,2018_2020,0.22302,5,True,0.95652,0.11815,0.0,0.04043,0.0
v5,45833,2018_2020,0.15673,5,True,0.72244,0.02977,0.0,0.03145,0.0
v6,45833,2018_2020,0.16431,5,True,0.71983,0.07036,0.0,0.03134,0.0
spec_all,45833,2018_2020,0.20693,5,True,0.68029,0.29562,0.0,0.05871,0.0
v2,46291,2020_2022,0.1891,5,True,0.68529,0.14301,0.0,0.1172,0.0
v3,46291,2020_2022,0.19052,5,True,0.76854,0.05909,0.0,0.12499,0.0
v4,46291,2020_2022,0.28149,5,True,0.94957,0.43433,0.0,0.02355,0.0
v5,46291,2020_2022,0.14297,5,True,0.54555,0.05575,0.0,0.11353,0.0
v6,46291,2020_2022,0.15671,5,True,0.62918,0.09086,0.0,0.06352,0.0
spec_all,46291,2020_2022,0.22102,5,True,0.90199,0.1579,0.0,0.0452,0.0
v2,46571,2020_2022,0.18594,5,True,0.9276,0.00208,0.0,0.0,0.0
v3,46571,2020_2022,0.19479,5,True,0.97393,0.0,0.0,0.0,0.0
v4,46571,2020_2022,0.19367,5,True,0.93187,0.03649,0.0,0.0,0.0
v5,46571,2020_2022,0.17867,5,True,0.88893,0.00443,0.0,0.0,0.0
v6,46571,2020_2022,0.14147,5,True,0.68861,0.01875,0.0,0.0,0.0
spec_all,46571,2020_2022,0.19691,5,True,0.95642,0.02815,0.0,0.0,0.0
v2,47523,2018_2020,0.13951,5,True,0.69754,0.0,0.0,0.0,0.0
v3,47523,2018_2020,0.06964,5,True,0.3482,0.0,0.0,0.0,0.0
v4,47523,2018_2020,0.19597,5,True,0.97983,0.0,0.0,0.0,0.0
v5,47523,2018_2020,0.11605,5,True,0.58025,0.0,0.0,0.0,0.0
v6,47523,2018_2020,0.14196,5,True,0.7098,0.0,0.0,0.0,0.0
spec_all,47523,2018_2020,0.12468,5,True,0.62338,0.0,0.0,0.0,0.0
v2,47893,2018_2020,0.18574,5,True,0.9287,0.0,0.0,0.0,0.0
v3,47893,2018_2020,0.19686,4,True,0.78742,0.0,0.0,0.0,
v4,47893,2018_2020,0.19495,5,True,0.97474,0.0,0.0,0.0,0.0
v5,47893,2018_2020,0.16328,5,True,0.81642,0.0,0.0,0.0,0.0
v6,47893,2018_2020,0.1536,5,True,0.768,0.0,0.0,0.0,0.0
spec_all,47893,2018_2020,0.19758,5,True,0.98792,0.0,0.0,0.0,0.0
v2,47961,2018_2020,0.35744,5,True,0.98619,0.19821,0.43243,0.01908,0.15128
v3,47961,2018_2020,0.21538,5,True,0.97556,0.00317,0.0,0.00549,0.09266
v4,47961,2018_2020,0.39236,5,True,0.99349,0.2326,0.15484,0.23269,0.34818
v5,47961,2018_2020,0.20349,5,True,0.93399,0.00124,0.02105,0.00742,0.05373
v6,47961,2018_2020,0.20905,5,True,0.95849,0.01745,0.01061,0.04393,0.01478
spec_all,47961,2018_2020,0.26576,5,True,0.98609,0.02439,0.02324,0.05155,0.24356
v2,48221,2018_2020,0.19285,5,True,0.93884,0.0,0.02542,0.0,0.0
v3,48221,2018_2020,0.1823,5,True,0.91149,0.0,0.0,0.0,0.0
v4,48221,2018_2020,0.19214,5,True,0.93939,0.0,0.0213,0.0,0.0
v5,48221,2018_2020,0.17932,5,True,0.89662,0.0,0.0,0.0,0.0
v6,48221,2018_2020,0.14662,5,True,0.72974,0.0,0.00335,0.0,0.0
spec_all,48221,2018_2020,0.19916,5,True,0.93495,0.0,0.06084,0.0,0.0
v2,48422,2020_2022,0.14493,5,True,0.7224,0.00228,0.0,0.0,0.0
v3,48422,2020_2022,0.14166,5,True,0.69854,0.00976,0.0,0.0,0.0
v4,48422,2020_2022,0.20171,5,True,0.93581,0.07272,0.0,0.0,0.0
v5,48422,2020_2022,0.10141,5,True,0.5063,0.00075,0.0,0.0,0.0
v6,48422,2020_2022,0.13973,5,True,0.68622,0.01245,0.0,0.0,0.0
spec_all,48422,2020_2022,0.16352,5,True,0.816,0.00162,0.0,0.0,0.0
v2,48671,2018_2020,0.15844,5,True,0.6942,0.00235,0.0,0.09567,0.0
v3,48671,2018_2020,0.20215,4,True,0.7324,0.00351,,0.0727,0.0
v4,48671,2018_2020,0.24498,5,True,0.94735,0.22689,0.0,0.05066,0.0
v5,48671,2018_2020,0.10003,5,True,0.45154,0.0,0.0,0.04861,0.0
v6,48671,2018_2020,0.16366,5,True,0.7635,0.02121,0.0,0.0336,0.0
spec_all,48671,2018_2020,0.17467,5,True,0.83503,0.0,0.0,0.03833,0.0
