design,version,W,n,cls,metric,census,mean,sd,bias,frac_undefined
strat,v4,3,200,Harvest,f1,0.0703,0.0897,0.06564,0.01936,0.02
strat,v4,3,200,Development,f1,0.0084,0.0409,0.07457,0.03258,0.0
strat,v4,3,200,Insect/Disease,f1,0.017,0.0248,0.02596,0.00782,0.05
strat,v4,3,200,Beaver,f1,0.0187,0.0928,0.09417,0.07415,0.0
simple,v4,3,500,Stable,recall,0.9544,0.955,0.00844,0.00069,0.0
simple,v4,3,500,Harvest,recall,0.0702,0.0671,0.09099,-0.00303,0.0
simple,v4,3,500,Development,recall,0.1223,0.1291,0.27268,0.0068,0.43
simple,v4,3,500,Insect/Disease,recall,0.0384,0.0207,0.07062,-0.01768,0.03
simple,v4,3,500,Beaver,recall,0.2033,0.1249,0.28402,-0.07846,0.52
simple,v4,3,500,Stable,precision,0.9875,0.987,0.00433,-0.00048,0.0
simple,v4,3,500,Harvest,precision,0.0705,0.0705,0.09461,-4e-05,0.0
simple,v4,3,500,Development,precision,0.0043,0.0064,0.02065,0.00209,0.0
simple,v4,3,500,Insect/Disease,precision,0.0109,0.0053,0.01671,-0.00561,0.0
simple,v4,3,500,Beaver,precision,0.0098,0.0081,0.03026,-0.00167,0.0
simple,v4,3,500,Stable,f1,0.9706,0.9707,0.00494,0.0001,0.0
simple,v4,3,500,Harvest,f1,0.0703,0.1196,0.08293,0.04929,0.45
simple,v4,3,500,Development,f1,0.0084,0.0888,0.06063,0.08041,0.87
simple,v4,3,500,Insect/Disease,f1,0.017,0.0674,0.04127,0.05041,0.88
simple,v4,3,500,Beaver,f1,0.0187,0.1514,0.07944,0.13275,0.91
strat,v4,3,500,Stable,recall,0.9544,0.9545,0.01978,0.00018,0.0
strat,v4,3,500,Harvest,recall,0.0702,0.072,0.03256,0.00183,0.0
strat,v4,3,500,Development,recall,0.1223,0.1264,0.04544,0.00407,0.0
strat,v4,3,500,Insect/Disease,recall,0.0384,0.0457,0.08618,0.00728,0.0
strat,v4,3,500,Beaver,recall,0.2033,0.2273,0.09261,0.02394,0.0
strat,v4,3,500,Stable,precision,0.9875,0.9876,0.00288,0.00019,0.0
strat,v4,3,500,Harvest,precision,0.0705,0.2431,0.30591,0.17264,0.0
strat,v4,3,500,Development,precision,0.0043,0.0098,0.01858,0.00548,0.0
strat,v4,3,500,Insect/Disease,precision,0.0109,0.0267,0.06,0.01575,0.0
strat,v4,3,500,Beaver,precision,0.0098,0.0258,0.04861,0.01604,0.0
strat,v4,3,500,Stable,f1,0.9706,0.9707,0.0105,8e-05,0.0
strat,v4,3,500,Harvest,f1,0.0703,0.0829,0.04755,0.01256,0.0
strat,v4,3,500,Development,f1,0.0084,0.0158,0.02445,0.00739,0.0
strat,v4,3,500,Insect/Disease,f1,0.017,0.0272,0.0618,0.01021,0.0
strat,v4,3,500,Beaver,f1,0.0187,0.036,0.05403,0.01738,0.0
simple,v4,3,1000,Stable,recall,0.9544,0.9539,0.00573,-0.00044,0.0
simple,v4,3,1000,Harvest,recall,0.0702,0.0677,0.06088,-0.00249,0.0
simple,v4,3,1000,Development,recall,0.1223,0.1833,0.32435,0.06103,0.2
simple,v4,3,1000,Insect/Disease,recall,0.0384,0.0484,0.07135,0.01004,0.0
simple,v4,3,1000,Beaver,recall,0.2033,0.1749,0.33722,-0.0284,0.28
simple,v4,3,1000,Stable,precision,0.9875,0.9878,0.003,0.00036,0.0
simple,v4,3,1000,Harvest,precision,0.0705,0.0654,0.0582,-0.00516,0.0
simple,v4,3,1000,Development,precision,0.0043,0.0067,0.01734,0.00236,0.0
simple,v4,3,1000,Insect/Disease,precision,0.0109,0.0139,0.02172,0.00295,0.0
simple,v4,3,1000,Beaver,precision,0.0098,0.0105,0.02666,0.00069,0.0
simple,v4,3,1000,Stable,f1,0.9706,0.9706,0.0033,-6e-05,0.0
simple,v4,3,1000,Harvest,f1,0.0703,0.0824,0.04974,0.01208,0.22
simple,v4,3,1000,Development,f1,0.0084,0.0494,0.04597,0.04107,0.75
simple,v4,3,1000,Insect/Disease,f1,0.017,0.0467,0.03343,0.02964,0.55
simple,v4,3,1000,Beaver,f1,0.0187,0.1098,0.0521,0.09111,0.83
strat,v4,3,1000,Stable,recall,0.9544,0.9553,0.01278,0.00093,0.0
strat,v4,3,1000,Harvest,recall,0.0702,0.0686,0.03056,-0.00151,0.0
strat,v4,3,1000,Development,recall,0.1223,0.14,0.10392,0.01769,0.0
strat,v4,3,1000,Insect/Disease,recall,0.0384,0.042,0.05208,0.00357,0.0
strat,v4,3,1000,Beaver,recall,0.2033,0.2319,0.12947,0.02856,0.0
strat,v4,3,1000,Stable,precision,0.9875,0.987,0.00251,-0.00044,0.0
strat,v4,3,1000,Harvest,precision,0.0705,0.1066,0.12054,0.03614,0.0
strat,v4,3,1000,Development,precision,0.0043,0.0064,0.01896,0.00204,0.0
strat,v4,3,1000,Insect/Disease,precision,0.0109,0.0179,0.03658,0.00697,0.0
strat,v4,3,1000,Beaver,precision,0.0098,0.0164,0.02151,0.00665,0.0
strat,v4,3,1000,Stable,f1,0.9706,0.9708,0.00687,0.00022,0.0
strat,v4,3,1000,Harvest,f1,0.0703,0.0732,0.03129,0.0029,0.0
strat,v4,3,1000,Development,f1,0.0084,0.0116,0.03098,0.00322,0.0
strat,v4,3,1000,Insect/Disease,f1,0.017,0.0224,0.03809,0.00534,0.0
strat,v4,3,1000,Beaver,f1,0.0187,0.0274,0.03304,0.00877,0.0
simple,v4,3,2000,Stable,recall,0.9544,0.9551,0.00368,0.00071,0.0
simple,v4,3,2000,Harvest,recall,0.0702,0.0695,0.04295,-0.00068,0.0
simple,v4,3,2000,Development,recall,0.1223,0.1286,0.24139,0.00634,0.03
simple,v4,3,2000,Insect/Disease,recall,0.0384,0.0392,0.05276,0.00076,0.0
simple,v4,3,2000,Beaver,recall,0.2033,0.1818,0.30428,-0.0215,0.06
simple,v4,3,2000,Stable,precision,0.9875,0.9874,0.00208,-7e-05,0.0
simple,v4,3,2000,Harvest,precision,0.0705,0.0718,0.03888,0.00128,0.0
simple,v4,3,2000,Development,precision,0.0043,0.0046,0.0086,0.0003,0.0
simple,v4,3,2000,Insect/Disease,precision,0.0109,0.0116,0.01644,0.00069,0.0
simple,v4,3,2000,Beaver,precision,0.0098,0.0098,0.01948,2e-05,0.0
simple,v4,3,2000,Stable,f1,0.9706,0.971,0.00215,0.00033,0.0
simple,v4,3,2000,Harvest,f1,0.0703,0.0698,0.03761,-0.00052,0.01
simple,v4,3,2000,Development,f1,0.0084,0.0245,0.01899,0.01611,0.64
simple,v4,3,2000,Insect/Disease,f1,0.017,0.0285,0.0259,0.01152,0.38
simple,v4,3,2000,Beaver,f1,0.0187,0.0518,0.04307,0.03317,0.65
strat,v4,3,2000,Stable,recall,0.9544,0.9539,0.00913,-0.00048,0.0
strat,v4,3,2000,Harvest,recall,0.0702,0.0664,0.01732,-0.00376,0.0
strat,v4,3,2000,Development,recall,0.1223,0.1235,0.09176,0.00117,0.0
strat,v4,3,2000,Insect/Disease,recall,0.0384,0.0377,0.03442,-0.00065,0.0
strat,v4,3,2000,Beaver,recall,0.2033,0.208,0.10901,0.00466,0.0
strat,v4,3,2000,Stable,precision,0.9875,0.9873,0.00157,-0.00013,0.0
strat,v4,3,2000,Harvest,precision,0.0705,0.0856,0.06662,0.01509,0.0
strat,v4,3,2000,Development,precision,0.0043,0.0046,0.00751,0.00025,0.0
strat,v4,3,2000,Insect/Disease,precision,0.0109,0.0113,0.01048,0.00032,0.0
strat,v4,3,2000,Beaver,precision,0.0098,0.0113,0.0155,0.00154,0.0
strat,v4,3,2000,Stable,f1,0.9706,0.9703,0.00483,-0.00033,0.0
strat,v4,3,2000,Harvest,f1,0.0703,0.0699,0.02305,-0.00044,0.0
strat,v4,3,2000,Development,f1,0.0084,0.0087,0.01382,0.00036,0.0
strat,v4,3,2000,Insect/Disease,f1,0.017,0.0165,0.01502,-0.00051,0.0
strat,v4,3,2000,Beaver,f1,0.0187,0.0205,0.02558,0.00188,0.0
simple,v4,3,5000,Stable,recall,0.9544,0.9548,0.00264,0.00046,0.0
simple,v4,3,5000,Harvest,recall,0.0702,0.0647,0.02899,-0.00542,0.0
simple,v4,3,5000,Development,recall,0.1223,0.1242,0.16597,0.00189,0.0
simple,v4,3,5000,Insect/Disease,recall,0.0384,0.0353,0.02947,-0.00312,0.0
simple,v4,3,5000,Beaver,recall,0.2033,0.1699,0.20658,-0.03347,0.0
simple,v4,3,5000,Stable,precision,0.9875,0.9873,0.00137,-0.00012,0.0
simple,v4,3,5000,Harvest,precision,0.0705,0.0657,0.02761,-0.00482,0.0
simple,v4,3,5000,Development,precision,0.0043,0.0049,0.00705,0.00055,0.0
simple,v4,3,5000,Insect/Disease,precision,0.0109,0.0099,0.00827,-0.00105,0.0
simple,v4,3,5000,Beaver,precision,0.0098,0.0098,0.01253,-1e-05,0.0
simple,v4,3,5000,Stable,f1,0.9706,0.9708,0.0016,0.00018,0.0
simple,v4,3,5000,Harvest,f1,0.0703,0.0649,0.02772,-0.00546,0.0
simple,v4,3,5000,Development,f1,0.0084,0.0148,0.01424,0.00644,0.37
simple,v4,3,5000,Insect/Disease,f1,0.017,0.0168,0.01233,-0.00019,0.09
simple,v4,3,5000,Beaver,f1,0.0187,0.0304,0.02265,0.01172,0.4
strat,v4,3,5000,Stable,recall,0.9544,0.9554,0.00599,0.00104,0.0
strat,v4,3,5000,Harvest,recall,0.0702,0.0701,0.0152,-8e-05,0.0
strat,v4,3,5000,Development,recall,0.1223,0.1209,0.07455,-0.00136,0.0
strat,v4,3,5000,Insect/Disease,recall,0.0384,0.0369,0.02248,-0.00146,0.0
strat,v4,3,5000,Beaver,recall,0.2033,0.222,0.12922,0.01865,0.0
strat,v4,3,5000,Stable,precision,0.9875,0.9874,0.00101,-0.0,0.0
strat,v4,3,5000,Harvest,precision,0.0705,0.0739,0.02047,0.00335,0.0
strat,v4,3,5000,Development,precision,0.0043,0.0043,0.00265,-7e-05,0.0
strat,v4,3,5000,Insect/Disease,precision,0.0109,0.0109,0.00758,-3e-05,0.0
strat,v4,3,5000,Beaver,precision,0.0098,0.0124,0.02,0.0026,0.0
strat,v4,3,5000,Stable,f1,0.9706,0.9712,0.0032,0.00053,0.0
strat,v4,3,5000,Harvest,f1,0.0703,0.0709,0.01529,0.00059,0.0
strat,v4,3,5000,Development,f1,0.0084,0.0082,0.00506,-0.00016,0.0
strat,v4,3,5000,Insect/Disease,f1,0.017,0.0165,0.01092,-0.00051,0.0
strat,v4,3,5000,Beaver,f1,0.0187,0.0229,0.03384,0.00423,0.0
simple,v4,5,20,Stable,recall,0.9544,0.9542,0.03481,-0.00017,0.0
simple,v4,5,20,Harvest,recall,0.0698,0.0595,0.18526,-0.01028,0.56
simple,v4,5,20,Development,recall,0.1228,0.0,0.0,-0.12277,0.89
simple,v4,5,20,Insect/Disease,recall,0.0386,0.0115,0.04331,-0.02703,0.73
simple,v4,5,20,Beaver,recall,0.2033,0.1786,0.35714,-0.02468,0.96
simple,v4,5,20,Stable,precision,0.9875,0.9862,0.02092,-0.00123,0.0
simple,v4,5,20,Harvest,precision,0.0702,0.0563,0.20549,-0.01394,0.47
simple,v4,5,20,Development,precision,0.0043,0.0,0.0,-0.00434,0.32
simple,v4,5,20,Insect/Disease,precision,0.011,0.0102,0.05471,-0.00072,0.43
simple,v4,5,20,Beaver,precision,0.0098,0.0055,0.0404,-0.00425,0.47
simple,v4,5,20,Stable,f1,0.9706,0.9695,0.02118,-0.00112,0.0
simple,v4,5,20,Harvest,f1,0.07,0.4246,0.32981,0.35459,0.94
simple,v4,5,20,Development,f1,0.0084,,,,1.0
simple,v4,5,20,Insect/Disease,f1,0.0171,0.1944,0.03928,0.17738,0.98
simple,v4,5,20,Beaver,f1,0.0187,0.4167,,0.39797,0.99
strat,v4,5,20,Stable,recall,0.9544,0.9594,0.08725,0.00503,0.0
strat,v4,5,20,Harvest,recall,0.0698,0.0601,0.10244,-0.00976,0.0
strat,v4,5,20,Development,recall,0.1228,0.1535,0.21013,0.03078,0.0
strat,v4,5,20,Insect/Disease,recall,0.0386,0.0425,0.08281,0.00396,0.0
strat,v4,5,20,Beaver,recall,0.2033,0.2143,0.22889,0.01106,0.0
strat,v4,5,20,Stable,precision,0.9875,0.9853,0.01885,-0.00211,0.0
strat,v4,5,20,Harvest,precision,0.0702,0.461,0.43742,0.39079,0.3
strat,v4,5,20,Development,precision,0.0043,0.1643,0.29866,0.15994,0.08
strat,v4,5,20,Insect/Disease,precision,0.011,0.107,0.22685,0.09602,0.05
strat,v4,5,20,Beaver,precision,0.0098,0.303,0.34048,0.29317,0.12
strat,v4,5,20,Stable,f1,0.9706,0.9699,0.05284,-0.00072,0.0
strat,v4,5,20,Harvest,f1,0.07,0.1861,0.17794,0.11609,0.53
strat,v4,5,20,Development,f1,0.0084,0.1841,0.21437,0.17576,0.43
strat,v4,5,20,Insect/Disease,f1,0.0171,0.1134,0.13429,0.09633,0.59
strat,v4,5,20,Beaver,f1,0.0187,0.2833,0.23692,0.26461,0.34
simple,v4,5,50,Stable,recall,0.9544,0.9532,0.02309,-0.00116,0.0
simple,v4,5,50,Harvest,recall,0.0698,0.0938,0.22749,0.02396,0.28
simple,v4,5,50,Development,recall,0.1228,0.1538,0.37553,0.03108,0.87
simple,v4,5,50,Insect/Disease,recall,0.0386,0.0557,0.19458,0.01713,0.35
simple,v4,5,50,Beaver,recall,0.2033,0.1607,0.36172,-0.04254,0.86
simple,v4,5,50,Stable,precision,0.9875,0.988,0.01177,0.00052,0.0
simple,v4,5,50,Harvest,precision,0.0702,0.0603,0.18097,-0.0099,0.14
simple,v4,5,50,Development,precision,0.0043,0.0007,0.00516,-0.00363,0.07
simple,v4,5,50,Insect/Disease,precision,0.011,0.0185,0.08977,0.00757,0.2
simple,v4,5,50,Beaver,precision,0.0098,0.0033,0.01864,-0.00653,0.22
simple,v4,5,50,Stable,f1,0.9706,0.9701,0.01372,-0.00052,0.0
simple,v4,5,50,Harvest,f1,0.07,0.3098,0.27904,0.23975,0.83
simple,v4,5,50,Development,f1,0.0084,0.0639,0.03263,0.0555,0.98
simple,v4,5,50,Insect/Disease,f1,0.0171,0.2252,0.23997,0.20812,0.92
simple,v4,5,50,Beaver,f1,0.0187,0.1455,0.09368,0.12684,0.97
strat,v4,5,50,Stable,recall,0.9544,0.9533,0.05093,-0.00109,0.0
strat,v4,5,50,Harvest,recall,0.0698,0.0555,0.06453,-0.01434,0.0
strat,v4,5,50,Development,recall,0.1228,0.1203,0.13471,-0.00243,0.0
strat,v4,5,50,Insect/Disease,recall,0.0386,0.043,0.06301,0.00449,0.0
strat,v4,5,50,Beaver,recall,0.2033,0.2473,0.16587,0.044,0.0
strat,v4,5,50,Stable,precision,0.9875,0.9861,0.0132,-0.00133,0.0
strat,v4,5,50,Harvest,precision,0.0702,0.4363,0.39438,0.36614,0.07
strat,v4,5,50,Development,precision,0.0043,0.0704,0.14028,0.06607,0.0
strat,v4,5,50,Insect/Disease,precision,0.011,0.0756,0.134,0.06466,0.0
strat,v4,5,50,Beaver,precision,0.0098,0.1544,0.21453,0.14457,0.0
strat,v4,5,50,Stable,f1,0.9706,0.9686,0.02639,-0.00203,0.0
strat,v4,5,50,Harvest,f1,0.07,0.1,0.09031,0.02995,0.24
strat,v4,5,50,Development,f1,0.0084,0.0628,0.08114,0.05445,0.11
strat,v4,5,50,Insect/Disease,f1,0.0171,0.0571,0.05753,0.04,0.29
strat,v4,5,50,Beaver,f1,0.0187,0.1284,0.14392,0.10975,0.04
simple,v4,5,100,Stable,recall,0.9544,0.9539,0.01588,-0.00047,0.0
simple,v4,5,100,Harvest,recall,0.0698,0.0774,0.19887,0.00754,0.11
simple,v4,5,100,Development,recall,0.1228,0.1333,0.33529,0.01057,0.65
simple,v4,5,100,Insect/Disease,recall,0.0386,0.0618,0.20002,0.02324,0.19
simple,v4,5,100,Beaver,recall,0.2033,0.2339,0.41106,0.03068,0.85
simple,v4,5,100,Stable,precision,0.9875,0.9866,0.01069,-0.00081,0.0
simple,v4,5,100,Harvest,precision,0.0702,0.0665,0.16631,-0.00368,0.02
simple,v4,5,100,Development,precision,0.0043,0.0037,0.0205,-0.00066,0.01
simple,v4,5,100,Insect/Disease,precision,0.011,0.0161,0.06479,0.0051,0.03
simple,v4,5,100,Beaver,precision,0.0098,0.0038,0.02058,-0.00596,0.04
simple,v4,5,100,Stable,f1,0.9706,0.9699,0.01012,-0.00072,0.0
simple,v4,5,100,Harvest,f1,0.07,0.2255,0.17448,0.15551,0.77
simple,v4,5,100,Development,f1,0.0084,0.131,0.10509,0.12258,0.95
simple,v4,5,100,Insect/Disease,f1,0.0171,0.1949,0.16829,0.17783,0.89
simple,v4,5,100,Beaver,f1,0.0187,0.1637,0.08014,0.145,0.96
strat,v4,5,100,Stable,recall,0.9544,0.956,0.03677,0.00166,0.0
strat,v4,5,100,Harvest,recall,0.0698,0.0645,0.0583,-0.0053,0.0
strat,v4,5,100,Development,recall,0.1228,0.1215,0.08755,-0.0013,0.0
strat,v4,5,100,Insect/Disease,recall,0.0386,0.0309,0.03658,-0.00761,0.0
strat,v4,5,100,Beaver,recall,0.2033,0.2671,0.12027,0.06385,0.0
strat,v4,5,100,Stable,precision,0.9875,0.9878,0.00714,0.00031,0.0
strat,v4,5,100,Harvest,precision,0.0702,0.429,0.38339,0.3588,0.0
strat,v4,5,100,Development,precision,0.0043,0.0329,0.0815,0.02856,0.0
strat,v4,5,100,Insect/Disease,precision,0.011,0.0294,0.04833,0.01845,0.0
strat,v4,5,100,Beaver,precision,0.0098,0.0888,0.13163,0.07905,0.0
strat,v4,5,100,Stable,f1,0.9706,0.9713,0.0199,0.00063,0.0
strat,v4,5,100,Harvest,f1,0.07,0.0876,0.0728,0.0176,0.04
strat,v4,5,100,Development,f1,0.0084,0.0322,0.05172,0.02384,0.04
strat,v4,5,100,Insect/Disease,f1,0.0171,0.0287,0.0341,0.01165,0.21
strat,v4,5,100,Beaver,f1,0.0187,0.0989,0.11351,0.08019,0.0
simple,v4,5,200,Stable,recall,0.9544,0.9545,0.01223,0.00015,0.0
simple,v4,5,200,Harvest,recall,0.0698,0.0441,0.09528,-0.02569,0.0
simple,v4,5,200,Development,recall,0.1228,0.1595,0.34346,0.03669,0.59
simple,v4,5,200,Insect/Disease,recall,0.0386,0.0313,0.11702,-0.00721,0.03
simple,v4,5,200,Beaver,recall,0.2033,0.1573,0.35032,-0.046,0.72
simple,v4,5,200,Stable,precision,0.9875,0.987,0.00637,-0.00045,0.0
simple,v4,5,200,Harvest,precision,0.0702,0.055,0.12631,-0.01521,0.0
simple,v4,5,200,Development,precision,0.0043,0.0027,0.00981,-0.00165,0.0
simple,v4,5,200,Insect/Disease,precision,0.011,0.0108,0.03524,-0.0002,0.0
simple,v4,5,200,Beaver,precision,0.0098,0.0123,0.05659,0.00246,0.01
simple,v4,5,200,Stable,f1,0.9706,0.9704,0.00678,-0.00019,0.0
simple,v4,5,200,Harvest,f1,0.07,0.1152,0.11008,0.04516,0.63
simple,v4,5,200,Development,f1,0.0084,0.0495,0.03326,0.04108,0.9
simple,v4,5,200,Insect/Disease,f1,0.0171,0.0913,0.09923,0.07427,0.84
simple,v4,5,200,Beaver,f1,0.0187,0.3058,0.18332,0.28714,0.94
strat,v4,5,200,Stable,recall,0.9544,0.9587,0.02366,0.00431,0.0
strat,v4,5,200,Harvest,recall,0.0698,0.0728,0.06598,0.00301,0.0
strat,v4,5,200,Development,recall,0.1228,0.1213,0.06014,-0.0015,0.0
strat,v4,5,200,Insect/Disease,recall,0.0386,0.043,0.0609,0.00445,0.0
strat,v4,5,200,Beaver,recall,0.2033,0.2523,0.10049,0.04903,0.0
strat,v4,5,200,Stable,precision,0.9875,0.9885,0.00438,0.00106,0.0
strat,v4,5,200,Harvest,precision,0.0702,0.2795,0.32226,0.20927,0.0
strat,v4,5,200,Development,precision,0.0043,0.0106,0.01835,0.00629,0.0
strat,v4,5,200,Insect/Disease,precision,0.011,0.0232,0.03286,0.01225,0.0
strat,v4,5,200,Beaver,precision,0.0098,0.0449,0.0638,0.03515,0.0
strat,v4,5,200,Stable,f1,0.9706,0.9732,0.01281,0.0026,0.0
strat,v4,5,200,Harvest,f1,0.07,0.0864,0.07196,0.01643,0.0
strat,v4,5,200,Development,f1,0.0084,0.0152,0.02248,0.00686,0.0
strat,v4,5,200,Insect/Disease,f1,0.0171,0.0238,0.03582,0.00673,0.0
strat,v4,5,200,Beaver,f1,0.0187,0.0641,0.07778,0.0454,0.0
simple,v4,5,500,Stable,recall,0.9544,0.9535,0.00831,-0.00084,0.0
simple,v4,5,500,Harvest,recall,0.0698,0.065,0.08011,-0.00483,0.0
simple,v4,5,500,Development,recall,0.1228,0.1046,0.24494,-0.01821,0.17
simple,v4,5,500,Insect/Disease,recall,0.0386,0.0206,0.04114,-0.01794,0.0
simple,v4,5,500,Beaver,recall,0.2033,0.1348,0.28739,-0.06851,0.33
simple,v4,5,500,Stable,precision,0.9875,0.987,0.00381,-0.00046,0.0
simple,v4,5,500,Harvest,precision,0.0702,0.0714,0.09776,0.0012,0.0
simple,v4,5,500,Development,precision,0.0043,0.0039,0.0145,-0.00041,0.0
simple,v4,5,500,Insect/Disease,precision,0.011,0.0058,0.01102,-0.00519,0.0
simple,v4,5,500,Beaver,precision,0.0098,0.0089,0.02845,-0.00093,0.0
simple,v4,5,500,Stable,f1,0.9706,0.97,0.00474,-0.00067,0.0
simple,v4,5,500,Harvest,f1,0.07,0.0909,0.08077,0.02092,0.3
simple,v4,5,500,Development,f1,0.0084,0.0383,0.05038,0.02989,0.81
simple,v4,5,500,Insect/Disease,f1,0.0171,0.0243,0.01721,0.00722,0.65
simple,v4,5,500,Beaver,f1,0.0187,0.0776,0.08694,0.05886,0.8
strat,v4,5,500,Stable,recall,0.9544,0.9552,0.0189,0.00082,0.0
strat,v4,5,500,Harvest,recall,0.0698,0.0666,0.03104,-0.00323,0.0
strat,v4,5,500,Development,recall,0.1228,0.1146,0.07928,-0.0082,0.0
strat,v4,5,500,Insect/Disease,recall,0.0386,0.0387,0.04495,0.00016,0.0
strat,v4,5,500,Beaver,recall,0.2033,0.2418,0.11692,0.03859,0.0
strat,v4,5,500,Stable,precision,0.9875,0.9873,0.00313,-0.0002,0.0
strat,v4,5,500,Harvest,precision,0.0702,0.1605,0.19753,0.09029,0.0
strat,v4,5,500,Development,precision,0.0043,0.0062,0.01179,0.00184,0.0
strat,v4,5,500,Insect/Disease,precision,0.011,0.0158,0.01984,0.00486,0.0
strat,v4,5,500,Beaver,precision,0.0098,0.0179,0.03154,0.00809,0.0
strat,v4,5,500,Stable,f1,0.9706,0.9709,0.01013,0.00024,0.0
strat,v4,5,500,Harvest,f1,0.07,0.0767,0.04455,0.00675,0.0
strat,v4,5,500,Development,f1,0.0084,0.0106,0.01845,0.00221,0.0
strat,v4,5,500,Insect/Disease,f1,0.0171,0.0189,0.02463,0.00182,0.0
strat,v4,5,500,Beaver,f1,0.0187,0.028,0.04627,0.00926,0.0
simple,v4,5,1000,Stable,recall,0.9544,0.9549,0.00483,0.00048,0.0
simple,v4,5,1000,Harvest,recall,0.0698,0.0666,0.05074,-0.0032,0.0
simple,v4,5,1000,Development,recall,0.1228,0.1185,0.21078,-0.00423,0.04
simple,v4,5,1000,Insect/Disease,recall,0.0386,0.0399,0.07071,0.00131,0.0
simple,v4,5,1000,Beaver,recall,0.2033,0.1369,0.28094,-0.06633,0.08
simple,v4,5,1000,Stable,precision,0.9875,0.9871,0.003,-0.00032,0.0
simple,v4,5,1000,Harvest,precision,0.0702,0.0703,0.05889,0.00014,0.0
simple,v4,5,1000,Development,precision,0.0043,0.0033,0.00726,-0.00101,0.0
simple,v4,5,1000,Insect/Disease,precision,0.011,0.011,0.02028,1e-05,0.0
simple,v4,5,1000,Beaver,precision,0.0098,0.0065,0.01456,-0.00333,0.0
simple,v4,5,1000,Stable,f1,0.9706,0.9707,0.00292,9e-05,0.0
simple,v4,5,1000,Harvest,f1,0.07,0.0701,0.04989,9e-05,0.05
simple,v4,5,1000,Development,f1,0.0084,0.0151,0.01768,0.00667,0.58
simple,v4,5,1000,Insect/Disease,f1,0.0171,0.0334,0.03589,0.01635,0.5
simple,v4,5,1000,Beaver,f1,0.0187,0.0443,0.03499,0.0256,0.73
strat,v4,5,1000,Stable,recall,0.9544,0.9565,0.011,0.00213,0.0
strat,v4,5,1000,Harvest,recall,0.0698,0.0691,0.02726,-0.00075,0.0
strat,v4,5,1000,Development,recall,0.1228,0.1132,0.08144,-0.00959,0.0
strat,v4,5,1000,Insect/Disease,recall,0.0386,0.0423,0.06116,0.00372,0.0
strat,v4,5,1000,Beaver,recall,0.2033,0.2118,0.09264,0.00851,0.0
strat,v4,5,1000,Stable,precision,0.9875,0.9877,0.00245,0.00025,0.0
strat,v4,5,1000,Harvest,precision,0.0702,0.092,0.06108,0.02178,0.0
strat,v4,5,1000,Development,precision,0.0043,0.0044,0.00532,3e-05,0.0
strat,v4,5,1000,Insect/Disease,precision,0.011,0.0145,0.03503,0.00356,0.0
strat,v4,5,1000,Beaver,precision,0.0098,0.0136,0.02828,0.00378,0.0
strat,v4,5,1000,Stable,f1,0.9706,0.9718,0.00591,0.00119,0.0
strat,v4,5,1000,Harvest,f1,0.07,0.0726,0.02549,0.00265,0.0
strat,v4,5,1000,Development,f1,0.0084,0.0081,0.00925,-0.00028,0.0
strat,v4,5,1000,Insect/Disease,f1,0.0171,0.0198,0.04125,0.00276,0.0
strat,v4,5,1000,Beaver,f1,0.0187,0.0226,0.0364,0.00387,0.0
simple,v4,5,2000,Stable,recall,0.9544,0.9548,0.00314,0.00041,0.0
simple,v4,5,2000,Harvest,recall,0.0698,0.0693,0.03783,-0.00048,0.0
simple,v4,5,2000,Development,recall,0.1228,0.1297,0.16524,0.00689,0.01
simple,v4,5,2000,Insect/Disease,recall,0.0386,0.0378,0.03445,-0.00076,0.0
simple,v4,5,2000,Beaver,recall,0.2033,0.177,0.24727,-0.02626,0.02
simple,v4,5,2000,Stable,precision,0.9875,0.9876,0.00219,0.0001,0.0
simple,v4,5,2000,Harvest,precision,0.0702,0.0691,0.03817,-0.00107,0.0
simple,v4,5,2000,Development,precision,0.0043,0.0051,0.00715,0.00077,0.0
simple,v4,5,2000,Insect/Disease,precision,0.011,0.011,0.01129,7e-05,0.0
simple,v4,5,2000,Beaver,precision,0.0098,0.0103,0.01699,0.00048,0.0
simple,v4,5,2000,Stable,f1,0.9706,0.9709,0.00208,0.00026,0.0
simple,v4,5,2000,Harvest,f1,0.07,0.069,0.03625,-0.00105,0.01
simple,v4,5,2000,Development,f1,0.0084,0.0147,0.01413,0.00635,0.34
simple,v4,5,2000,Insect/Disease,f1,0.0171,0.0184,0.01632,0.00138,0.09
simple,v4,5,2000,Beaver,f1,0.0187,0.0359,0.03468,0.01715,0.47
strat,v4,5,2000,Stable,recall,0.9544,0.9554,0.008,0.00099,0.0
strat,v4,5,2000,Harvest,recall,0.0698,0.0676,0.01988,-0.00225,0.0
strat,v4,5,2000,Development,recall,0.1228,0.115,0.07685,-0.00774,0.0
strat,v4,5,2000,Insect/Disease,recall,0.0386,0.0407,0.04521,0.00213,0.0
strat,v4,5,2000,Beaver,recall,0.2033,0.2166,0.13314,0.01338,0.0
strat,v4,5,2000,Stable,precision,0.9875,0.9875,0.00155,0.0001,0.0
strat,v4,5,2000,Harvest,precision,0.0702,0.0785,0.03796,0.00827,0.0
strat,v4,5,2000,Development,precision,0.0043,0.0037,0.00311,-0.00067,0.0
strat,v4,5,2000,Insect/Disease,precision,0.011,0.0125,0.01566,0.00152,0.0
