design,version,W,n,metric,census,mean,sd,bias,lo,hi
strat,v4,5,50,A_oa_wtd,0.8944,0.8964,0.07443,0.00207,0.7305,0.9894
strat,v4,5,50,A_macrof1_wtd,0.2236,0.2713,0.05185,0.04778,0.1848,0.3904
strat,v4,5,50,C_frac_majority,,0.9654,0.02289,,,
simple,v4,5,100,A_oa,0.8944,0.8956,0.02802,0.00124,0.8414,0.9358
simple,v4,5,100,A_kappa,0.074,0.0641,0.06975,-0.00992,-0.0128,0.2225
simple,v4,5,100,A_macrof1,0.2236,0.7622,0.21168,0.5386,0.3504,0.9649
simple,v4,5,100,B_oa,0.913,0.9131,0.031,8e-05,0.84,0.96
simple,v4,5,100,C_oa,0.9123,0.9126,0.0311,0.00029,0.84,0.96
simple,v4,5,100,A_oa_wtd,0.8944,0.8956,0.02802,0.00124,0.8414,0.9358
simple,v4,5,100,A_macrof1_wtd,0.2236,0.7622,0.21168,0.5386,0.3504,0.9649
simple,v4,5,100,C_frac_majority,,0.9951,0.00674,,,
strat,v4,5,100,A_oa,0.8944,0.5091,0.0258,-0.38525,0.4602,0.5564
strat,v4,5,100,A_kappa,0.074,0.1922,0.03571,0.11821,0.1265,0.2569
strat,v4,5,100,A_macrof1,0.2236,0.3076,0.03714,0.08401,0.2484,0.3929
strat,v4,5,100,B_oa,0.913,0.9098,0.0613,-0.0032,0.7925,0.9909
strat,v4,5,100,C_oa,0.9123,0.909,0.06159,-0.00329,0.792,0.9906
strat,v4,5,100,A_oa_wtd,0.8944,0.8912,0.04971,-0.00313,0.7905,0.9739
strat,v4,5,100,A_macrof1_wtd,0.2236,0.2482,0.0395,0.02462,0.1944,0.3324
strat,v4,5,100,C_frac_majority,,0.9665,0.01708,,,
simple,v4,5,200,A_oa,0.8944,0.8953,0.01655,0.00097,0.8642,0.9241
simple,v4,5,200,A_kappa,0.074,0.0673,0.05338,-0.00672,-0.0053,0.2061
simple,v4,5,200,A_macrof1,0.2236,0.6287,0.20556,0.40515,0.3301,0.9574
simple,v4,5,200,B_oa,0.913,0.9143,0.01725,0.00123,0.8824,0.9502
simple,v4,5,200,C_oa,0.9123,0.9138,0.01739,0.00149,0.8824,0.9476
simple,v4,5,200,A_oa_wtd,0.8944,0.8953,0.01655,0.00097,0.8642,0.9241
simple,v4,5,200,A_macrof1_wtd,0.2236,0.6287,0.20556,0.40515,0.3301,0.9574
simple,v4,5,200,C_frac_majority,,0.9952,0.00482,,,
strat,v4,5,200,A_oa,0.8944,0.5147,0.01806,-0.3797,0.4826,0.5514
strat,v4,5,200,A_kappa,0.074,0.1927,0.02381,0.11863,0.1422,0.2437
strat,v4,5,200,A_macrof1,0.2236,0.3008,0.02209,0.07728,0.2579,0.3419
strat,v4,5,200,B_oa,0.913,0.9128,0.0343,-0.00024,0.8416,0.9653
strat,v4,5,200,C_oa,0.9123,0.9118,0.03597,-0.00052,0.841,0.9651
strat,v4,5,200,A_oa_wtd,0.8944,0.8938,0.03196,-0.00052,0.8345,0.9533
strat,v4,5,200,A_macrof1_wtd,0.2236,0.2344,0.0212,0.01085,0.2029,0.2762
strat,v4,5,200,C_frac_majority,,0.9686,0.01007,,,
simple,v4,5,500,A_oa,0.8944,0.8942,0.01135,-0.00017,0.872,0.9128
simple,v4,5,500,A_kappa,0.074,0.0807,0.03939,0.00664,0.023,0.1606
simple,v4,5,500,A_macrof1,0.2236,0.4646,0.16389,0.24106,0.244,0.9425
simple,v4,5,500,B_oa,0.913,0.9128,0.01342,-0.00026,0.889,0.937
simple,v4,5,500,C_oa,0.9123,0.9123,0.01347,1e-05,0.889,0.936
simple,v4,5,500,A_oa_wtd,0.8944,0.8942,0.01135,-0.00017,0.872,0.9128
simple,v4,5,500,A_macrof1_wtd,0.2236,0.4646,0.16389,0.24106,0.244,0.9425
simple,v4,5,500,C_frac_majority,,0.9938,0.0038,,,
strat,v4,5,500,A_oa,0.8944,0.5133,0.01058,-0.38102,0.4942,0.532
strat,v4,5,500,A_kappa,0.074,0.1921,0.01397,0.11802,0.1673,0.2205
strat,v4,5,500,A_macrof1,0.2236,0.2989,0.01381,0.07538,0.2777,0.3286
strat,v4,5,500,B_oa,0.913,0.9156,0.02729,0.00253,0.8569,0.9601
strat,v4,5,500,C_oa,0.9123,0.9148,0.02722,0.0025,0.8567,0.9598
strat,v4,5,500,A_oa_wtd,0.8944,0.8956,0.02316,0.00125,0.8495,0.9358
strat,v4,5,500,A_macrof1_wtd,0.2236,0.2258,0.01573,0.00222,0.2043,0.2587
strat,v4,5,500,C_frac_majority,,0.968,0.00748,,,
simple,v4,5,1000,A_oa,0.8944,0.8957,0.00833,0.0013,0.8781,0.9127
simple,v4,5,1000,A_kappa,0.074,0.0751,0.02481,0.00101,0.0349,0.1237
simple,v4,5,1000,A_macrof1,0.2236,0.3655,0.1031,0.14192,0.2297,0.6177
simple,v4,5,1000,B_oa,0.913,0.9147,0.0095,0.00172,0.896,0.9321
simple,v4,5,1000,C_oa,0.9123,0.9139,0.00959,0.00159,0.895,0.9321
simple,v4,5,1000,A_oa_wtd,0.8944,0.8957,0.00833,0.0013,0.8781,0.9127
simple,v4,5,1000,A_macrof1_wtd,0.2236,0.3655,0.1031,0.14192,0.2297,0.6177
simple,v4,5,1000,C_frac_majority,,0.9938,0.00264,,,
strat,v4,5,1000,A_oa,0.8944,0.5142,0.00717,-0.38013,0.5001,0.5266
strat,v4,5,1000,A_kappa,0.074,0.1931,0.00935,0.11904,0.1729,0.2089
strat,v4,5,1000,A_macrof1,0.2236,0.3014,0.00851,0.07787,0.2815,0.3151
strat,v4,5,1000,B_oa,0.913,0.9148,0.01823,0.00182,0.8763,0.9451
strat,v4,5,1000,C_oa,0.9123,0.9141,0.01833,0.00183,0.876,0.9429
strat,v4,5,1000,A_oa_wtd,0.8944,0.8962,0.01635,0.0018,0.8638,0.9243
strat,v4,5,1000,A_macrof1_wtd,0.2236,0.225,0.01167,0.00142,0.2074,0.2522
strat,v4,5,1000,C_frac_majority,,0.9671,0.00512,,,
simple,v4,5,2000,A_oa,0.8944,0.8947,0.00577,0.00035,0.8829,0.9062
simple,v4,5,2000,A_kappa,0.074,0.0728,0.01822,-0.00123,0.037,0.1052
simple,v4,5,2000,A_macrof1,0.2236,0.2824,0.05974,0.05881,0.2132,0.3925
simple,v4,5,2000,B_oa,0.913,0.9134,0.00657,0.00037,0.8997,0.9238
simple,v4,5,2000,C_oa,0.9123,0.9126,0.00648,0.0003,0.8995,0.923
simple,v4,5,2000,A_oa_wtd,0.8944,0.8947,0.00577,0.00035,0.8829,0.9062
simple,v4,5,2000,A_macrof1_wtd,0.2236,0.2824,0.05974,0.05881,0.2132,0.3925
simple,v4,5,2000,C_frac_majority,,0.9942,0.00186,,,
strat,v4,5,2000,A_oa,0.8944,0.5132,0.00515,-0.38113,0.504,0.5231
strat,v4,5,2000,A_kappa,0.074,0.1925,0.00691,0.11847,0.1781,0.2059
strat,v4,5,2000,A_macrof1,0.2236,0.3014,0.0062,0.07779,0.2906,0.3125
strat,v4,5,2000,B_oa,0.913,0.912,0.01475,-0.00106,0.8864,0.9467
strat,v4,5,2000,C_oa,0.9123,0.9111,0.01464,-0.00119,0.886,0.9464
strat,v4,5,2000,A_oa_wtd,0.8944,0.8945,0.01221,0.00013,0.8737,0.9185
strat,v4,5,2000,A_macrof1_wtd,0.2236,0.2245,0.00731,0.00095,0.2108,0.2384
strat,v4,5,2000,C_frac_majority,,0.967,0.00299,,,
simple,v4,5,5000,A_oa,0.8944,0.894,0.00335,-0.00035,0.8878,0.9005
simple,v4,5,5000,A_kappa,0.074,0.0734,0.01034,-0.00063,0.0551,0.0951
simple,v4,5,5000,A_macrof1,0.2236,0.237,0.02956,0.01347,0.2088,0.287
simple,v4,5,5000,B_oa,0.913,0.9128,0.00419,-0.00022,0.9051,0.9214
simple,v4,5,5000,C_oa,0.9123,0.912,0.00421,-0.00027,0.9047,0.9206
simple,v4,5,5000,A_oa_wtd,0.8944,0.894,0.00335,-0.00035,0.8878,0.9005
simple,v4,5,5000,A_macrof1_wtd,0.2236,0.237,0.02956,0.01347,0.2088,0.287
simple,v4,5,5000,C_frac_majority,,0.994,0.00105,,,
strat,v4,5,5000,A_oa,0.8944,0.5275,0.00304,-0.36688,0.5223,0.5333
strat,v4,5,5000,A_kappa,0.074,0.199,0.00388,0.12495,0.1924,0.2064
strat,v4,5,5000,A_macrof1,0.2236,0.2866,0.00297,0.06301,0.2807,0.2926
strat,v4,5,5000,B_oa,0.913,0.9128,0.00878,-0.00023,0.8986,0.9285
strat,v4,5,5000,C_oa,0.9123,0.9121,0.00879,-0.00025,0.8977,0.9278
strat,v4,5,5000,A_oa_wtd,0.8944,0.8944,0.00756,7e-05,0.8808,0.9073
strat,v4,5,5000,A_macrof1_wtd,0.2236,0.2238,0.00406,0.00025,0.2174,0.2325
strat,v4,5,5000,C_frac_majority,,0.9684,0.00225,,,
simple,v4,7,20,A_oa,0.8943,0.8958,0.05184,0.00148,0.7764,0.9888
simple,v4,7,20,A_kappa,0.074,0.0571,0.12254,-0.01694,-0.0282,0.3759
simple,v4,7,20,A_macrof1,0.2236,0.8731,0.16466,0.64951,0.4629,0.9944
simple,v4,7,20,B_oa,0.9194,0.922,0.06044,0.00263,0.8,1.0
simple,v4,7,20,C_oa,0.9184,0.922,0.06044,0.00361,0.8,1.0
simple,v4,7,20,A_oa_wtd,0.8943,0.8958,0.05184,0.00148,0.7764,0.9888
simple,v4,7,20,A_macrof1_wtd,0.2236,0.8731,0.16466,0.64951,0.4629,0.9944
simple,v4,7,20,C_frac_majority,,0.9925,0.02057,,,
strat,v4,7,20,A_oa,0.8943,0.5568,0.06407,-0.33752,0.4566,0.6863
strat,v4,7,20,A_kappa,0.074,0.2049,0.09472,0.13086,0.0458,0.4012
strat,v4,7,20,A_macrof1,0.2236,0.3876,0.09685,0.16401,0.2428,0.6047
strat,v4,7,20,B_oa,0.9194,0.9194,0.12244,-0.0,0.7403,0.9961
strat,v4,7,20,C_oa,0.9184,0.9189,0.12257,0.00047,0.7403,0.9955
strat,v4,7,20,A_oa_wtd,0.8943,0.8933,0.1021,-0.00107,0.6615,0.9937
strat,v4,7,20,A_macrof1_wtd,0.2236,0.3602,0.1193,0.13658,0.2052,0.5646
strat,v4,7,20,C_frac_majority,,0.9585,0.04498,,,
simple,v4,7,50,A_oa,0.8943,0.8973,0.03325,0.00295,0.8251,0.9467
simple,v4,7,50,A_kappa,0.074,0.0591,0.08686,-0.01495,-0.0129,0.2849
simple,v4,7,50,A_macrof1,0.2236,0.8087,0.20362,0.58511,0.4503,0.975
simple,v4,7,50,B_oa,0.9194,0.9206,0.03744,0.00123,0.8295,0.98
simple,v4,7,50,C_oa,0.9184,0.9198,0.0383,0.00141,0.8295,0.98
simple,v4,7,50,A_oa_wtd,0.8943,0.8973,0.03325,0.00295,0.8251,0.9467
simple,v4,7,50,A_macrof1_wtd,0.2236,0.8087,0.20362,0.58511,0.4503,0.975
simple,v4,7,50,C_frac_majority,,0.9898,0.01407,,,
strat,v4,7,50,A_oa,0.8943,0.5491,0.03899,-0.3452,0.4806,0.6356
strat,v4,7,50,A_kappa,0.074,0.1931,0.05155,0.1191,0.0993,0.3033
strat,v4,7,50,A_macrof1,0.2236,0.3175,0.054,0.0939,0.2289,0.4307
strat,v4,7,50,B_oa,0.9194,0.9232,0.08034,0.0038,0.6961,0.9935
strat,v4,7,50,C_oa,0.9184,0.9227,0.08035,0.00435,0.6954,0.993
strat,v4,7,50,A_oa_wtd,0.8943,0.8958,0.06945,0.00141,0.726,0.9869
strat,v4,7,50,A_macrof1_wtd,0.2236,0.265,0.04899,0.04138,0.1966,0.3817
strat,v4,7,50,C_frac_majority,,0.9542,0.02671,,,
simple,v4,7,100,A_oa,0.8943,0.8937,0.02077,-0.00067,0.8528,0.9292
simple,v4,7,100,A_kappa,0.074,0.0597,0.05578,-0.01435,-0.006,0.1851
simple,v4,7,100,A_macrof1,0.2236,0.7037,0.22751,0.48005,0.3516,0.9644
simple,v4,7,100,B_oa,0.9194,0.9193,0.02379,-7e-05,0.8648,0.96
simple,v4,7,100,C_oa,0.9184,0.9189,0.02407,0.00051,0.8648,0.96
simple,v4,7,100,A_oa_wtd,0.8943,0.8937,0.02077,-0.00067,0.8528,0.9292
simple,v4,7,100,A_macrof1_wtd,0.2236,0.7037,0.22751,0.48005,0.3516,0.9644
simple,v4,7,100,C_frac_majority,,0.9928,0.009,,,
strat,v4,7,100,A_oa,0.8943,0.5504,0.02544,-0.34398,0.5018,0.5996
strat,v4,7,100,A_kappa,0.074,0.2016,0.03271,0.12762,0.1381,0.2696
strat,v4,7,100,A_macrof1,0.2236,0.3066,0.03801,0.083,0.2471,0.4099
strat,v4,7,100,B_oa,0.9194,0.9256,0.05323,0.00627,0.8155,0.9916
strat,v4,7,100,C_oa,0.9184,0.9248,0.0528,0.00645,0.8153,0.991
strat,v4,7,100,A_oa_wtd,0.8943,0.8999,0.05085,0.00558,0.7759,0.9813
strat,v4,7,100,A_macrof1_wtd,0.2236,0.2429,0.03275,0.01927,0.1966,0.309
strat,v4,7,100,C_frac_majority,,0.9568,0.02122,,,
simple,v4,7,200,A_oa,0.8943,0.8941,0.01537,-0.00028,0.8581,0.9198
simple,v4,7,200,A_kappa,0.074,0.0694,0.04998,-0.00467,-0.0016,0.1818
simple,v4,7,200,A_macrof1,0.2236,0.5606,0.19484,0.33702,0.3216,0.9544
simple,v4,7,200,B_oa,0.9194,0.9196,0.01906,0.00018,0.885,0.95
simple,v4,7,200,C_oa,0.9184,0.9181,0.01941,-0.00029,0.8748,0.9476
simple,v4,7,200,A_oa_wtd,0.8943,0.8941,0.01537,-0.00028,0.8581,0.9198
simple,v4,7,200,A_macrof1_wtd,0.2236,0.5606,0.19484,0.33702,0.3216,0.9544
simple,v4,7,200,C_frac_majority,,0.9928,0.00574,,,
strat,v4,7,200,A_oa,0.8943,0.553,0.01778,-0.34134,0.5225,0.5883
strat,v4,7,200,A_kappa,0.074,0.1989,0.02241,0.12488,0.1601,0.243
strat,v4,7,200,A_macrof1,0.2236,0.3007,0.02337,0.07704,0.2613,0.3456
strat,v4,7,200,B_oa,0.9194,0.9158,0.0359,-0.00355,0.8419,0.9904
strat,v4,7,200,C_oa,0.9184,0.9144,0.03619,-0.00403,0.8415,0.9901
strat,v4,7,200,A_oa_wtd,0.8943,0.8914,0.02934,-0.00297,0.8246,0.9455
strat,v4,7,200,A_macrof1_wtd,0.2236,0.2316,0.02274,0.00797,0.2025,0.2867
strat,v4,7,200,C_frac_majority,,0.9524,0.01476,,,
simple,v4,7,500,A_oa,0.8943,0.8938,0.01041,-0.00056,0.8698,0.9133
simple,v4,7,500,A_kappa,0.074,0.0723,0.02853,-0.00168,0.0257,0.1369
simple,v4,7,500,A_macrof1,0.2236,0.3903,0.10833,0.16667,0.2495,0.6119
simple,v4,7,500,B_oa,0.9194,0.9182,0.01265,-0.00121,0.8879,0.9401
simple,v4,7,500,C_oa,0.9184,0.9172,0.01253,-0.00117,0.8879,0.9401
simple,v4,7,500,A_oa_wtd,0.8943,0.8938,0.01041,-0.00056,0.8698,0.9133
simple,v4,7,500,A_macrof1_wtd,0.2236,0.3903,0.10833,0.16667,0.2495,0.6119
simple,v4,7,500,C_frac_majority,,0.9934,0.00367,,,
strat,v4,7,500,A_oa,0.8943,0.5493,0.00939,-0.34504,0.5327,0.5667
strat,v4,7,500,A_kappa,0.074,0.1968,0.01378,0.12279,0.1685,0.2217
strat,v4,7,500,A_macrof1,0.2236,0.2996,0.01178,0.07602,0.2742,0.3191
strat,v4,7,500,B_oa,0.9194,0.9185,0.02302,-0.00084,0.8768,0.9607
strat,v4,7,500,C_oa,0.9184,0.9179,0.02333,-0.00048,0.8712,0.9603
strat,v4,7,500,A_oa_wtd,0.8943,0.8936,0.01895,-0.00078,0.8556,0.9278
strat,v4,7,500,A_macrof1_wtd,0.2236,0.2255,0.01221,0.0019,0.2042,0.2542
strat,v4,7,500,C_frac_majority,,0.9532,0.00818,,,
simple,v4,7,1000,A_oa,0.8943,0.8942,0.00795,-0.0002,0.8773,0.9096
simple,v4,7,1000,A_kappa,0.074,0.0687,0.02422,-0.00535,0.0228,0.1144
simple,v4,7,1000,A_macrof1,0.2236,0.3049,0.06847,0.08131,0.2102,0.4841
simple,v4,7,1000,B_oa,0.9194,0.9201,0.00967,0.00072,0.899,0.939
simple,v4,7,1000,C_oa,0.9184,0.9189,0.00986,0.00054,0.898,0.939
simple,v4,7,1000,A_oa_wtd,0.8943,0.8942,0.00795,-0.0002,0.8773,0.9096
simple,v4,7,1000,A_macrof1_wtd,0.2236,0.3049,0.06847,0.08131,0.2102,0.4841
simple,v4,7,1000,C_frac_majority,,0.9924,0.00238,,,
strat,v4,7,1000,A_oa,0.8943,0.5488,0.00662,-0.34556,0.5339,0.56
strat,v4,7,1000,A_kappa,0.074,0.1973,0.00768,0.12329,0.1834,0.2123
strat,v4,7,1000,A_macrof1,0.2236,0.2981,0.00651,0.07447,0.2869,0.31
strat,v4,7,1000,B_oa,0.9194,0.9191,0.01675,-0.00023,0.8845,0.9504
strat,v4,7,1000,C_oa,0.9184,0.9184,0.01669,4e-05,0.884,0.95
strat,v4,7,1000,A_oa_wtd,0.8943,0.8941,0.01361,-0.00026,0.8666,0.9207
strat,v4,7,1000,A_macrof1_wtd,0.2236,0.2238,0.00857,0.00015,0.2083,0.2404
strat,v4,7,1000,C_frac_majority,,0.9538,0.00571,,,
simple,v4,7,2000,A_oa,0.8943,0.8942,0.00473,-0.00018,0.885,0.9023
simple,v4,7,2000,A_kappa,0.074,0.073,0.01484,-0.00099,0.0462,0.1052
simple,v4,7,2000,A_macrof1,0.2236,0.2613,0.05164,0.03772,0.2081,0.3788
simple,v4,7,2000,B_oa,0.9194,0.9195,0.0055,8e-05,0.9082,0.9313
simple,v4,7,2000,C_oa,0.9184,0.9186,0.00554,0.00025,0.9072,0.9301
simple,v4,7,2000,A_oa_wtd,0.8943,0.8942,0.00473,-0.00018,0.885,0.9023
simple,v4,7,2000,A_macrof1_wtd,0.2236,0.2613,0.05164,0.03772,0.2081,0.3788
simple,v4,7,2000,C_frac_majority,,0.9926,0.00202,,,
strat,v4,7,2000,A_oa,0.8943,0.5545,0.00531,-0.33985,0.544,0.5647
strat,v4,7,2000,A_kappa,0.074,0.2026,0.00786,0.12861,0.188,0.2179
strat,v4,7,2000,A_macrof1,0.2236,0.2893,0.00572,0.06572,0.2784,0.3001
strat,v4,7,2000,B_oa,0.9194,0.9187,0.01376,-0.00067,0.8895,0.9437
strat,v4,7,2000,C_oa,0.9184,0.918,0.01401,-0.00038,0.8889,0.9434
strat,v4,7,2000,A_oa_wtd,0.8943,0.894,0.01199,-0.00034,0.8703,0.9184
strat,v4,7,2000,A_macrof1_wtd,0.2236,0.2247,0.00831,0.00109,0.2109,0.2432
strat,v4,7,2000,C_frac_majority,,0.9547,0.00381,,,
simple,v4,7,5000,A_oa,0.8943,0.8943,0.00298,-8e-05,0.8884,0.8989
simple,v4,7,5000,A_kappa,0.074,0.0756,0.01022,0.00155,0.0578,0.0968
simple,v4,7,5000,A_macrof1,0.2236,0.2279,0.01716,0.00426,0.2102,0.2827
simple,v4,7,5000,B_oa,0.9194,0.9193,0.00331,-6e-05,0.9134,0.925
simple,v4,7,5000,C_oa,0.9184,0.9183,0.00341,-9e-05,0.9119,0.9244
simple,v4,7,5000,A_oa_wtd,0.8943,0.8943,0.00298,-8e-05,0.8884,0.8989
simple,v4,7,5000,A_macrof1_wtd,0.2236,0.2279,0.01716,0.00426,0.2102,0.2827
simple,v4,7,5000,C_frac_majority,,0.9924,0.00126,,,
strat,v4,7,5000,A_oa,0.8943,0.565,0.00349,-0.32932,0.5582,0.5721
strat,v4,7,5000,A_kappa,0.074,0.211,0.00497,0.137,0.2021,0.2196
strat,v4,7,5000,A_macrof1,0.2236,0.2685,0.00326,0.04488,0.2628,0.2746
strat,v4,7,5000,B_oa,0.9194,0.9194,0.00747,6e-05,0.9058,0.9326
strat,v4,7,5000,C_oa,0.9184,0.9183,0.00752,-6e-05,0.9047,0.9318
strat,v4,7,5000,A_oa_wtd,0.8943,0.8945,0.00618,0.00014,0.8846,0.9055
strat,v4,7,5000,A_macrof1_wtd,0.2236,0.2235,0.00582,-0.00012,0.2155,0.2358
strat,v4,7,5000,C_frac_majority,,0.9566,0.00268,,,
simple,v4,9,20,A_oa,0.8944,0.8762,0.05893,-0.01824,0.7522,0.9696
simple,v4,9,20,A_kappa,0.0741,0.0496,0.1087,-0.02445,-0.0331,0.4251
simple,v4,9,20,A_macrof1,0.2234,0.8634,0.1532,0.63998,0.4816,0.9846
simple,v4,9,20,B_oa,0.9251,0.9065,0.06729,-0.01859,0.75,1.0
simple,v4,9,20,C_oa,0.924,0.906,0.06827,-0.01802,0.75,1.0
simple,v4,9,20,A_oa_wtd,0.8944,0.8762,0.05893,-0.01824,0.7522,0.9696
simple,v4,9,20,A_macrof1_wtd,0.2234,0.8634,0.1532,0.63998,0.4816,0.9846
simple,v4,9,20,C_frac_majority,,0.988,0.02261,,,
strat,v4,9,20,A_oa,0.8944,0.5732,0.05304,-0.32122,0.4927,0.6723
strat,v4,9,20,A_kappa,0.0741,0.2118,0.07739,0.13774,0.0907,0.3675
strat,v4,9,20,A_macrof1,0.2234,0.351,0.08271,0.1276,0.2155,0.5317
strat,v4,9,20,B_oa,0.9251,0.8991,0.14679,-0.02596,0.4984,0.9945
strat,v4,9,20,C_oa,0.924,0.8962,0.1472,-0.02779,0.498,0.9944
strat,v4,9,20,A_oa_wtd,0.8944,0.878,0.1104,-0.01639,0.5791,0.9903
strat,v4,9,20,A_macrof1_wtd,0.2234,0.3022,0.07258,0.07882,0.1852,0.477
strat,v4,9,20,C_frac_majority,,0.945,0.0441,,,
simple,v4,9,50,A_oa,0.8944,0.8972,0.03215,0.0028,0.8305,0.9507
simple,v4,9,50,A_kappa,0.0741,0.0586,0.07507,-0.01545,-0.02,0.228
simple,v4,9,50,A_macrof1,0.2234,0.7548,0.22543,0.5314,0.3415,0.969
simple,v4,9,50,B_oa,0.9251,0.9304,0.03464,0.00531,0.86,0.98
simple,v4,9,50,C_oa,0.924,0.9296,0.0351,0.00558,0.86,0.98
simple,v4,9,50,A_oa_wtd,0.8944,0.8972,0.03215,0.0028,0.8305,0.9507
simple,v4,9,50,A_macrof1_wtd,0.2234,0.7548,0.22543,0.5314,0.3415,0.969
simple,v4,9,50,C_frac_majority,,0.992,0.01303,,,
strat,v4,9,50,A_oa,0.8944,0.5829,0.03494,-0.31147,0.5233,0.6585
strat,v4,9,50,A_kappa,0.0741,0.2203,0.05197,0.14621,0.1128,0.3086
strat,v4,9,50,A_macrof1,0.2234,0.3191,0.05427,0.0957,0.23,0.4444
strat,v4,9,50,B_oa,0.9251,0.9247,0.07121,-0.00034,0.7919,0.9932
strat,v4,9,50,C_oa,0.924,0.9233,0.07365,-0.00074,0.7421,0.9924
strat,v4,9,50,A_oa_wtd,0.8944,0.8936,0.06047,-0.00078,0.7495,0.9842
strat,v4,9,50,A_macrof1_wtd,0.2234,0.2513,0.04543,0.02793,0.187,0.3565
strat,v4,9,50,C_frac_majority,,0.9432,0.032,,,
simple,v4,9,100,A_oa,0.8944,0.8928,0.01946,-0.00158,0.852,0.9241
simple,v4,9,100,A_kappa,0.0741,0.0706,0.06605,-0.00345,-0.0096,0.2178
simple,v4,9,100,A_macrof1,0.2234,0.619,0.23004,0.39558,0.3019,0.9578
simple,v4,9,100,B_oa,0.9251,0.9231,0.02485,-0.00199,0.87,0.97
simple,v4,9,100,C_oa,0.924,0.9226,0.02464,-0.00142,0.87,0.97
simple,v4,9,100,A_oa_wtd,0.8944,0.8928,0.01946,-0.00158,0.852,0.9241
simple,v4,9,100,A_macrof1_wtd,0.2234,0.619,0.23004,0.39558,0.3019,0.9578
simple,v4,9,100,C_frac_majority,,0.9905,0.01067,,,
strat,v4,9,100,A_oa,0.8944,0.5821,0.0236,-0.31232,0.5406,0.6217
strat,v4,9,100,A_kappa,0.0741,0.223,0.03379,0.14898,0.1654,0.2847
strat,v4,9,100,A_macrof1,0.2234,0.3169,0.04451,0.09351,0.2537,0.4311
strat,v4,9,100,B_oa,0.9251,0.9276,0.05718,0.00253,0.7938,0.9919
strat,v4,9,100,C_oa,0.924,0.9252,0.05844,0.00121,0.7929,0.9914
strat,v4,9,100,A_oa_wtd,0.8944,0.8945,0.05154,0.0001,0.7839,0.9749
strat,v4,9,100,A_macrof1_wtd,0.2234,0.2467,0.04333,0.02326,0.1948,0.3523
strat,v4,9,100,C_frac_majority,,0.9469,0.02173,,,
simple,v4,9,200,A_oa,0.8944,0.8947,0.01539,0.00024,0.863,0.9218
simple,v4,9,200,A_kappa,0.0741,0.0719,0.04342,-0.00215,0.0071,0.1548
simple,v4,9,200,A_macrof1,0.2234,0.5023,0.1878,0.27888,0.2544,0.9517
simple,v4,9,200,B_oa,0.9251,0.9258,0.01839,0.00066,0.8871,0.96
simple,v4,9,200,C_oa,0.924,0.9247,0.01851,0.00073,0.8871,0.9576
simple,v4,9,200,A_oa_wtd,0.8944,0.8947,0.01539,0.00024,0.863,0.9218
simple,v4,9,200,A_macrof1_wtd,0.2234,0.5023,0.1878,0.27888,0.2544,0.9517
simple,v4,9,200,C_frac_majority,,0.9902,0.00655,,,
strat,v4,9,200,A_oa,0.8944,0.5839,0.01746,-0.31051,0.5549,0.6198
strat,v4,9,200,A_kappa,0.0741,0.2203,0.02211,0.14619,0.18,0.2567
strat,v4,9,200,A_macrof1,0.2234,0.3059,0.01913,0.08252,0.2701,0.3394
strat,v4,9,200,B_oa,0.9251,0.9271,0.03849,0.00202,0.842,0.9794
strat,v4,9,200,C_oa,0.924,0.9262,0.03958,0.0022,0.8413,0.9789
strat,v4,9,200,A_oa_wtd,0.8944,0.8961,0.03149,0.00171,0.8362,0.94
strat,v4,9,200,A_macrof1_wtd,0.2234,0.2258,0.01845,0.00244,0.1983,0.2643
strat,v4,9,200,C_frac_majority,,0.9465,0.01417,,,
simple,v4,9,500,A_oa,0.8944,0.8948,0.01019,0.00037,0.876,0.9118
simple,v4,9,500,A_kappa,0.0741,0.0755,0.0291,0.0014,0.024,0.1348
simple,v4,9,500,A_macrof1,0.2234,0.3489,0.12261,0.12547,0.2142,0.5808
simple,v4,9,500,B_oa,0.9251,0.9244,0.01138,-0.00069,0.902,0.94
simple,v4,9,500,C_oa,0.924,0.9235,0.01167,-0.0005,0.901,0.941
simple,v4,9,500,A_oa_wtd,0.8944,0.8948,0.01019,0.00037,0.876,0.9118
simple,v4,9,500,A_macrof1_wtd,0.2234,0.3489,0.12261,0.12547,0.2142,0.5808
simple,v4,9,500,C_frac_majority,,0.9908,0.00444,,,
strat,v4,9,500,A_oa,0.8944,0.5833,0.00919,-0.31114,0.5672,0.5998
strat,v4,9,500,A_kappa,0.0741,0.2201,0.01339,0.14603,0.1966,0.2454
strat,v4,9,500,A_macrof1,0.2234,0.3076,0.01176,0.0842,0.2876,0.3323
strat,v4,9,500,B_oa,0.9251,0.9213,0.02571,-0.00382,0.8728,0.9611
strat,v4,9,500,C_oa,0.924,0.9204,0.02566,-0.00358,0.8724,0.9605
strat,v4,9,500,A_oa_wtd,0.8944,0.8931,0.02082,-0.00135,0.8502,0.9292
strat,v4,9,500,A_macrof1_wtd,0.2234,0.2264,0.01482,0.00297,0.2027,0.2621
strat,v4,9,500,C_frac_majority,,0.9489,0.00782,,,
simple,v4,9,1000,A_oa,0.8944,0.8945,0.00617,5e-05,0.8809,0.9047
simple,v4,9,1000,A_kappa,0.0741,0.0745,0.02024,0.00043,0.0398,0.1126
