design,version,W,n,cls,census_corr,mean_corr,frac_undefined,mean_rmse,mean_bias
simple,v4,5,500,Forest,0.5336,0.5351,0.0,0.4275,-0.0692
simple,v4,5,500,Urban,0.1767,0.1827,0.0,0.353,0.155
simple,v4,5,500,Water,0.5592,0.5429,0.0,0.2479,0.0182
simple,v4,5,500,Agriculture,0.6557,0.6562,0.0,0.2563,-0.0561
simple,v4,5,500,Grass/Shrub,0.2386,0.2309,0.0,0.2855,-0.0039
simple,v4,5,500,Wetland,0.2202,0.2166,0.0,0.2704,-0.0764
simple,v4,5,500,Beaver,0.0774,0.0776,0.29,0.0626,0.0076
simple,v4,5,500,Insect/Disease,0.027,0.0376,0.0,0.0934,0.0086
strat,v4,5,500,Harvest,0.0839,0.1769,0.0,0.2666,-0.0666
strat,v4,5,500,Development,0.0322,0.1738,0.0,0.2249,-0.0176
strat,v4,5,500,Forest,0.5336,0.4239,0.0,0.4028,0.1102
strat,v4,5,500,Urban,0.1767,0.3231,0.0,0.3538,0.1226
strat,v4,5,500,Water,0.5592,0.6263,0.0,0.2392,-0.0078
strat,v4,5,500,Agriculture,0.6557,0.5293,0.0,0.2746,-0.0108
strat,v4,5,500,Grass/Shrub,0.2386,0.2242,0.0,0.2997,-0.0218
strat,v4,5,500,Wetland,0.2202,0.167,0.0,0.2834,-0.0678
strat,v4,5,500,Beaver,0.0774,0.4201,0.0,0.1625,-0.0176
strat,v4,5,500,Insect/Disease,0.027,0.0281,0.0,0.2114,-0.0228
simple,v4,5,1000,Harvest,0.0839,0.0826,0.0,0.1173,-0.0007
simple,v4,5,1000,Development,0.0322,0.0412,0.05,0.1034,0.017
simple,v4,5,1000,Forest,0.5336,0.5375,0.0,0.4266,-0.0655
simple,v4,5,1000,Urban,0.1767,0.1753,0.0,0.3533,0.1542
simple,v4,5,1000,Water,0.5592,0.5526,0.0,0.2452,0.0148
simple,v4,5,1000,Agriculture,0.6557,0.6582,0.0,0.2575,-0.0566
simple,v4,5,1000,Grass/Shrub,0.2386,0.2355,0.0,0.2834,-0.0024
simple,v4,5,1000,Wetland,0.2202,0.2189,0.0,0.2709,-0.0775
simple,v4,5,1000,Beaver,0.0774,0.0518,0.11,0.0671,0.0082
simple,v4,5,1000,Insect/Disease,0.027,0.0233,0.0,0.0914,0.0084
strat,v4,5,1000,Harvest,0.0839,0.1673,0.0,0.2659,-0.0658
strat,v4,5,1000,Development,0.0322,0.1533,0.0,0.226,-0.0173
strat,v4,5,1000,Forest,0.5336,0.4228,0.0,0.4029,0.1101
strat,v4,5,1000,Urban,0.1767,0.3281,0.0,0.3537,0.1231
strat,v4,5,1000,Water,0.5592,0.6165,0.0,0.2425,-0.008
strat,v4,5,1000,Agriculture,0.6557,0.5283,0.0,0.2733,-0.0114
strat,v4,5,1000,Grass/Shrub,0.2386,0.2237,0.0,0.2992,-0.0211
strat,v4,5,1000,Wetland,0.2202,0.1568,0.0,0.2866,-0.0691
strat,v4,5,1000,Beaver,0.0774,0.4113,0.0,0.1626,-0.0181
strat,v4,5,1000,Insect/Disease,0.027,0.0311,0.0,0.2106,-0.0224
simple,v4,5,2000,Harvest,0.0839,0.0877,0.0,0.1196,-0.0004
simple,v4,5,2000,Development,0.0322,0.0373,0.0,0.1056,0.0173
simple,v4,5,2000,Forest,0.5336,0.5306,0.0,0.4296,-0.0677
simple,v4,5,2000,Urban,0.1767,0.1741,0.0,0.3545,0.1554
simple,v4,5,2000,Water,0.5592,0.5565,0.0,0.2457,0.0158
simple,v4,5,2000,Agriculture,0.6557,0.6552,0.0,0.2584,-0.0568
simple,v4,5,2000,Grass/Shrub,0.2386,0.2365,0.0,0.2827,-0.0023
simple,v4,5,2000,Wetland,0.2202,0.2175,0.0,0.2704,-0.0773
simple,v4,5,2000,Beaver,0.0774,0.0764,0.02,0.0638,0.0076
simple,v4,5,2000,Insect/Disease,0.027,0.0247,0.0,0.091,0.0084
strat,v4,5,2000,Harvest,0.0839,0.1699,0.0,0.2652,-0.0662
strat,v4,5,2000,Development,0.0322,0.1538,0.0,0.2267,-0.0174
strat,v4,5,2000,Forest,0.5336,0.4277,0.0,0.4017,0.1103
strat,v4,5,2000,Urban,0.1767,0.3233,0.0,0.3544,0.1236
strat,v4,5,2000,Water,0.5592,0.6162,0.0,0.2429,-0.009
strat,v4,5,2000,Agriculture,0.6557,0.5303,0.0,0.2739,-0.0106
strat,v4,5,2000,Grass/Shrub,0.2386,0.2189,0.0,0.2995,-0.0222
strat,v4,5,2000,Wetland,0.2202,0.1646,0.0,0.2857,-0.0691
strat,v4,5,2000,Beaver,0.0774,0.4199,0.0,0.1629,-0.0179
strat,v4,5,2000,Insect/Disease,0.027,0.0282,0.0,0.2104,-0.0216
simple,v4,5,5000,Harvest,0.0839,0.0865,0.0,0.118,0.0001
simple,v4,5,5000,Development,0.0322,0.0245,0.0,0.1022,0.0165
simple,v4,5,5000,Forest,0.5336,0.5337,0.0,0.4283,-0.0671
simple,v4,5,5000,Urban,0.1767,0.1757,0.0,0.3529,0.1542
simple,v4,5,5000,Water,0.5592,0.5608,0.0,0.2454,0.016
simple,v4,5,5000,Agriculture,0.6557,0.6554,0.0,0.258,-0.0568
simple,v4,5,5000,Grass/Shrub,0.2386,0.2355,0.0,0.2824,-0.0012
simple,v4,5,5000,Wetland,0.2202,0.2202,0.0,0.2715,-0.0777
simple,v4,5,5000,Beaver,0.0774,0.0682,0.0,0.0651,0.0077
simple,v4,5,5000,Insect/Disease,0.027,0.0338,0.0,0.0917,0.0083
strat,v4,5,5000,Harvest,0.0839,0.1664,0.0,0.2702,-0.0685
strat,v4,5,5000,Development,0.0322,0.1565,0.0,0.2255,-0.0169
strat,v4,5,5000,Forest,0.5336,0.4256,0.0,0.4053,0.1143
strat,v4,5,5000,Urban,0.1767,0.3205,0.0,0.3581,0.1251
strat,v4,5,5000,Water,0.5592,0.6206,0.0,0.2442,-0.0093
strat,v4,5,5000,Agriculture,0.6557,0.527,0.0,0.2782,-0.0134
strat,v4,5,5000,Grass/Shrub,0.2386,0.2268,0.0,0.3019,-0.0231
strat,v4,5,5000,Wetland,0.2202,0.1884,0.0,0.2811,-0.0751
strat,v4,5,5000,Beaver,0.0774,0.392,0.0,0.1436,-0.0088
strat,v4,5,5000,Insect/Disease,0.027,0.0313,0.0,0.214,-0.0242
simple,v4,7,20,Harvest,0.0905,0.0291,0.7,0.0756,-0.0018
simple,v4,7,20,Development,0.0338,0.4181,0.94,0.052,0.0147
simple,v4,7,20,Forest,0.5467,0.551,0.0,0.3963,-0.0441
simple,v4,7,20,Urban,0.1825,0.2209,0.07,0.3206,0.1473
simple,v4,7,20,Water,0.5741,0.523,0.08,0.2072,0.0149
simple,v4,7,20,Agriculture,0.6742,0.6248,0.02,0.2446,-0.0656
simple,v4,7,20,Grass/Shrub,0.2511,0.1985,0.0,0.2532,-0.0037
simple,v4,7,20,Wetland,0.2335,0.199,0.05,0.2467,-0.0786
simple,v4,7,20,Beaver,0.0846,0.3551,0.98,0.029,0.0073
simple,v4,7,20,Insect/Disease,0.0304,0.114,0.83,0.0563,0.0096
strat,v4,7,20,Harvest,0.0905,0.161,0.16,0.243,-0.0605
strat,v4,7,20,Development,0.0338,0.1281,0.07,0.1874,-0.0071
strat,v4,7,20,Forest,0.5467,0.4703,0.0,0.371,0.0959
strat,v4,7,20,Urban,0.1825,0.317,0.0,0.3318,0.134
strat,v4,7,20,Water,0.5741,0.5939,0.0,0.2183,-0.014
strat,v4,7,20,Agriculture,0.6742,0.5169,0.0,0.2498,-0.0248
strat,v4,7,20,Grass/Shrub,0.2511,0.1723,0.01,0.2829,-0.0218
strat,v4,7,20,Wetland,0.2335,0.2046,0.03,0.2661,-0.0783
strat,v4,7,20,Beaver,0.0846,0.4537,0.16,0.1263,-0.0073
strat,v4,7,20,Insect/Disease,0.0304,0.0207,0.18,0.1713,-0.0159
simple,v4,7,50,Harvest,0.0905,0.085,0.22,0.095,-0.0014
simple,v4,7,50,Development,0.0338,0.0566,0.77,0.0792,0.0156
simple,v4,7,50,Forest,0.5467,0.5547,0.0,0.4038,-0.0599
simple,v4,7,50,Urban,0.1825,0.1741,0.0,0.3341,0.1502
simple,v4,7,50,Water,0.5741,0.4753,0.0,0.2382,0.0132
simple,v4,7,50,Agriculture,0.6742,0.664,0.0,0.2422,-0.0597
simple,v4,7,50,Grass/Shrub,0.2511,0.2408,0.0,0.2589,0.0006
simple,v4,7,50,Wetland,0.2335,0.2213,0.0,0.2491,-0.0757
simple,v4,7,50,Beaver,0.0846,0.0278,0.88,0.0483,0.0087
simple,v4,7,50,Insect/Disease,0.0304,0.0632,0.38,0.0747,0.0085
strat,v4,7,50,Harvest,0.0905,0.1404,0.02,0.2526,-0.0607
strat,v4,7,50,Development,0.0338,0.1469,0.0,0.2035,-0.0068
strat,v4,7,50,Forest,0.5467,0.4554,0.0,0.3767,0.0941
strat,v4,7,50,Urban,0.1825,0.349,0.0,0.3321,0.1235
strat,v4,7,50,Water,0.5741,0.6645,0.0,0.2154,-0.0045
strat,v4,7,50,Agriculture,0.6742,0.5241,0.0,0.2626,-0.0185
strat,v4,7,50,Grass/Shrub,0.2511,0.2132,0.0,0.284,-0.0188
strat,v4,7,50,Wetland,0.2335,0.2123,0.0,0.2779,-0.0785
strat,v4,7,50,Beaver,0.0846,0.3792,0.02,0.1456,-0.0129
strat,v4,7,50,Insect/Disease,0.0304,0.0306,0.0,0.189,-0.0169
simple,v4,7,100,Harvest,0.0905,0.0482,0.05,0.1103,0.0017
simple,v4,7,100,Development,0.0338,0.0859,0.64,0.0891,0.0173
simple,v4,7,100,Forest,0.5467,0.5479,0.0,0.4052,-0.0615
simple,v4,7,100,Urban,0.1825,0.1603,0.0,0.3355,0.1521
simple,v4,7,100,Water,0.5741,0.5679,0.0,0.2333,0.0155
simple,v4,7,100,Agriculture,0.6742,0.6692,0.0,0.2452,-0.0577
simple,v4,7,100,Grass/Shrub,0.2511,0.2547,0.0,0.2624,-0.0033
simple,v4,7,100,Wetland,0.2335,0.2661,0.0,0.2529,-0.0801
simple,v4,7,100,Beaver,0.0846,0.1604,0.7,0.0546,0.0086
simple,v4,7,100,Insect/Disease,0.0304,0.0474,0.08,0.0713,0.0073
strat,v4,7,100,Harvest,0.0905,0.1759,0.0,0.2515,-0.0625
strat,v4,7,100,Development,0.0338,0.164,0.0,0.1997,-0.0048
strat,v4,7,100,Forest,0.5467,0.4497,0.0,0.3808,0.0938
strat,v4,7,100,Urban,0.1825,0.3464,0.0,0.3343,0.127
strat,v4,7,100,Water,0.5741,0.6127,0.0,0.2339,-0.0074
strat,v4,7,100,Agriculture,0.6742,0.5769,0.0,0.2534,-0.0154
strat,v4,7,100,Grass/Shrub,0.2511,0.2578,0.0,0.2814,-0.0241
strat,v4,7,100,Wetland,0.2335,0.2142,0.0,0.2725,-0.0776
strat,v4,7,100,Beaver,0.0846,0.4369,0.0,0.1376,-0.0106
strat,v4,7,100,Insect/Disease,0.0304,0.031,0.0,0.1843,-0.0183
simple,v4,7,200,Harvest,0.0905,0.0901,0.0,0.1092,-0.0007
simple,v4,7,200,Development,0.0338,0.0662,0.4,0.09,0.016
simple,v4,7,200,Forest,0.5467,0.5369,0.0,0.4134,-0.0703
simple,v4,7,200,Urban,0.1825,0.1699,0.0,0.3474,0.1592
simple,v4,7,200,Water,0.5741,0.5444,0.0,0.2391,0.014
simple,v4,7,200,Agriculture,0.6742,0.672,0.0,0.2439,-0.0543
simple,v4,7,200,Grass/Shrub,0.2511,0.2474,0.0,0.2686,-0.0013
simple,v4,7,200,Wetland,0.2335,0.2196,0.0,0.261,-0.0796
simple,v4,7,200,Beaver,0.0846,0.0631,0.59,0.0563,0.0082
simple,v4,7,200,Insect/Disease,0.0304,0.0468,0.0,0.0839,0.0089
strat,v4,7,200,Harvest,0.0905,0.1722,0.0,0.2517,-0.0619
strat,v4,7,200,Development,0.0338,0.1481,0.0,0.2003,-0.0079
strat,v4,7,200,Forest,0.5467,0.4502,0.0,0.3783,0.0902
strat,v4,7,200,Urban,0.1825,0.3299,0.0,0.3379,0.1255
strat,v4,7,200,Water,0.5741,0.6469,0.0,0.2278,-0.0058
strat,v4,7,200,Agriculture,0.6742,0.5516,0.0,0.2597,-0.0182
strat,v4,7,200,Grass/Shrub,0.2511,0.2293,0.0,0.2827,-0.0211
strat,v4,7,200,Wetland,0.2335,0.2045,0.0,0.272,-0.0738
strat,v4,7,200,Beaver,0.0846,0.4206,0.0,0.1418,-0.0105
strat,v4,7,200,Insect/Disease,0.0304,0.0248,0.0,0.1914,-0.0164
simple,v4,7,500,Harvest,0.0905,0.0867,0.0,0.1135,-0.0009
simple,v4,7,500,Development,0.0338,0.0426,0.1,0.0963,0.0168
simple,v4,7,500,Forest,0.5467,0.5469,0.0,0.41,-0.0713
simple,v4,7,500,Urban,0.1825,0.1777,0.0,0.343,0.1564
simple,v4,7,500,Water,0.5741,0.561,0.0,0.2404,0.0163
simple,v4,7,500,Agriculture,0.6742,0.6779,0.0,0.2421,-0.0541
simple,v4,7,500,Grass/Shrub,0.2511,0.2546,0.0,0.2676,-0.0025
simple,v4,7,500,Wetland,0.2335,0.2316,0.0,0.258,-0.0774
simple,v4,7,500,Beaver,0.0846,0.0686,0.17,0.058,0.0078
simple,v4,7,500,Insect/Disease,0.0304,0.0343,0.0,0.0869,0.0089
strat,v4,7,500,Harvest,0.0905,0.1762,0.0,0.2526,-0.0632
strat,v4,7,500,Development,0.0338,0.1737,0.0,0.1993,-0.0075
strat,v4,7,500,Forest,0.5467,0.4433,0.0,0.384,0.096
strat,v4,7,500,Urban,0.1825,0.3359,0.0,0.3388,0.127
strat,v4,7,500,Water,0.5741,0.6345,0.0,0.2322,-0.0087
strat,v4,7,500,Agriculture,0.6742,0.5602,0.0,0.258,-0.0179
strat,v4,7,500,Grass/Shrub,0.2511,0.2325,0.0,0.2847,-0.0218
strat,v4,7,500,Wetland,0.2335,0.2028,0.0,0.2723,-0.0746
strat,v4,7,500,Beaver,0.0846,0.4103,0.0,0.1443,-0.0107
strat,v4,7,500,Insect/Disease,0.0304,0.0265,0.0,0.1905,-0.0188
simple,v4,7,1000,Harvest,0.0905,0.0894,0.0,0.1124,-0.0003
simple,v4,7,1000,Development,0.0338,0.0307,0.0,0.0934,0.016
simple,v4,7,1000,Forest,0.5467,0.5521,0.0,0.4067,-0.0628
simple,v4,7,1000,Urban,0.1825,0.1863,0.0,0.3382,0.1523
simple,v4,7,1000,Water,0.5741,0.573,0.0,0.2359,0.0155
simple,v4,7,1000,Agriculture,0.6742,0.67,0.0,0.248,-0.0566
simple,v4,7,1000,Grass/Shrub,0.2511,0.2484,0.0,0.2674,-0.0027
simple,v4,7,1000,Wetland,0.2335,0.2354,0.0,0.2589,-0.0781
simple,v4,7,1000,Beaver,0.0846,0.0871,0.04,0.0609,0.008
simple,v4,7,1000,Insect/Disease,0.0304,0.0353,0.0,0.0887,0.0086
strat,v4,7,1000,Harvest,0.0905,0.1777,0.0,0.253,-0.063
strat,v4,7,1000,Development,0.0338,0.1693,0.0,0.2015,-0.0078
strat,v4,7,1000,Forest,0.5467,0.4499,0.0,0.3815,0.0952
strat,v4,7,1000,Urban,0.1825,0.3377,0.0,0.3396,0.127
strat,v4,7,1000,Water,0.5741,0.6284,0.0,0.2335,-0.0085
strat,v4,7,1000,Agriculture,0.6742,0.5518,0.0,0.2605,-0.0169
strat,v4,7,1000,Grass/Shrub,0.2511,0.2312,0.0,0.2845,-0.0233
strat,v4,7,1000,Wetland,0.2335,0.1962,0.0,0.2745,-0.0739
strat,v4,7,1000,Beaver,0.0846,0.4234,0.0,0.1432,-0.0113
strat,v4,7,1000,Insect/Disease,0.0304,0.0352,0.0,0.1894,-0.0173
simple,v4,7,2000,Harvest,0.0905,0.0916,0.0,0.1143,-0.0005
simple,v4,7,2000,Development,0.0338,0.0361,0.0,0.0966,0.0167
simple,v4,7,2000,Forest,0.5467,0.5466,0.0,0.4097,-0.0664
simple,v4,7,2000,Urban,0.1825,0.1801,0.0,0.3416,0.1543
simple,v4,7,2000,Water,0.5741,0.5713,0.0,0.2382,0.0157
simple,v4,7,2000,Agriculture,0.6742,0.6722,0.0,0.2471,-0.0565
simple,v4,7,2000,Grass/Shrub,0.2511,0.2517,0.0,0.2675,-0.0028
simple,v4,7,2000,Wetland,0.2335,0.2365,0.0,0.2562,-0.0765
simple,v4,7,2000,Beaver,0.0846,0.0671,0.0,0.0598,0.0077
simple,v4,7,2000,Insect/Disease,0.0304,0.033,0.0,0.0863,0.0084
strat,v4,7,2000,Harvest,0.0905,0.1845,0.0,0.254,-0.0636
strat,v4,7,2000,Development,0.0338,0.1698,0.0,0.2034,-0.0073
strat,v4,7,2000,Forest,0.5467,0.4514,0.0,0.3814,0.0945
strat,v4,7,2000,Urban,0.1825,0.3371,0.0,0.341,0.1281
strat,v4,7,2000,Water,0.5741,0.6386,0.0,0.2321,-0.0083
strat,v4,7,2000,Agriculture,0.6742,0.5536,0.0,0.2616,-0.0175
strat,v4,7,2000,Grass/Shrub,0.2511,0.2428,0.0,0.284,-0.0235
strat,v4,7,2000,Wetland,0.2335,0.2,0.0,0.2727,-0.0758
strat,v4,7,2000,Beaver,0.0846,0.4171,0.0,0.1372,-0.0085
strat,v4,7,2000,Insect/Disease,0.0304,0.0329,0.0,0.1905,-0.018
simple,v4,7,5000,Harvest,0.0905,0.0916,0.0,0.1128,-0.0
simple,v4,7,5000,Development,0.0338,0.0385,0.0,0.0973,0.0169
simple,v4,7,5000,Forest,0.5467,0.5448,0.0,0.4108,-0.0672
simple,v4,7,5000,Urban,0.1825,0.1829,0.0,0.3417,0.1545
simple,v4,7,5000,Water,0.5741,0.5736,0.0,0.2378,0.0157
simple,v4,7,5000,Agriculture,0.6742,0.6736,0.0,0.2464,-0.0565
simple,v4,7,5000,Grass/Shrub,0.2511,0.2537,0.0,0.2665,-0.0016
simple,v4,7,5000,Wetland,0.2335,0.2315,0.0,0.2585,-0.078
simple,v4,7,5000,Beaver,0.0846,0.0805,0.0,0.0607,0.0079
simple,v4,7,5000,Insect/Disease,0.0304,0.0307,0.0,0.0874,0.0084
strat,v4,7,5000,Harvest,0.0905,0.1844,0.0,0.267,-0.0701
strat,v4,7,5000,Development,0.0338,0.1407,0.0,0.1768,0.0075
strat,v4,7,5000,Forest,0.5467,0.4539,0.0,0.3894,0.1037
strat,v4,7,5000,Urban,0.1825,0.322,0.0,0.3489,0.1328
strat,v4,7,5000,Water,0.5741,0.6435,0.0,0.2397,-0.012
strat,v4,7,5000,Agriculture,0.6742,0.591,0.0,0.2548,-0.0297
strat,v4,7,5000,Grass/Shrub,0.2511,0.2462,0.0,0.2907,-0.0271
strat,v4,7,5000,Wetland,0.2335,0.2249,0.0,0.2699,-0.0851
strat,v4,7,5000,Beaver,0.0846,0.3503,0.0,0.1073,0.0028
strat,v4,7,5000,Insect/Disease,0.0304,0.0335,0.0,0.1986,-0.023
simple,v4,9,20,Harvest,0.0934,0.0346,0.58,0.0886,-0.0039
simple,v4,9,20,Development,0.0331,0.255,0.88,0.0675,0.0177
simple,v4,9,20,Forest,0.555,0.5195,0.0,0.4029,-0.071
simple,v4,9,20,Urban,0.185,0.1033,0.02,0.3229,0.151
simple,v4,9,20,Water,0.5851,0.4339,0.06,0.212,0.0212
simple,v4,9,20,Agriculture,0.6882,0.6679,0.0,0.2267,-0.0618
simple,v4,9,20,Grass/Shrub,0.2585,0.2738,0.0,0.2442,0.0075
simple,v4,9,20,Wetland,0.2431,0.2168,0.03,0.2347,-0.0755
simple,v4,9,20,Beaver,0.0863,0.3682,0.95,0.0364,0.0095
simple,v4,9,20,Insect/Disease,0.0353,0.0938,0.69,0.0462,0.0053
strat,v4,9,20,Harvest,0.0934,0.1949,0.12,0.2356,-0.0543
strat,v4,9,20,Development,0.0331,0.1395,0.01,0.1711,-0.0024
strat,v4,9,20,Forest,0.555,0.5029,0.0,0.3522,0.0863
strat,v4,9,20,Urban,0.185,0.3694,0.0,0.3208,0.1268
strat,v4,9,20,Water,0.5851,0.6423,0.0,0.2022,-0.0059
strat,v4,9,20,Agriculture,0.6882,0.5708,0.0,0.2389,-0.0168
strat,v4,9,20,Grass/Shrub,0.2585,0.2916,0.0,0.2523,-0.0328
strat,v4,9,20,Wetland,0.2431,0.2089,0.01,0.2474,-0.0728
strat,v4,9,20,Beaver,0.0863,0.4352,0.1,0.1245,-0.0108
strat,v4,9,20,Insect/Disease,0.0353,0.0758,0.05,0.149,-0.0174
simple,v4,9,50,Harvest,0.0934,0.1243,0.13,0.1043,-0.0018
simple,v4,9,50,Development,0.0331,0.241,0.74,0.0853,0.0189
simple,v4,9,50,Forest,0.555,0.5805,0.0,0.38,-0.064
simple,v4,9,50,Urban,0.185,0.1308,0.0,0.328,0.1505
simple,v4,9,50,Water,0.5851,0.578,0.0,0.2232,0.0128
simple,v4,9,50,Agriculture,0.6882,0.6751,0.0,0.2372,-0.0568
simple,v4,9,50,Grass/Shrub,0.2585,0.2777,0.0,0.2403,0.0019
simple,v4,9,50,Wetland,0.2431,0.1983,0.0,0.243,-0.0776
simple,v4,9,50,Beaver,0.0863,0.1255,0.74,0.0426,0.0079
simple,v4,9,50,Insect/Disease,0.0353,0.0722,0.23,0.0692,0.0083
strat,v4,9,50,Harvest,0.0934,0.1564,0.03,0.2455,-0.0592
strat,v4,9,50,Development,0.0331,0.1423,0.0,0.1865,-0.0064
strat,v4,9,50,Forest,0.555,0.4791,0.0,0.3619,0.0785
strat,v4,9,50,Urban,0.185,0.3374,0.0,0.3234,0.1241
strat,v4,9,50,Water,0.5851,0.6586,0.0,0.2133,-0.0059
strat,v4,9,50,Agriculture,0.6882,0.5813,0.0,0.2439,-0.0197
strat,v4,9,50,Grass/Shrub,0.2585,0.2853,0.0,0.2578,-0.0192
strat,v4,9,50,Wetland,0.2431,0.1858,0.0,0.254,-0.0729
strat,v4,9,50,Beaver,0.0863,0.4386,0.01,0.1261,-0.0099
strat,v4,9,50,Insect/Disease,0.0353,0.0818,0.0,0.1678,-0.0095
simple,v4,9,100,Harvest,0.0934,0.0677,0.01,0.1008,0.0015
simple,v4,9,100,Development,0.0331,0.0858,0.5,0.0838,0.0167
simple,v4,9,100,Forest,0.555,0.5372,0.0,0.4026,-0.0735
simple,v4,9,100,Urban,0.185,0.142,0.0,0.3326,0.1552
simple,v4,9,100,Water,0.5851,0.5595,0.0,0.2271,0.0165
simple,v4,9,100,Agriculture,0.6882,0.6794,0.0,0.2371,-0.0583
simple,v4,9,100,Grass/Shrub,0.2585,0.2471,0.0,0.2517,0.0019
simple,v4,9,100,Wetland,0.2431,0.219,0.0,0.2455,-0.0775
simple,v4,9,100,Beaver,0.0863,0.0671,0.7,0.0516,0.0084
simple,v4,9,100,Insect/Disease,0.0353,0.0584,0.02,0.0768,0.0091
strat,v4,9,100,Harvest,0.0934,0.1521,0.0,0.2461,-0.0596
strat,v4,9,100,Development,0.0331,0.1566,0.0,0.1846,-0.0064
strat,v4,9,100,Forest,0.555,0.4654,0.0,0.3651,0.0771
strat,v4,9,100,Urban,0.185,0.3505,0.0,0.3247,0.1267
strat,v4,9,100,Water,0.5851,0.6665,0.0,0.2177,-0.0028
strat,v4,9,100,Agriculture,0.6882,0.5784,0.0,0.2501,-0.016
strat,v4,9,100,Grass/Shrub,0.2585,0.2391,0.0,0.2649,-0.0254
strat,v4,9,100,Wetland,0.2431,0.214,0.0,0.2627,-0.073
strat,v4,9,100,Beaver,0.0863,0.3937,0.0,0.1351,-0.011
strat,v4,9,100,Insect/Disease,0.0353,0.0489,0.0,0.1749,-0.0097
simple,v4,9,200,Harvest,0.0934,0.0796,0.0,0.1002,-0.0008
simple,v4,9,200,Development,0.0331,0.0387,0.2,0.0866,0.0162
simple,v4,9,200,Forest,0.555,0.554,0.0,0.3951,-0.0628
simple,v4,9,200,Urban,0.185,0.1804,0.0,0.3326,0.1543
simple,v4,9,200,Water,0.5851,0.5768,0.0,0.2348,0.0146
simple,v4,9,200,Agriculture,0.6882,0.677,0.0,0.2348,-0.0554
simple,v4,9,200,Grass/Shrub,0.2585,0.2765,0.0,0.2545,-0.0029
simple,v4,9,200,Wetland,0.2431,0.2461,0.0,0.2515,-0.0802
simple,v4,9,200,Beaver,0.0863,0.0795,0.34,0.0518,0.0079
simple,v4,9,200,Insect/Disease,0.0353,0.0513,0.0,0.0798,0.0091
strat,v4,9,200,Harvest,0.0934,0.1512,0.0,0.2457,-0.0585
strat,v4,9,200,Development,0.0331,0.1835,0.0,0.1819,-0.0066
strat,v4,9,200,Forest,0.555,0.4696,0.0,0.3629,0.0771
strat,v4,9,200,Urban,0.185,0.3452,0.0,0.3308,0.1288
strat,v4,9,200,Water,0.5851,0.659,0.0,0.22,-0.0051
strat,v4,9,200,Agriculture,0.6882,0.5729,0.0,0.2508,-0.019
strat,v4,9,200,Grass/Shrub,0.2585,0.2393,0.0,0.2717,-0.0218
strat,v4,9,200,Wetland,0.2431,0.213,0.0,0.2614,-0.0741
strat,v4,9,200,Beaver,0.0863,0.4126,0.0,0.1354,-0.0111
strat,v4,9,200,Insect/Disease,0.0353,0.038,0.0,0.1742,-0.0095
simple,v4,9,500,Harvest,0.0934,0.0971,0.0,0.1059,0.0003
simple,v4,9,500,Development,0.0331,0.0479,0.02,0.0898,0.0165
simple,v4,9,500,Forest,0.555,0.5565,0.0,0.395,-0.0676
simple,v4,9,500,Urban,0.185,0.177,0.0,0.3332,0.1543
simple,v4,9,500,Water,0.5851,0.578,0.0,0.2311,0.0156
simple,v4,9,500,Agriculture,0.6882,0.6879,0.0,0.2374,-0.0567
simple,v4,9,500,Grass/Shrub,0.2585,0.2655,0.0,0.2538,-0.0005
simple,v4,9,500,Wetland,0.2431,0.2419,0.0,0.2498,-0.0783
simple,v4,9,500,Beaver,0.0863,0.0801,0.12,0.0532,0.0076
simple,v4,9,500,Insect/Disease,0.0353,0.044,0.0,0.0806,0.0087
strat,v4,9,500,Harvest,0.0934,0.1817,0.0,0.2451,-0.059
strat,v4,9,500,Development,0.0331,0.1475,0.0,0.1895,-0.0057
strat,v4,9,500,Forest,0.555,0.4739,0.0,0.3631,0.0778
strat,v4,9,500,Urban,0.185,0.3323,0.0,0.3323,0.1278
strat,v4,9,500,Water,0.5851,0.6417,0.0,0.2272,-0.0054
strat,v4,9,500,Agriculture,0.6882,0.5703,0.0,0.2535,-0.0177
strat,v4,9,500,Grass/Shrub,0.2585,0.2519,0.0,0.2676,-0.0233
strat,v4,9,500,Wetland,0.2431,0.213,0.0,0.2609,-0.0737
strat,v4,9,500,Beaver,0.0863,0.4172,0.0,0.1341,-0.0106
strat,v4,9,500,Insect/Disease,0.0353,0.0373,0.0,0.1738,-0.0102
simple,v4,9,1000,Harvest,0.0934,0.0861,0.0,0.1086,-0.0
simple,v4,9,1000,Development,0.0331,0.0349,0.0,0.0922,0.017
simple,v4,9,1000,Forest,0.555,0.5548,0.0,0.3959,-0.0647
simple,v4,9,1000,Urban,0.185,0.1843,0.0,0.3316,0.1532
simple,v4,9,1000,Water,0.5851,0.5816,0.0,0.23,0.0161
simple,v4,9,1000,Agriculture,0.6882,0.6863,0.0,0.2373,-0.0556
simple,v4,9,1000,Grass/Shrub,0.2585,0.259,0.0,0.2564,-0.0022
simple,v4,9,1000,Wetland,0.2431,0.2439,0.0,0.2519,-0.0797
simple,v4,9,1000,Beaver,0.0863,0.0589,0.0,0.0542,0.0076
simple,v4,9,1000,Insect/Disease,0.0353,0.0253,0.0,0.0826,0.0083
strat,v4,9,1000,Harvest,0.0934,0.1761,0.0,0.2445,-0.0586
strat,v4,9,1000,Development,0.0331,0.1484,0.0,0.1887,-0.0046
