design,version,W,n,metric,census,mean,sd,bias,lo,hi
strat,v4,5,2000,A_macrof1_wtd,0.2443,0.244,0.00689,-0.00035,0.2302,0.2569
strat,v4,5,2000,C_frac_majority,,0.9191,0.00583,,,
simple,v4,5,5000,A_oa,0.5095,0.5098,0.00586,0.00033,0.5001,0.5198
simple,v4,5,5000,A_kappa,0.3238,0.3239,0.00649,8e-05,0.3113,0.3364
simple,v4,5,5000,A_macrof1,0.2443,0.2552,0.01452,0.01091,0.2379,0.2789
simple,v4,5,5000,B_oa,0.5521,0.5525,0.00735,0.00041,0.5407,0.5673
simple,v4,5,5000,C_oa,0.5391,0.5397,0.00751,0.00058,0.5268,0.5542
simple,v4,5,5000,A_oa_wtd,0.5095,0.5098,0.00586,0.00033,0.5001,0.5198
simple,v4,5,5000,A_macrof1_wtd,0.2443,0.2552,0.01452,0.01091,0.2379,0.2789
simple,v4,5,5000,C_frac_majority,,0.9381,0.00345,,,
strat,v4,5,5000,A_oa,0.5095,0.3568,0.00391,-0.15268,0.3492,0.3638
strat,v4,5,5000,A_kappa,0.3238,0.2539,0.00437,-0.06992,0.2456,0.2615
strat,v4,5,5000,A_macrof1,0.2443,0.2845,0.00333,0.04021,0.2779,0.2915
strat,v4,5,5000,B_oa,0.5521,0.5498,0.01092,-0.00225,0.5272,0.5714
strat,v4,5,5000,C_oa,0.5391,0.5377,0.0108,-0.00144,0.5154,0.5564
strat,v4,5,5000,A_oa_wtd,0.5095,0.5079,0.00895,-0.00155,0.4911,0.5249
strat,v4,5,5000,A_macrof1_wtd,0.2443,0.2432,0.00458,-0.00107,0.2341,0.2522
strat,v4,5,5000,C_frac_majority,,0.9209,0.00344,,,
simple,v4,7,20,A_oa,0.5094,0.5154,0.08294,0.00599,0.3764,0.6758
simple,v4,7,20,A_kappa,0.3237,0.317,0.10482,-0.00673,0.1349,0.5079
simple,v4,7,20,A_macrof1,0.2443,0.4073,0.09777,0.16305,0.2371,0.608
simple,v4,7,20,B_oa,0.5676,0.579,0.10425,0.01135,0.4,0.8
simple,v4,7,20,C_oa,0.5486,0.5575,0.10693,0.00893,0.3738,0.75
simple,v4,7,20,A_oa_wtd,0.5094,0.5154,0.08294,0.00599,0.3764,0.6758
simple,v4,7,20,A_macrof1_wtd,0.2443,0.4073,0.09777,0.16305,0.2371,0.608
simple,v4,7,20,C_frac_majority,,0.922,0.05744,,,
strat,v4,7,20,A_oa,0.5094,0.3621,0.06644,-0.14729,0.2487,0.5064
strat,v4,7,20,A_kappa,0.3237,0.2512,0.0784,-0.07255,0.1223,0.4068
strat,v4,7,20,A_macrof1,0.2443,0.3635,0.0891,0.11919,0.2372,0.5794
strat,v4,7,20,B_oa,0.5676,0.5701,0.16036,0.00248,0.2483,0.8206
strat,v4,7,20,C_oa,0.5486,0.5494,0.16654,0.00086,0.1752,0.8216
strat,v4,7,20,A_oa_wtd,0.5094,0.5123,0.12817,0.00287,0.265,0.7475
strat,v4,7,20,A_macrof1_wtd,0.2443,0.3495,0.09635,0.10525,0.201,0.5432
strat,v4,7,20,C_frac_majority,,0.8915,0.07249,,,
simple,v4,7,50,A_oa,0.5094,0.5116,0.05064,0.00213,0.4219,0.6041
simple,v4,7,50,A_kappa,0.3237,0.3159,0.05626,-0.00782,0.2125,0.4367
simple,v4,7,50,A_macrof1,0.2443,0.3652,0.05147,0.12086,0.2843,0.475
simple,v4,7,50,B_oa,0.5676,0.578,0.06047,0.01035,0.48,0.701
simple,v4,7,50,C_oa,0.5486,0.557,0.06384,0.00843,0.4495,0.68
simple,v4,7,50,A_oa_wtd,0.5094,0.5116,0.05064,0.00213,0.4219,0.6041
simple,v4,7,50,A_macrof1_wtd,0.2443,0.3652,0.05147,0.12086,0.2843,0.475
simple,v4,7,50,C_frac_majority,,0.9144,0.0415,,,
strat,v4,7,50,A_oa,0.5094,0.3622,0.04197,-0.14725,0.2787,0.4236
strat,v4,7,50,A_kappa,0.3237,0.2556,0.04412,-0.06813,0.1665,0.3238
strat,v4,7,50,A_macrof1,0.2443,0.3091,0.04114,0.06482,0.2391,0.3935
strat,v4,7,50,B_oa,0.5676,0.5777,0.11609,0.01001,0.3294,0.7532
strat,v4,7,50,C_oa,0.5486,0.5548,0.11849,0.0062,0.2981,0.7372
strat,v4,7,50,A_oa_wtd,0.5094,0.5143,0.09666,0.00485,0.3254,0.6758
strat,v4,7,50,A_macrof1_wtd,0.2443,0.2848,0.05212,0.04052,0.1999,0.378
strat,v4,7,50,C_frac_majority,,0.895,0.04751,,,
simple,v4,7,100,A_oa,0.5094,0.5109,0.03637,0.00146,0.4526,0.5899
simple,v4,7,100,A_kappa,0.3237,0.3217,0.03998,-0.002,0.2499,0.3976
simple,v4,7,100,A_macrof1,0.2443,0.3641,0.03713,0.11981,0.3029,0.4314
simple,v4,7,100,B_oa,0.5676,0.5721,0.05151,0.00445,0.48,0.6857
simple,v4,7,100,C_oa,0.5486,0.5526,0.04935,0.00403,0.48,0.6657
simple,v4,7,100,A_oa_wtd,0.5094,0.5109,0.03637,0.00146,0.4526,0.5899
simple,v4,7,100,A_macrof1_wtd,0.2443,0.3641,0.03713,0.11981,0.3029,0.4314
simple,v4,7,100,C_frac_majority,,0.9143,0.02683,,,
strat,v4,7,100,A_oa,0.5094,0.3701,0.03123,-0.13935,0.316,0.4289
strat,v4,7,100,A_kappa,0.3237,0.2633,0.03468,-0.06044,0.2028,0.334
strat,v4,7,100,A_macrof1,0.2443,0.2998,0.03611,0.05548,0.2395,0.371
strat,v4,7,100,B_oa,0.5676,0.5777,0.09308,0.01007,0.3869,0.7353
strat,v4,7,100,C_oa,0.5486,0.5599,0.09175,0.01133,0.3667,0.7171
strat,v4,7,100,A_oa_wtd,0.5094,0.5127,0.06991,0.00326,0.359,0.6311
strat,v4,7,100,A_macrof1_wtd,0.2443,0.2597,0.03525,0.01536,0.1974,0.3309
strat,v4,7,100,C_frac_majority,,0.8949,0.02687,,,
simple,v4,7,200,A_oa,0.5094,0.5032,0.02774,-0.00621,0.4523,0.5575
simple,v4,7,200,A_kappa,0.3237,0.3159,0.03402,-0.00782,0.2567,0.386
simple,v4,7,200,A_macrof1,0.2443,0.3446,0.03623,0.10027,0.284,0.4176
simple,v4,7,200,B_oa,0.5676,0.5582,0.03745,-0.00945,0.4974,0.6276
simple,v4,7,200,C_oa,0.5486,0.5381,0.03488,-0.01047,0.485,0.595
simple,v4,7,200,A_oa_wtd,0.5094,0.5032,0.02774,-0.00621,0.4523,0.5575
simple,v4,7,200,A_macrof1_wtd,0.2443,0.3446,0.03623,0.10027,0.284,0.4176
simple,v4,7,200,C_frac_majority,,0.9166,0.01938,,,
strat,v4,7,200,A_oa,0.5094,0.3673,0.02137,-0.14218,0.3204,0.4087
strat,v4,7,200,A_kappa,0.3237,0.2599,0.02443,-0.06381,0.2111,0.305
strat,v4,7,200,A_macrof1,0.2443,0.2867,0.02277,0.04238,0.2433,0.3306
strat,v4,7,200,B_oa,0.5676,0.5617,0.0655,-0.00593,0.4279,0.6839
strat,v4,7,200,C_oa,0.5486,0.5418,0.06592,-0.00675,0.3918,0.6632
strat,v4,7,200,A_oa_wtd,0.5094,0.5052,0.0499,-0.00419,0.4056,0.6013
strat,v4,7,200,A_macrof1_wtd,0.2443,0.2463,0.02274,0.00201,0.1989,0.2895
strat,v4,7,200,C_frac_majority,,0.8915,0.02382,,,
simple,v4,7,500,A_oa,0.5094,0.5078,0.01954,-0.00166,0.4729,0.5459
simple,v4,7,500,A_kappa,0.3237,0.3217,0.02316,-0.00202,0.2752,0.37
simple,v4,7,500,A_macrof1,0.2443,0.3042,0.03328,0.05995,0.2451,0.366
simple,v4,7,500,B_oa,0.5676,0.5647,0.02675,-0.00299,0.5159,0.6201
simple,v4,7,500,C_oa,0.5486,0.5457,0.02637,-0.00289,0.4998,0.6051
simple,v4,7,500,A_oa_wtd,0.5094,0.5078,0.01954,-0.00166,0.4729,0.5459
simple,v4,7,500,A_macrof1_wtd,0.2443,0.3042,0.03328,0.05995,0.2451,0.366
simple,v4,7,500,C_frac_majority,,0.9155,0.01237,,,
strat,v4,7,500,A_oa,0.5094,0.3666,0.01252,-0.14281,0.3433,0.391
strat,v4,7,500,A_kappa,0.3237,0.2591,0.01394,-0.06461,0.2327,0.2859
strat,v4,7,500,A_macrof1,0.2443,0.2851,0.0119,0.04082,0.2625,0.3087
strat,v4,7,500,B_oa,0.5676,0.5651,0.03605,-0.00253,0.4986,0.638
strat,v4,7,500,C_oa,0.5486,0.5466,0.03611,-0.00198,0.4771,0.6222
strat,v4,7,500,A_oa_wtd,0.5094,0.5078,0.02907,-0.00161,0.4569,0.5657
strat,v4,7,500,A_macrof1_wtd,0.2443,0.2432,0.01249,-0.00109,0.2235,0.2671
strat,v4,7,500,C_frac_majority,,0.892,0.01204,,,
simple,v4,7,1000,A_oa,0.5094,0.5114,0.01143,0.00199,0.4889,0.5328
simple,v4,7,1000,A_kappa,0.3237,0.3257,0.01385,0.00196,0.2999,0.3499
simple,v4,7,1000,A_macrof1,0.2443,0.2813,0.02696,0.03703,0.2443,0.3447
simple,v4,7,1000,B_oa,0.5676,0.5712,0.01575,0.00356,0.541,0.5996
simple,v4,7,1000,C_oa,0.5486,0.551,0.01581,0.00242,0.521,0.5785
simple,v4,7,1000,A_oa_wtd,0.5094,0.5114,0.01143,0.00199,0.4889,0.5328
simple,v4,7,1000,A_macrof1_wtd,0.2443,0.2813,0.02696,0.03703,0.2443,0.3447
simple,v4,7,1000,C_frac_majority,,0.9155,0.00993,,,
strat,v4,7,1000,A_oa,0.5094,0.3661,0.00948,-0.14336,0.3476,0.3808
strat,v4,7,1000,A_kappa,0.3237,0.2586,0.01063,-0.0651,0.2353,0.2754
strat,v4,7,1000,A_macrof1,0.2443,0.2858,0.00885,0.0415,0.2673,0.3012
strat,v4,7,1000,B_oa,0.5676,0.5641,0.02467,-0.00355,0.514,0.6144
strat,v4,7,1000,C_oa,0.5486,0.5449,0.02594,-0.00367,0.4931,0.5928
strat,v4,7,1000,A_oa_wtd,0.5094,0.5078,0.02023,-0.0016,0.4664,0.5464
strat,v4,7,1000,A_macrof1_wtd,0.2443,0.2439,0.01057,-0.00037,0.2234,0.2625
strat,v4,7,1000,C_frac_majority,,0.8923,0.00942,,,
simple,v4,7,2000,A_oa,0.5094,0.5092,0.00847,-0.0002,0.4948,0.5237
simple,v4,7,2000,A_kappa,0.3237,0.3236,0.00952,-0.0001,0.304,0.3394
simple,v4,7,2000,A_macrof1,0.2443,0.2642,0.02137,0.01988,0.2356,0.3109
simple,v4,7,2000,B_oa,0.5676,0.568,0.01202,0.00037,0.5412,0.5893
simple,v4,7,2000,C_oa,0.5486,0.5486,0.01167,4e-05,0.5234,0.5688
simple,v4,7,2000,A_oa_wtd,0.5094,0.5092,0.00847,-0.0002,0.4948,0.5237
simple,v4,7,2000,A_macrof1_wtd,0.2443,0.2642,0.02137,0.01988,0.2356,0.3109
simple,v4,7,2000,C_frac_majority,,0.916,0.00587,,,
strat,v4,7,2000,A_oa,0.5094,0.3682,0.00652,-0.14122,0.3557,0.3812
strat,v4,7,2000,A_kappa,0.3237,0.2612,0.00733,-0.06253,0.2482,0.2762
strat,v4,7,2000,A_macrof1,0.2443,0.2877,0.00601,0.04339,0.2772,0.2984
strat,v4,7,2000,B_oa,0.5676,0.5683,0.0159,0.00067,0.5356,0.5932
strat,v4,7,2000,C_oa,0.5486,0.5496,0.0158,0.00107,0.5164,0.5791
strat,v4,7,2000,A_oa_wtd,0.5094,0.5097,0.0136,0.00031,0.4793,0.5308
strat,v4,7,2000,A_macrof1_wtd,0.2443,0.2453,0.00797,0.00104,0.2303,0.2614
strat,v4,7,2000,C_frac_majority,,0.8948,0.00637,,,
simple,v4,7,5000,A_oa,0.5094,0.509,0.00518,-0.00041,0.4986,0.5192
simple,v4,7,5000,A_kappa,0.3237,0.3232,0.0063,-0.00056,0.311,0.3364
simple,v4,7,5000,A_macrof1,0.2443,0.2463,0.00802,0.00201,0.2372,0.2708
simple,v4,7,5000,B_oa,0.5676,0.5666,0.00648,-0.00109,0.5544,0.5812
simple,v4,7,5000,C_oa,0.5486,0.5476,0.00672,-0.00099,0.5351,0.5622
simple,v4,7,5000,A_oa_wtd,0.5094,0.509,0.00518,-0.00041,0.4986,0.5192
simple,v4,7,5000,A_macrof1_wtd,0.2443,0.2463,0.00802,0.00201,0.2372,0.2708
simple,v4,7,5000,C_frac_majority,,0.9163,0.00396,,,
strat,v4,7,5000,A_oa,0.5094,0.3765,0.0041,-0.1329,0.3686,0.3841
strat,v4,7,5000,A_kappa,0.3237,0.2668,0.00481,-0.05692,0.2577,0.2757
strat,v4,7,5000,A_macrof1,0.2443,0.2836,0.00327,0.03927,0.2783,0.2895
strat,v4,7,5000,B_oa,0.5676,0.5688,0.01106,0.00116,0.5436,0.5898
strat,v4,7,5000,C_oa,0.5486,0.5498,0.01138,0.00128,0.5255,0.5718
strat,v4,7,5000,A_oa_wtd,0.5094,0.5102,0.00881,0.00076,0.4939,0.5275
strat,v4,7,5000,A_macrof1_wtd,0.2443,0.2442,0.00414,-0.00014,0.2375,0.2521
strat,v4,7,5000,C_frac_majority,,0.8985,0.00344,,,
simple,v4,9,20,A_oa,0.5096,0.5011,0.07625,-0.00844,0.3785,0.6617
simple,v4,9,20,A_kappa,0.3239,0.2983,0.08993,-0.02563,0.1414,0.4666
simple,v4,9,20,A_macrof1,0.2443,0.3838,0.0849,0.13952,0.2395,0.5715
simple,v4,9,20,B_oa,0.5813,0.571,0.09852,-0.01032,0.4,0.8
simple,v4,9,20,C_oa,0.5555,0.541,0.10135,-0.01449,0.35,0.7262
simple,v4,9,20,A_oa_wtd,0.5096,0.5011,0.07625,-0.00844,0.3785,0.6617
simple,v4,9,20,A_macrof1_wtd,0.2443,0.3838,0.0849,0.13952,0.2395,0.5715
simple,v4,9,20,C_frac_majority,,0.907,0.06237,,,
strat,v4,9,20,A_oa,0.5096,0.3888,0.06525,-0.12081,0.2787,0.5132
strat,v4,9,20,A_kappa,0.3239,0.2766,0.07172,-0.04729,0.1544,0.4036
strat,v4,9,20,A_macrof1,0.2443,0.3576,0.06673,0.11329,0.2315,0.4904
strat,v4,9,20,B_oa,0.5813,0.5917,0.18297,0.01038,0.2057,0.8546
strat,v4,9,20,C_oa,0.5555,0.5722,0.17847,0.01669,0.1927,0.8311
strat,v4,9,20,A_oa_wtd,0.5096,0.5263,0.13639,0.0167,0.2759,0.7719
strat,v4,9,20,A_macrof1_wtd,0.2443,0.3305,0.08477,0.08618,0.1946,0.5162
strat,v4,9,20,C_frac_majority,,0.8665,0.07353,,,
simple,v4,9,50,A_oa,0.5096,0.5167,0.04997,0.00717,0.4313,0.6094
simple,v4,9,50,A_kappa,0.3239,0.3307,0.05628,0.00678,0.2173,0.4308
simple,v4,9,50,A_macrof1,0.2443,0.3692,0.04667,0.12484,0.2832,0.4653
simple,v4,9,50,B_oa,0.5813,0.5922,0.06513,0.01088,0.48,0.7105
simple,v4,9,50,C_oa,0.5555,0.5632,0.06518,0.00771,0.46,0.68
simple,v4,9,50,A_oa_wtd,0.5096,0.5167,0.04997,0.00717,0.4313,0.6094
simple,v4,9,50,A_macrof1_wtd,0.2443,0.3692,0.04667,0.12484,0.2832,0.4653
simple,v4,9,50,C_frac_majority,,0.8956,0.04409,,,
strat,v4,9,50,A_oa,0.5096,0.3868,0.04282,-0.12277,0.3201,0.4683
strat,v4,9,50,A_kappa,0.3239,0.2753,0.04718,-0.04865,0.2009,0.3654
strat,v4,9,50,A_macrof1,0.2443,0.3114,0.04654,0.06711,0.2328,0.4107
strat,v4,9,50,B_oa,0.5813,0.5881,0.11678,0.00678,0.3944,0.8094
strat,v4,9,50,C_oa,0.5555,0.5638,0.11589,0.00826,0.3628,0.8032
strat,v4,9,50,A_oa_wtd,0.5096,0.5198,0.08817,0.01023,0.3525,0.7044
strat,v4,9,50,A_macrof1_wtd,0.2443,0.2739,0.04972,0.02954,0.2005,0.3759
strat,v4,9,50,C_frac_majority,,0.8692,0.04777,,,
simple,v4,9,100,A_oa,0.5096,0.5051,0.03962,-0.00446,0.4236,0.576
simple,v4,9,100,A_kappa,0.3239,0.3122,0.05002,-0.01169,0.2152,0.3955
simple,v4,9,100,A_macrof1,0.2443,0.3454,0.04756,0.10112,0.2546,0.4313
simple,v4,9,100,B_oa,0.5813,0.5749,0.05374,-0.00642,0.4743,0.6757
simple,v4,9,100,C_oa,0.5555,0.5473,0.05581,-0.00819,0.4395,0.6605
simple,v4,9,100,A_oa_wtd,0.5096,0.5051,0.03962,-0.00446,0.4236,0.576
simple,v4,9,100,A_macrof1_wtd,0.2443,0.3454,0.04756,0.10112,0.2546,0.4313
simple,v4,9,100,C_frac_majority,,0.8996,0.03149,,,
strat,v4,9,100,A_oa,0.5096,0.3812,0.0307,-0.12836,0.3257,0.4456
strat,v4,9,100,A_kappa,0.3239,0.2703,0.03367,-0.05367,0.212,0.3462
strat,v4,9,100,A_macrof1,0.2443,0.2909,0.0329,0.0466,0.2387,0.3652
strat,v4,9,100,B_oa,0.5813,0.5783,0.0865,-0.003,0.4187,0.7224
strat,v4,9,100,C_oa,0.5555,0.5511,0.08608,-0.00436,0.3919,0.7022
strat,v4,9,100,A_oa_wtd,0.5096,0.5073,0.0641,-0.00231,0.3746,0.6217
strat,v4,9,100,A_macrof1_wtd,0.2443,0.2512,0.03491,0.0069,0.1895,0.3197
strat,v4,9,100,C_frac_majority,,0.8699,0.03289,,,
simple,v4,9,200,A_oa,0.5096,0.5095,0.02796,-0.0001,0.4543,0.5602
simple,v4,9,200,A_kappa,0.3239,0.3232,0.03387,-0.00078,0.2574,0.3819
simple,v4,9,200,A_macrof1,0.2443,0.3349,0.04204,0.09059,0.2603,0.431
simple,v4,9,200,B_oa,0.5813,0.5818,0.03699,0.00048,0.515,0.645
simple,v4,9,200,C_oa,0.5555,0.5542,0.03689,-0.00129,0.485,0.62
simple,v4,9,200,A_oa_wtd,0.5096,0.5095,0.02796,-0.0001,0.4543,0.5602
simple,v4,9,200,A_macrof1_wtd,0.2443,0.3349,0.04204,0.09059,0.2603,0.431
simple,v4,9,200,C_frac_majority,,0.8984,0.02181,,,
strat,v4,9,200,A_oa,0.5096,0.3802,0.01846,-0.12941,0.3453,0.4192
strat,v4,9,200,A_kappa,0.3239,0.2694,0.02173,-0.05452,0.2297,0.3195
strat,v4,9,200,A_macrof1,0.2443,0.2893,0.02113,0.04497,0.2522,0.3305
strat,v4,9,200,B_oa,0.5813,0.5797,0.05503,-0.00163,0.4756,0.6807
strat,v4,9,200,C_oa,0.5555,0.5494,0.05633,-0.00607,0.4357,0.6508
strat,v4,9,200,A_oa_wtd,0.5096,0.5049,0.04348,-0.0047,0.4227,0.5982
strat,v4,9,200,A_macrof1_wtd,0.2443,0.2442,0.02082,-0.0001,0.2065,0.2862
strat,v4,9,200,C_frac_majority,,0.8645,0.02276,,,
simple,v4,9,500,A_oa,0.5096,0.5103,0.01772,0.00068,0.4759,0.546
simple,v4,9,500,A_kappa,0.3239,0.3242,0.01828,0.00031,0.2917,0.3545
simple,v4,9,500,A_macrof1,0.2443,0.2927,0.03094,0.04839,0.2444,0.3566
simple,v4,9,500,B_oa,0.5813,0.5819,0.02308,0.00058,0.5399,0.6241
simple,v4,9,500,C_oa,0.5555,0.5564,0.02346,0.00087,0.513,0.6051
simple,v4,9,500,A_oa_wtd,0.5096,0.5103,0.01772,0.00068,0.4759,0.546
simple,v4,9,500,A_macrof1_wtd,0.2443,0.2927,0.03094,0.04839,0.2444,0.3566
simple,v4,9,500,C_frac_majority,,0.8993,0.01263,,,
strat,v4,9,500,A_oa,0.5096,0.38,0.01254,-0.12957,0.3528,0.4035
strat,v4,9,500,A_kappa,0.3239,0.2693,0.01358,-0.05468,0.2397,0.2939
strat,v4,9,500,A_macrof1,0.2443,0.2879,0.01072,0.04358,0.266,0.3073
strat,v4,9,500,B_oa,0.5813,0.5787,0.03598,-0.00261,0.5035,0.6382
strat,v4,9,500,C_oa,0.5555,0.5535,0.03514,-0.00198,0.4865,0.6224
strat,v4,9,500,A_oa_wtd,0.5096,0.5071,0.02948,-0.00252,0.4425,0.5542
strat,v4,9,500,A_macrof1_wtd,0.2443,0.2441,0.01291,-0.00018,0.2195,0.2694
strat,v4,9,500,C_frac_majority,,0.8665,0.01448,,,
simple,v4,9,1000,A_oa,0.5096,0.5091,0.01188,-0.00047,0.4877,0.5346
simple,v4,9,1000,A_kappa,0.3239,0.3231,0.01321,-0.00087,0.301,0.3493
simple,v4,9,1000,A_macrof1,0.2443,0.2695,0.02642,0.02521,0.228,0.3264
simple,v4,9,1000,B_oa,0.5813,0.5805,0.01608,-0.00078,0.5494,0.6136
simple,v4,9,1000,C_oa,0.5555,0.5548,0.01607,-0.00066,0.521,0.5885
simple,v4,9,1000,A_oa_wtd,0.5096,0.5091,0.01188,-0.00047,0.4877,0.5346
simple,v4,9,1000,A_macrof1_wtd,0.2443,0.2695,0.02642,0.02521,0.228,0.3264
simple,v4,9,1000,C_frac_majority,,0.8972,0.00961,,,
strat,v4,9,1000,A_oa,0.5096,0.3825,0.00895,-0.12712,0.3669,0.4009
strat,v4,9,1000,A_kappa,0.3239,0.2713,0.00978,-0.05263,0.2537,0.2931
strat,v4,9,1000,A_macrof1,0.2443,0.2896,0.00745,0.04532,0.2763,0.3032
strat,v4,9,1000,B_oa,0.5813,0.5828,0.02642,0.0015,0.5322,0.6301
strat,v4,9,1000,C_oa,0.5555,0.557,0.02544,0.00147,0.5101,0.6097
strat,v4,9,1000,A_oa_wtd,0.5096,0.512,0.01992,0.00244,0.4752,0.5515
strat,v4,9,1000,A_macrof1_wtd,0.2443,0.2447,0.01019,0.00042,0.2284,0.2668
strat,v4,9,1000,C_frac_majority,,0.8664,0.00907,,,
simple,v4,9,2000,A_oa,0.5096,0.5096,0.00861,1e-05,0.4935,0.5284
simple,v4,9,2000,A_kappa,0.3239,0.3235,0.01029,-0.00046,0.3058,0.3481
simple,v4,9,2000,A_macrof1,0.2443,0.2528,0.01756,0.00849,0.2323,0.2981
simple,v4,9,2000,B_oa,0.5813,0.5813,0.0116,2e-05,0.5607,0.6053
simple,v4,9,2000,C_oa,0.5555,0.5558,0.01211,0.00027,0.5347,0.58
simple,v4,9,2000,A_oa_wtd,0.5096,0.5096,0.00861,1e-05,0.4935,0.5284
simple,v4,9,2000,A_macrof1_wtd,0.2443,0.2528,0.01756,0.00849,0.2323,0.2981
simple,v4,9,2000,C_frac_majority,,0.8977,0.0071,,,
strat,v4,9,2000,A_oa,0.5096,0.385,0.0078,-0.1246,0.3689,0.3991
strat,v4,9,2000,A_kappa,0.3239,0.2728,0.00878,-0.05112,0.2557,0.2876
strat,v4,9,2000,A_macrof1,0.2443,0.2868,0.00634,0.04245,0.2742,0.2976
strat,v4,9,2000,B_oa,0.5813,0.5825,0.01799,0.00113,0.5469,0.6136
strat,v4,9,2000,C_oa,0.5555,0.5561,0.01906,0.00062,0.5195,0.5877
strat,v4,9,2000,A_oa_wtd,0.5096,0.5093,0.01404,-0.00031,0.4784,0.535
strat,v4,9,2000,A_macrof1_wtd,0.2443,0.2441,0.00745,-0.00024,0.2304,0.2583
strat,v4,9,2000,C_frac_majority,,0.8723,0.00772,,,
simple,v4,9,5000,A_oa,0.5096,0.5103,0.00463,0.00069,0.5016,0.5185
simple,v4,9,5000,A_kappa,0.3239,0.3248,0.00574,0.00085,0.3146,0.3362
simple,v4,9,5000,A_macrof1,0.2443,0.2453,0.00541,0.00094,0.2366,0.2548
simple,v4,9,5000,B_oa,0.5813,0.5825,0.00647,0.0012,0.5717,0.5962
simple,v4,9,5000,C_oa,0.5555,0.5567,0.00608,0.00126,0.5463,0.5681
simple,v4,9,5000,A_oa_wtd,0.5096,0.5103,0.00463,0.00069,0.5016,0.5185
simple,v4,9,5000,A_macrof1_wtd,0.2443,0.2453,0.00541,0.00094,0.2366,0.2548
simple,v4,9,5000,C_frac_majority,,0.8973,0.00395,,,
strat,v4,9,5000,A_oa,0.5096,0.3902,0.00373,-0.11935,0.3823,0.397
strat,v4,9,5000,A_kappa,0.3239,0.2758,0.00424,-0.04812,0.2673,0.2846
strat,v4,9,5000,A_macrof1,0.2443,0.2779,0.00321,0.03359,0.2724,0.2848
strat,v4,9,5000,B_oa,0.5813,0.5806,0.01118,-0.00069,0.5574,0.6043
strat,v4,9,5000,C_oa,0.5555,0.5544,0.01119,-0.00105,0.5327,0.5748
strat,v4,9,5000,A_oa_wtd,0.5096,0.5093,0.00831,-0.00028,0.491,0.5254
strat,v4,9,5000,A_macrof1_wtd,0.2443,0.2444,0.00413,6e-05,0.2365,0.2524
strat,v4,9,5000,C_frac_majority,,0.8772,0.00416,,,
simple,v5,1,20,A_oa,0.5719,0.5775,0.12172,0.00557,0.35,0.8
simple,v5,1,20,A_kappa,0.4501,0.4533,0.14046,0.0032,0.1922,0.726
simple,v5,1,20,A_macrof1,0.3635,0.7646,0.10629,0.40114,0.528,0.9283
simple,v5,1,20,B_oa,0.5719,0.5775,0.12172,0.00557,0.35,0.8
simple,v5,1,20,C_oa,0.5719,0.5775,0.12172,0.00557,0.35,0.8
simple,v5,1,20,A_oa_wtd,0.5719,0.5775,0.12172,0.00557,0.35,0.8
simple,v5,1,20,A_macrof1_wtd,0.3635,0.7646,0.10629,0.40114,0.528,0.9283
simple,v5,1,20,C_frac_majority,,1.0,0.0,,,
strat,v5,1,20,A_oa,0.5719,0.403,0.08552,-0.16893,0.25,0.55
strat,v5,1,20,A_kappa,0.4501,0.3367,0.09503,-0.11345,0.1667,0.5
strat,v5,1,20,A_macrof1,0.3635,0.6289,0.07433,0.26543,0.5,0.7667
strat,v5,1,20,B_oa,0.5719,0.5485,0.19523,-0.02344,0.1845,0.8759
strat,v5,1,20,C_oa,0.5719,0.5485,0.19523,-0.02344,0.1845,0.8759
strat,v5,1,20,A_oa_wtd,0.5719,0.5485,0.19523,-0.02344,0.1845,0.8759
strat,v5,1,20,A_macrof1_wtd,0.3635,0.6682,0.12519,0.30476,0.426,0.91
strat,v5,1,20,C_frac_majority,,1.0,0.0,,,
simple,v5,1,50,A_oa,0.5719,0.5762,0.07099,0.00427,0.44,0.72
simple,v5,1,50,A_kappa,0.4501,0.4525,0.08396,0.00237,0.292,0.6174
simple,v5,1,50,A_macrof1,0.3635,0.667,0.07284,0.3035,0.5404,0.7937
simple,v5,1,50,B_oa,0.5719,0.5762,0.07099,0.00427,0.44,0.72
simple,v5,1,50,C_oa,0.5719,0.5762,0.07099,0.00427,0.44,0.72
simple,v5,1,50,A_oa_wtd,0.5719,0.5762,0.07099,0.00427,0.44,0.72
simple,v5,1,50,A_macrof1_wtd,0.3635,0.667,0.07284,0.3035,0.5404,0.7937
simple,v5,1,50,C_frac_majority,,1.0,0.0,,,
strat,v5,1,50,A_oa,0.5719,0.4178,0.05171,-0.15413,0.3095,0.5305
strat,v5,1,50,A_kappa,0.4501,0.3531,0.05746,-0.09701,0.2328,0.4783
strat,v5,1,50,A_macrof1,0.3635,0.4971,0.05379,0.1336,0.4064,0.6088
strat,v5,1,50,B_oa,0.5719,0.5619,0.10673,-0.01003,0.3312,0.7664
strat,v5,1,50,C_oa,0.5719,0.5619,0.10673,-0.01003,0.3312,0.7664
strat,v5,1,50,A_oa_wtd,0.5719,0.5619,0.10673,-0.01003,0.3312,0.7664
strat,v5,1,50,A_macrof1_wtd,0.3635,0.5047,0.0764,0.14119,0.398,0.6692
strat,v5,1,50,C_frac_majority,,1.0,0.0,,,
simple,v5,1,100,A_oa,0.5719,0.5687,0.04659,-0.00323,0.47,0.64
simple,v5,1,100,A_kappa,0.4501,0.4405,0.05593,-0.00964,0.3281,0.5322
