design,version,W,n,cls,metric,census,mean,sd,bias,frac_undefined
simple,v5,5,1000,Insect/Disease,precision,0.0088,0.0098,0.0137,0.00101,0.0
simple,v5,5,1000,Harvest,f1,0.0414,0.0429,0.02969,0.00144,0.04
simple,v5,5,1000,Development,f1,0.0058,0.0227,0.02313,0.01694,0.71
simple,v5,5,1000,Forest,f1,0.6886,0.6888,0.01592,0.00022,0.0
simple,v5,5,1000,Urban,f1,0.4978,0.5014,0.03502,0.00366,0.0
simple,v5,5,1000,Water,f1,0.9385,0.939,0.01302,0.00054,0.0
simple,v5,5,1000,Agriculture,f1,0.7975,0.7937,0.01684,-0.00376,0.0
simple,v5,5,1000,Grass/Shrub,f1,0.2654,0.262,0.0315,-0.00339,0.0
simple,v5,5,1000,Wetland,f1,0.3882,0.3895,0.03212,0.0013,0.0
simple,v5,5,1000,Beaver,f1,0.0023,0.0045,0.00374,0.00227,0.39
simple,v5,5,1000,Insect/Disease,f1,0.0154,0.0234,0.02497,0.00798,0.27
strat,v5,5,1000,Harvest,recall,0.083,0.0781,0.02764,-0.00486,0.0
strat,v5,5,1000,Development,recall,0.0735,0.0757,0.09219,0.00214,0.0
strat,v5,5,1000,Forest,recall,0.5687,0.5801,0.03885,0.01138,0.0
strat,v5,5,1000,Urban,recall,0.668,0.6678,0.04318,-0.0002,0.0
strat,v5,5,1000,Water,recall,0.9428,0.946,0.01797,0.00322,0.0
strat,v5,5,1000,Agriculture,recall,0.7665,0.7697,0.03102,0.00316,0.0
strat,v5,5,1000,Grass/Shrub,recall,0.2623,0.2681,0.03631,0.00579,0.0
strat,v5,5,1000,Wetland,recall,0.3257,0.3261,0.03417,0.00036,0.0
strat,v5,5,1000,Beaver,recall,0.432,0.406,0.1533,-0.02594,0.0
strat,v5,5,1000,Insect/Disease,recall,0.0633,0.068,0.07816,0.00477,0.0
strat,v5,5,1000,Harvest,precision,0.0276,0.0273,0.01241,-0.00026,0.0
strat,v5,5,1000,Development,precision,0.003,0.0035,0.00648,0.00048,0.0
strat,v5,5,1000,Forest,precision,0.8725,0.8766,0.01465,0.00404,0.0
strat,v5,5,1000,Urban,precision,0.3967,0.4027,0.03754,0.00603,0.0
strat,v5,5,1000,Water,precision,0.9342,0.9332,0.02,-0.00104,0.0
strat,v5,5,1000,Agriculture,precision,0.8311,0.8295,0.02045,-0.00152,0.0
strat,v5,5,1000,Grass/Shrub,precision,0.2684,0.2798,0.04651,0.01134,0.0
strat,v5,5,1000,Wetland,precision,0.4803,0.4861,0.04592,0.00573,0.0
strat,v5,5,1000,Beaver,precision,0.0011,0.001,0.00141,-9e-05,0.0
strat,v5,5,1000,Insect/Disease,precision,0.0088,0.011,0.02186,0.0022,0.0
strat,v5,5,1000,Harvest,f1,0.0414,0.0398,0.01559,-0.00165,0.0
strat,v5,5,1000,Development,f1,0.0058,0.0066,0.01202,0.00083,0.0
strat,v5,5,1000,Forest,f1,0.6886,0.6975,0.03058,0.00894,0.0
strat,v5,5,1000,Urban,f1,0.4978,0.5011,0.03317,0.00334,0.0
strat,v5,5,1000,Water,f1,0.9385,0.9394,0.01458,0.00091,0.0
strat,v5,5,1000,Agriculture,f1,0.7975,0.7981,0.02104,0.00066,0.0
strat,v5,5,1000,Grass/Shrub,f1,0.2654,0.2721,0.03461,0.00676,0.0
strat,v5,5,1000,Wetland,f1,0.3882,0.389,0.03272,0.00085,0.0
strat,v5,5,1000,Beaver,f1,0.0023,0.0021,0.00278,-0.00018,0.0
strat,v5,5,1000,Insect/Disease,f1,0.0154,0.0181,0.0327,0.00269,0.0
simple,v5,5,2000,Harvest,recall,0.083,0.0835,0.03885,0.00052,0.0
simple,v5,5,2000,Development,recall,0.0735,0.066,0.10476,-0.00752,0.0
simple,v5,5,2000,Forest,recall,0.5687,0.5686,0.01316,-0.00011,0.0
simple,v5,5,2000,Urban,recall,0.668,0.6661,0.03609,-0.00198,0.0
simple,v5,5,2000,Water,recall,0.9428,0.9436,0.01001,0.00079,0.0
simple,v5,5,2000,Agriculture,recall,0.7665,0.7685,0.01895,0.00203,0.0
simple,v5,5,2000,Grass/Shrub,recall,0.2623,0.262,0.02795,-0.00029,0.0
simple,v5,5,2000,Wetland,recall,0.3257,0.3264,0.02366,0.00073,0.0
simple,v5,5,2000,Beaver,recall,0.432,0.4255,0.29623,-0.00649,0.01
simple,v5,5,2000,Insect/Disease,recall,0.0633,0.0667,0.05435,0.00341,0.0
simple,v5,5,2000,Harvest,precision,0.0276,0.0271,0.01352,-0.00052,0.0
simple,v5,5,2000,Development,precision,0.003,0.0027,0.00468,-0.00033,0.0
simple,v5,5,2000,Forest,precision,0.8725,0.8732,0.00848,0.00071,0.0
simple,v5,5,2000,Urban,precision,0.3967,0.3999,0.02745,0.00319,0.0
simple,v5,5,2000,Water,precision,0.9342,0.9339,0.01574,-0.00031,0.0
simple,v5,5,2000,Agriculture,precision,0.8311,0.831,0.01568,-7e-05,0.0
simple,v5,5,2000,Grass/Shrub,precision,0.2684,0.2654,0.02336,-0.00304,0.0
simple,v5,5,2000,Wetland,precision,0.4803,0.4841,0.02917,0.00373,0.0
simple,v5,5,2000,Beaver,precision,0.0011,0.001,0.00097,-9e-05,0.0
simple,v5,5,2000,Insect/Disease,precision,0.0088,0.0093,0.00753,0.00051,0.0
simple,v5,5,2000,Harvest,f1,0.0414,0.0406,0.01964,-0.00081,0.0
simple,v5,5,2000,Development,f1,0.0058,0.0111,0.01023,0.00532,0.54
simple,v5,5,2000,Forest,f1,0.6886,0.6886,0.01033,4e-05,0.0
simple,v5,5,2000,Urban,f1,0.4978,0.4993,0.02812,0.00151,0.0
simple,v5,5,2000,Water,f1,0.9385,0.9387,0.01027,0.00016,0.0
simple,v5,5,2000,Agriculture,f1,0.7975,0.7984,0.01397,0.00092,0.0
simple,v5,5,2000,Grass/Shrub,f1,0.2654,0.2633,0.02357,-0.00204,0.0
simple,v5,5,2000,Wetland,f1,0.3882,0.3895,0.02331,0.00134,0.0
simple,v5,5,2000,Beaver,f1,0.0023,0.0024,0.00187,0.00019,0.15
simple,v5,5,2000,Insect/Disease,f1,0.0154,0.0172,0.01287,0.00183,0.06
strat,v5,5,2000,Harvest,recall,0.083,0.0789,0.02382,-0.00411,0.0
strat,v5,5,2000,Development,recall,0.0735,0.0767,0.06145,0.00316,0.0
strat,v5,5,2000,Forest,recall,0.5687,0.5653,0.02941,-0.00336,0.0
strat,v5,5,2000,Urban,recall,0.668,0.6682,0.03357,0.00013,0.0
strat,v5,5,2000,Water,recall,0.9428,0.9446,0.012,0.00183,0.0
strat,v5,5,2000,Agriculture,recall,0.7665,0.7668,0.02299,0.00033,0.0
strat,v5,5,2000,Grass/Shrub,recall,0.2623,0.2605,0.02618,-0.00186,0.0
strat,v5,5,2000,Wetland,recall,0.3257,0.3283,0.02427,0.00259,0.0
strat,v5,5,2000,Beaver,recall,0.432,0.4527,0.16558,0.02073,0.0
strat,v5,5,2000,Insect/Disease,recall,0.0633,0.0656,0.06164,0.00235,0.0
strat,v5,5,2000,Harvest,precision,0.0276,0.0264,0.00996,-0.00116,0.0
strat,v5,5,2000,Development,precision,0.003,0.0033,0.00353,0.00032,0.0
strat,v5,5,2000,Forest,precision,0.8725,0.872,0.01136,-0.00057,0.0
strat,v5,5,2000,Urban,precision,0.3967,0.399,0.02344,0.00232,0.0
strat,v5,5,2000,Water,precision,0.9342,0.9341,0.01424,-0.00016,0.0
strat,v5,5,2000,Agriculture,precision,0.8311,0.831,0.01642,-0.00011,0.0
strat,v5,5,2000,Grass/Shrub,precision,0.2684,0.2744,0.03115,0.006,0.0
strat,v5,5,2000,Wetland,precision,0.4803,0.4806,0.0339,0.00023,0.0
strat,v5,5,2000,Beaver,precision,0.0011,0.0013,0.00116,0.00016,0.0
strat,v5,5,2000,Insect/Disease,precision,0.0088,0.0093,0.00935,0.00052,0.0
strat,v5,5,2000,Harvest,f1,0.0414,0.0392,0.01347,-0.0022,0.0
strat,v5,5,2000,Development,f1,0.0058,0.0064,0.0066,0.00057,0.0
strat,v5,5,2000,Forest,f1,0.6886,0.6856,0.02368,-0.00299,0.0
strat,v5,5,2000,Urban,f1,0.4978,0.499,0.02118,0.00122,0.0
strat,v5,5,2000,Water,f1,0.9385,0.9392,0.00925,0.00073,0.0
strat,v5,5,2000,Agriculture,f1,0.7975,0.7974,0.01596,-8e-05,0.0
strat,v5,5,2000,Grass/Shrub,f1,0.2654,0.2667,0.02541,0.0013,0.0
strat,v5,5,2000,Wetland,f1,0.3882,0.3895,0.0237,0.00129,0.0
strat,v5,5,2000,Beaver,f1,0.0023,0.0026,0.00231,0.00032,0.0
strat,v5,5,2000,Insect/Disease,f1,0.0154,0.016,0.01596,0.00064,0.0
simple,v5,5,5000,Harvest,recall,0.083,0.0801,0.02431,-0.00292,0.0
simple,v5,5,5000,Development,recall,0.0735,0.0712,0.08365,-0.00229,0.0
simple,v5,5,5000,Forest,recall,0.5687,0.5675,0.00843,-0.00117,0.0
simple,v5,5,5000,Urban,recall,0.668,0.6654,0.02173,-0.00262,0.0
simple,v5,5,5000,Water,recall,0.9428,0.9436,0.00754,0.00078,0.0
simple,v5,5,5000,Agriculture,recall,0.7665,0.7675,0.01112,0.00106,0.0
simple,v5,5,5000,Grass/Shrub,recall,0.2623,0.2612,0.01361,-0.00115,0.0
simple,v5,5,5000,Wetland,recall,0.3257,0.3248,0.0152,-0.00096,0.0
simple,v5,5,5000,Beaver,recall,0.432,0.4281,0.1884,-0.00386,0.0
simple,v5,5,5000,Insect/Disease,recall,0.0633,0.0593,0.03169,-0.00396,0.0
simple,v5,5,5000,Harvest,precision,0.0276,0.0265,0.00856,-0.00105,0.0
simple,v5,5,5000,Development,precision,0.003,0.003,0.00389,-1e-05,0.0
simple,v5,5,5000,Forest,precision,0.8725,0.8731,0.00639,0.00055,0.0
simple,v5,5,5000,Urban,precision,0.3967,0.3972,0.01664,0.00056,0.0
simple,v5,5,5000,Water,precision,0.9342,0.9342,0.00934,-6e-05,0.0
simple,v5,5,5000,Agriculture,precision,0.8311,0.8307,0.01029,-0.00037,0.0
simple,v5,5,5000,Grass/Shrub,precision,0.2684,0.2666,0.01424,-0.00184,0.0
simple,v5,5,5000,Wetland,precision,0.4803,0.4781,0.01582,-0.00219,0.0
simple,v5,5,5000,Beaver,precision,0.0011,0.0011,0.00064,-4e-05,0.0
simple,v5,5,5000,Insect/Disease,precision,0.0088,0.0081,0.0045,-0.00065,0.0
simple,v5,5,5000,Harvest,f1,0.0414,0.0397,0.01236,-0.0017,0.0
simple,v5,5,5000,Development,f1,0.0058,0.0078,0.00764,0.00198,0.26
simple,v5,5,5000,Forest,f1,0.6886,0.6879,0.00682,-0.00072,0.0
simple,v5,5,5000,Urban,f1,0.4978,0.4973,0.01617,-0.00051,0.0
simple,v5,5,5000,Water,f1,0.9385,0.9388,0.00645,0.00033,0.0
simple,v5,5,5000,Agriculture,f1,0.7975,0.7978,0.00893,0.00036,0.0
simple,v5,5,5000,Grass/Shrub,f1,0.2654,0.2637,0.01258,-0.00162,0.0
simple,v5,5,5000,Wetland,f1,0.3882,0.3867,0.01468,-0.00152,0.0
simple,v5,5,5000,Beaver,f1,0.0023,0.0022,0.00126,-5e-05,0.01
simple,v5,5,5000,Insect/Disease,f1,0.0154,0.0142,0.00781,-0.00117,0.0
strat,v5,5,5000,Harvest,recall,0.083,0.0824,0.01786,-0.00061,0.0
strat,v5,5,5000,Development,recall,0.0735,0.0641,0.02937,-0.00945,0.0
strat,v5,5,5000,Forest,recall,0.5687,0.5698,0.01748,0.00109,0.0
strat,v5,5,5000,Urban,recall,0.668,0.6665,0.02138,-0.00156,0.0
strat,v5,5,5000,Water,recall,0.9428,0.9431,0.00823,0.00029,0.0
strat,v5,5,5000,Agriculture,recall,0.7665,0.7662,0.01413,-0.00027,0.0
strat,v5,5,5000,Grass/Shrub,recall,0.2623,0.2613,0.01496,-0.00102,0.0
strat,v5,5,5000,Wetland,recall,0.3257,0.3236,0.01807,-0.00213,0.0
strat,v5,5,5000,Beaver,recall,0.432,0.4362,0.13755,0.00426,0.0
strat,v5,5,5000,Insect/Disease,recall,0.0633,0.0635,0.03932,0.0002,0.0
strat,v5,5,5000,Harvest,precision,0.0276,0.0283,0.0078,0.00071,0.0
strat,v5,5,5000,Development,precision,0.003,0.0026,0.00135,-0.00038,0.0
strat,v5,5,5000,Forest,precision,0.8725,0.8727,0.00669,0.0002,0.0
strat,v5,5,5000,Urban,precision,0.3967,0.3962,0.01714,-0.0005,0.0
strat,v5,5,5000,Water,precision,0.9342,0.9335,0.01023,-0.00072,0.0
strat,v5,5,5000,Agriculture,precision,0.8311,0.8305,0.0103,-0.00052,0.0
strat,v5,5,5000,Grass/Shrub,precision,0.2684,0.268,0.01914,-0.00043,0.0
strat,v5,5,5000,Wetland,precision,0.4803,0.4801,0.02309,-0.00026,0.0
strat,v5,5,5000,Beaver,precision,0.0011,0.0013,0.00074,0.00016,0.0
strat,v5,5,5000,Insect/Disease,precision,0.0088,0.009,0.00609,0.00028,0.0
strat,v5,5,5000,Harvest,f1,0.0414,0.042,0.01063,0.00054,0.0
strat,v5,5,5000,Development,f1,0.0058,0.0051,0.00258,-0.00074,0.0
strat,v5,5,5000,Forest,f1,0.6886,0.6893,0.01366,0.00073,0.0
strat,v5,5,5000,Urban,f1,0.4978,0.4967,0.01584,-0.0011,0.0
strat,v5,5,5000,Water,f1,0.9385,0.9382,0.00662,-0.00027,0.0
strat,v5,5,5000,Agriculture,f1,0.7975,0.797,0.00998,-0.00046,0.0
strat,v5,5,5000,Grass/Shrub,f1,0.2654,0.2643,0.01441,-0.00105,0.0
strat,v5,5,5000,Wetland,f1,0.3882,0.3863,0.01757,-0.00187,0.0
strat,v5,5,5000,Beaver,f1,0.0023,0.0026,0.00148,0.00031,0.0
strat,v5,5,5000,Insect/Disease,f1,0.0154,0.0157,0.01043,0.00034,0.0
simple,v5,7,20,Harvest,recall,0.0833,0.1266,0.30132,0.04324,0.47
simple,v5,7,20,Development,recall,0.0732,0.0373,0.0876,-0.03585,0.92
simple,v5,7,20,Forest,recall,0.5686,0.5527,0.12219,-0.01596,0.0
simple,v5,7,20,Urban,recall,0.6682,0.5852,0.33224,-0.08304,0.05
simple,v5,7,20,Water,recall,0.9428,0.9027,0.18742,-0.04015,0.08
simple,v5,7,20,Agriculture,recall,0.7665,0.7033,0.21926,-0.06319,0.0
simple,v5,7,20,Grass/Shrub,recall,0.2625,0.2369,0.22268,-0.02554,0.0
simple,v5,7,20,Wetland,recall,0.3255,0.2951,0.1931,-0.03036,0.01
simple,v5,7,20,Beaver,recall,0.4335,0.4411,0.45207,0.00758,0.9
simple,v5,7,20,Insect/Disease,recall,0.0631,0.075,0.26675,0.01193,0.6
simple,v5,7,20,Harvest,precision,0.0277,0.0293,0.13659,0.00163,0.06
simple,v5,7,20,Development,precision,0.003,0.0139,0.11551,0.01088,0.25
simple,v5,7,20,Forest,precision,0.8725,0.8716,0.08369,-0.00091,0.0
simple,v5,7,20,Urban,precision,0.3966,0.3209,0.23169,-0.07571,0.03
simple,v5,7,20,Water,precision,0.9342,0.9021,0.2161,-0.03213,0.07
simple,v5,7,20,Agriculture,precision,0.831,0.8142,0.19153,-0.01679,0.01
simple,v5,7,20,Grass/Shrub,precision,0.2686,0.2315,0.23023,-0.03712,0.0
simple,v5,7,20,Wetland,precision,0.4802,0.4557,0.26199,-0.02451,0.01
simple,v5,7,20,Beaver,precision,0.0011,0.0011,0.00491,-4e-05,0.0
simple,v5,7,20,Insect/Disease,precision,0.0088,0.002,0.01116,-0.00672,0.37
simple,v5,7,20,Harvest,f1,0.0416,0.1797,0.17073,0.13812,0.88
simple,v5,7,20,Development,f1,0.0058,0.2227,0.2507,0.21693,0.98
simple,v5,7,20,Forest,f1,0.6885,0.6681,0.10003,-0.02046,0.0
simple,v5,7,20,Urban,f1,0.4978,0.4314,0.20023,-0.06636,0.16
simple,v5,7,20,Water,f1,0.9385,0.9204,0.12791,-0.01807,0.1
simple,v5,7,20,Agriculture,f1,0.7974,0.7415,0.15014,-0.05588,0.02
simple,v5,7,20,Grass/Shrub,f1,0.2655,0.2342,0.18662,-0.03129,0.13
simple,v5,7,20,Wetland,f1,0.388,0.345,0.1945,-0.04291,0.04
simple,v5,7,20,Beaver,f1,0.0023,0.0347,0.01776,0.03243,0.94
simple,v5,7,20,Insect/Disease,f1,0.0154,0.0807,0.06347,0.06536,0.97
strat,v5,7,20,Harvest,recall,0.0833,0.1066,0.17458,0.02328,0.0
strat,v5,7,20,Development,recall,0.0732,0.0981,0.20467,0.02485,0.0
strat,v5,7,20,Forest,recall,0.5686,0.5787,0.26797,0.01004,0.0
strat,v5,7,20,Urban,recall,0.6682,0.6567,0.2603,-0.01153,0.0
strat,v5,7,20,Water,recall,0.9428,0.9483,0.09682,0.00542,0.0
strat,v5,7,20,Agriculture,recall,0.7665,0.7519,0.20959,-0.01458,0.0
strat,v5,7,20,Grass/Shrub,recall,0.2625,0.2371,0.23444,-0.02539,0.0
strat,v5,7,20,Wetland,recall,0.3255,0.3639,0.26095,0.03841,0.0
strat,v5,7,20,Beaver,recall,0.4335,0.3863,0.32025,-0.04715,0.0
strat,v5,7,20,Insect/Disease,recall,0.0631,0.0545,0.14647,-0.0086,0.0
strat,v5,7,20,Harvest,precision,0.0277,0.203,0.30229,0.17528,0.07
strat,v5,7,20,Development,precision,0.003,0.072,0.21821,0.06899,0.09
strat,v5,7,20,Forest,precision,0.8725,0.866,0.12172,-0.00652,0.0
strat,v5,7,20,Urban,precision,0.3966,0.4243,0.2042,0.02771,0.0
strat,v5,7,20,Water,precision,0.9342,0.9459,0.0984,0.01166,0.0
strat,v5,7,20,Agriculture,precision,0.831,0.8449,0.15686,0.01394,0.0
strat,v5,7,20,Grass/Shrub,precision,0.2686,0.3191,0.28944,0.05049,0.0
strat,v5,7,20,Wetland,precision,0.4802,0.4883,0.28569,0.00812,0.01
strat,v5,7,20,Beaver,precision,0.0011,0.0099,0.05915,0.00878,0.0
strat,v5,7,20,Insect/Disease,precision,0.0088,0.0816,0.19279,0.07288,0.46
strat,v5,7,20,Harvest,f1,0.0416,0.1902,0.18356,0.14867,0.46
strat,v5,7,20,Development,f1,0.0058,0.0901,0.13959,0.08434,0.61
strat,v5,7,20,Forest,f1,0.6885,0.6628,0.23129,-0.02576,0.0
strat,v5,7,20,Urban,f1,0.4978,0.4792,0.19497,-0.0186,0.0
strat,v5,7,20,Water,f1,0.9385,0.9421,0.08147,0.00362,0.0
strat,v5,7,20,Agriculture,f1,0.7974,0.779,0.16494,-0.01843,0.0
strat,v5,7,20,Grass/Shrub,f1,0.2655,0.2819,0.21961,0.01643,0.14
strat,v5,7,20,Wetland,f1,0.388,0.3927,0.23383,0.00472,0.04
strat,v5,7,20,Beaver,f1,0.0023,0.0148,0.06505,0.0125,0.11
strat,v5,7,20,Insect/Disease,f1,0.0154,0.1795,0.19832,0.16415,0.8
simple,v5,7,50,Harvest,recall,0.0833,0.047,0.15393,-0.03637,0.19
simple,v5,7,50,Development,recall,0.0732,0.0951,0.27342,0.02186,0.73
simple,v5,7,50,Forest,recall,0.5686,0.5625,0.08351,-0.00612,0.0
simple,v5,7,50,Urban,recall,0.6682,0.6198,0.21259,-0.04846,0.0
simple,v5,7,50,Water,recall,0.9428,0.9306,0.09868,-0.01223,0.0
simple,v5,7,50,Agriculture,recall,0.7665,0.7673,0.11929,0.00081,0.0
simple,v5,7,50,Grass/Shrub,recall,0.2625,0.237,0.136,-0.02549,0.0
simple,v5,7,50,Wetland,recall,0.3255,0.3109,0.13318,-0.01452,0.0
simple,v5,7,50,Beaver,recall,0.4335,0.4861,0.43285,0.05261,0.79
simple,v5,7,50,Insect/Disease,recall,0.0631,0.073,0.22896,0.0099,0.3
simple,v5,7,50,Harvest,precision,0.0277,0.0181,0.06358,-0.00959,0.0
simple,v5,7,50,Development,precision,0.003,0.0057,0.03488,0.00267,0.03
simple,v5,7,50,Forest,precision,0.8725,0.8719,0.05786,-0.0006,0.0
simple,v5,7,50,Urban,precision,0.3966,0.3968,0.1704,0.00023,0.0
simple,v5,7,50,Water,precision,0.9342,0.9277,0.09363,-0.00653,0.0
simple,v5,7,50,Agriculture,precision,0.831,0.8151,0.10121,-0.01583,0.0
simple,v5,7,50,Grass/Shrub,precision,0.2686,0.2636,0.15106,-0.00494,0.0
simple,v5,7,50,Wetland,precision,0.4802,0.4382,0.14784,-0.04199,0.0
simple,v5,7,50,Beaver,precision,0.0011,0.0013,0.00471,0.00017,0.0
simple,v5,7,50,Insect/Disease,precision,0.0088,0.0052,0.02129,-0.00355,0.07
simple,v5,7,50,Harvest,f1,0.0416,0.1054,0.13804,0.0638,0.82
simple,v5,7,50,Development,f1,0.0058,0.1664,0.12065,0.16055,0.96
simple,v5,7,50,Forest,f1,0.6885,0.6806,0.07021,-0.00796,0.0
simple,v5,7,50,Urban,f1,0.4978,0.4682,0.16038,-0.02956,0.01
simple,v5,7,50,Water,f1,0.9385,0.923,0.08334,-0.01552,0.0
simple,v5,7,50,Agriculture,f1,0.7974,0.7841,0.09028,-0.01332,0.0
simple,v5,7,50,Grass/Shrub,f1,0.2655,0.238,0.12551,-0.02755,0.0
simple,v5,7,50,Wetland,f1,0.388,0.3544,0.12826,-0.03357,0.0
simple,v5,7,50,Beaver,f1,0.0023,0.0196,0.0181,0.01735,0.87
simple,v5,7,50,Insect/Disease,f1,0.0154,0.0886,0.07624,0.07327,0.91
strat,v5,7,50,Harvest,recall,0.0833,0.0867,0.11057,0.00335,0.0
strat,v5,7,50,Development,recall,0.0732,0.0691,0.11573,-0.00408,0.0
strat,v5,7,50,Forest,recall,0.5686,0.5468,0.18216,-0.0218,0.0
strat,v5,7,50,Urban,recall,0.6682,0.654,0.18656,-0.0142,0.0
strat,v5,7,50,Water,recall,0.9428,0.9542,0.05691,0.01134,0.0
strat,v5,7,50,Agriculture,recall,0.7665,0.7629,0.14093,-0.00363,0.0
strat,v5,7,50,Grass/Shrub,recall,0.2625,0.2541,0.15121,-0.00839,0.0
strat,v5,7,50,Wetland,recall,0.3255,0.3248,0.1513,-0.00064,0.0
strat,v5,7,50,Beaver,recall,0.4335,0.4228,0.23648,-0.01071,0.0
strat,v5,7,50,Insect/Disease,recall,0.0631,0.0476,0.11003,-0.01552,0.0
strat,v5,7,50,Harvest,precision,0.0277,0.1236,0.19323,0.09594,0.0
strat,v5,7,50,Development,precision,0.003,0.0134,0.05555,0.01037,0.0
strat,v5,7,50,Forest,precision,0.8725,0.874,0.08082,0.00147,0.0
strat,v5,7,50,Urban,precision,0.3966,0.4148,0.1423,0.0182,0.0
strat,v5,7,50,Water,precision,0.9342,0.9387,0.07819,0.00453,0.0
strat,v5,7,50,Agriculture,precision,0.831,0.8389,0.09888,0.00799,0.0
strat,v5,7,50,Grass/Shrub,precision,0.2686,0.2942,0.18283,0.02562,0.0
strat,v5,7,50,Wetland,precision,0.4802,0.4959,0.20851,0.01569,0.0
strat,v5,7,50,Beaver,precision,0.0011,0.001,0.002,-0.00016,0.0
strat,v5,7,50,Insect/Disease,precision,0.0088,0.0603,0.15498,0.05157,0.1
strat,v5,7,50,Harvest,f1,0.0416,0.1002,0.12119,0.05863,0.21
strat,v5,7,50,Development,f1,0.0058,0.0217,0.05012,0.01594,0.35
strat,v5,7,50,Forest,f1,0.6885,0.6562,0.15589,-0.03237,0.0
strat,v5,7,50,Urban,f1,0.4978,0.4905,0.14352,-0.00727,0.0
strat,v5,7,50,Water,f1,0.9385,0.9442,0.05465,0.00569,0.0
strat,v5,7,50,Agriculture,f1,0.7974,0.792,0.11112,-0.00547,0.0
strat,v5,7,50,Grass/Shrub,f1,0.2655,0.2513,0.14478,-0.01423,0.0
strat,v5,7,50,Wetland,f1,0.388,0.3731,0.15107,-0.01487,0.0
strat,v5,7,50,Beaver,f1,0.0023,0.002,0.00397,-0.00028,0.02
strat,v5,7,50,Insect/Disease,f1,0.0154,0.0877,0.11356,0.07233,0.61
simple,v5,7,100,Harvest,recall,0.0833,0.0967,0.18414,0.01334,0.03
simple,v5,7,100,Development,recall,0.0732,0.0568,0.22141,-0.01638,0.56
simple,v5,7,100,Forest,recall,0.5686,0.5647,0.04994,-0.00388,0.0
simple,v5,7,100,Urban,recall,0.6682,0.6581,0.14406,-0.01018,0.0
simple,v5,7,100,Water,recall,0.9428,0.939,0.04647,-0.00389,0.0
simple,v5,7,100,Agriculture,recall,0.7665,0.7551,0.07593,-0.01138,0.0
simple,v5,7,100,Grass/Shrub,recall,0.2625,0.2578,0.09991,-0.00469,0.0
simple,v5,7,100,Wetland,recall,0.3255,0.3432,0.0951,0.01777,0.0
simple,v5,7,100,Beaver,recall,0.4335,0.5658,0.44507,0.13229,0.69
simple,v5,7,100,Insect/Disease,recall,0.0631,0.0733,0.18248,0.01027,0.07
simple,v5,7,100,Harvest,precision,0.0277,0.0361,0.08223,0.00847,0.0
simple,v5,7,100,Development,precision,0.003,0.0006,0.00366,-0.00241,0.0
simple,v5,7,100,Forest,precision,0.8725,0.8713,0.03854,-0.00125,0.0
simple,v5,7,100,Urban,precision,0.3966,0.385,0.11537,-0.01162,0.0
simple,v5,7,100,Water,precision,0.9342,0.9298,0.06257,-0.00438,0.0
simple,v5,7,100,Agriculture,precision,0.831,0.8389,0.06835,0.00792,0.0
simple,v5,7,100,Grass/Shrub,precision,0.2686,0.2561,0.10353,-0.01247,0.0
simple,v5,7,100,Wetland,precision,0.4802,0.4858,0.12604,0.00563,0.0
simple,v5,7,100,Beaver,precision,0.0011,0.0025,0.00821,0.00134,0.0
simple,v5,7,100,Insect/Disease,precision,0.0088,0.0063,0.01571,-0.00244,0.0
simple,v5,7,100,Harvest,f1,0.0416,0.09,0.1111,0.04847,0.52
simple,v5,7,100,Development,f1,0.0058,0.0395,0.01564,0.03368,0.97
simple,v5,7,100,Forest,f1,0.6885,0.6841,0.04243,-0.00443,0.0
simple,v5,7,100,Urban,f1,0.4978,0.4756,0.11646,-0.02217,0.0
simple,v5,7,100,Water,f1,0.9385,0.9331,0.04519,-0.00542,0.0
simple,v5,7,100,Agriculture,f1,0.7974,0.7917,0.05561,-0.00569,0.0
simple,v5,7,100,Grass/Shrub,f1,0.2655,0.253,0.09499,-0.0125,0.0
simple,v5,7,100,Wetland,f1,0.388,0.3963,0.09792,0.00835,0.0
simple,v5,7,100,Beaver,f1,0.0023,0.0228,0.02817,0.02051,0.79
simple,v5,7,100,Insect/Disease,f1,0.0154,0.0502,0.0381,0.03478,0.78
strat,v5,7,100,Harvest,recall,0.0833,0.0726,0.06205,-0.01069,0.0
strat,v5,7,100,Development,recall,0.0732,0.0655,0.08165,-0.0077,0.0
strat,v5,7,100,Forest,recall,0.5686,0.5664,0.13452,-0.0022,0.0
strat,v5,7,100,Urban,recall,0.6682,0.6893,0.13615,0.0211,0.0
strat,v5,7,100,Water,recall,0.9428,0.9502,0.04912,0.00741,0.0
strat,v5,7,100,Agriculture,recall,0.7665,0.7626,0.09335,-0.00388,0.0
strat,v5,7,100,Grass/Shrub,recall,0.2625,0.2792,0.12203,0.01667,0.0
strat,v5,7,100,Wetland,recall,0.3255,0.3239,0.10763,-0.00154,0.0
strat,v5,7,100,Beaver,recall,0.4335,0.4851,0.19285,0.05159,0.0
strat,v5,7,100,Insect/Disease,recall,0.0631,0.071,0.11092,0.00793,0.0
strat,v5,7,100,Harvest,precision,0.0277,0.0595,0.11297,0.03178,0.0
strat,v5,7,100,Development,precision,0.003,0.0027,0.00447,-0.00033,0.0
strat,v5,7,100,Forest,precision,0.8725,0.8673,0.04728,-0.00525,0.0
strat,v5,7,100,Urban,precision,0.3966,0.4257,0.1045,0.02915,0.0
