source,change_class,cell_id,bracket,f1,ref_pixels_of_class,pred_pixels_of_class,present_via
v4,beaver,44751,2018_2020,0.0,0,39,prediction
v5,harvest,44751,2018_2020,0.0,0,1070,prediction
v5,development,44751,2018_2020,0.0,487,2843,both
v5,insect_disease,44751,2018_2020,0.0,0,8020,prediction
v5,beaver,44751,2018_2020,0.0,0,95,prediction
v6,harvest,44751,2018_2020,0.0,0,10181,prediction
v6,development,44751,2018_2020,0.01055,487,11453,both
v6,insect_disease,44751,2018_2020,0.0,0,7385,prediction
v6,beaver,44751,2018_2020,0.0,0,7451,prediction
spec_all,harvest,44751,2018_2020,0.0,0,2757,prediction
spec_all,development,44751,2018_2020,0.01906,487,2031,both
spec_all,insect_disease,44751,2018_2020,0.0,0,1281,prediction
spec_all,beaver,44751,2018_2020,0.0,0,951,prediction
v2,harvest,44811,2018_2020,0.0,2,462,both
v2,development,44811,2018_2020,0.02897,33,1555,both
v2,insect_disease,44811,2018_2020,0.0,0,6560,prediction
v2,beaver,44811,2018_2020,0.0,0,29,prediction
v3,harvest,44811,2018_2020,0.0,2,318,both
v3,development,44811,2018_2020,0.00324,33,585,both
v3,insect_disease,44811,2018_2020,0.0,0,16644,prediction
v4,harvest,44811,2018_2020,0.0,2,2551,both
v4,development,44811,2018_2020,0.02082,33,2561,both
v4,insect_disease,44811,2018_2020,0.0,0,1701,prediction
v4,beaver,44811,2018_2020,0.0,0,106,prediction
v5,harvest,44811,2018_2020,0.0,2,156,both
v5,development,44811,2018_2020,0.01204,33,3290,both
v5,insect_disease,44811,2018_2020,0.0,0,15862,prediction
v5,beaver,44811,2018_2020,0.0,0,16,prediction
v6,harvest,44811,2018_2020,0.0,2,10436,both
v6,development,44811,2018_2020,0.00246,33,15403,both
v6,insect_disease,44811,2018_2020,0.0,0,9150,prediction
v6,beaver,44811,2018_2020,0.0,0,8551,prediction
spec_all,harvest,44811,2018_2020,0.0,2,592,both
spec_all,development,44811,2018_2020,0.00569,33,9463,both
spec_all,insect_disease,44811,2018_2020,0.0,0,2228,prediction
spec_all,beaver,44811,2018_2020,0.0,0,208,prediction
v2,harvest,45391,2020_2022,0.006,364,5633,both
v2,development,45391,2020_2022,0.0,0,112,prediction
v2,insect_disease,45391,2020_2022,0.0,0,53123,prediction
v2,beaver,45391,2020_2022,0.0,0,6123,prediction
v3,harvest,45391,2020_2022,0.00968,364,1082,both
v3,development,45391,2020_2022,0.0,0,27,prediction
v3,insect_disease,45391,2020_2022,0.0,0,36411,prediction
v3,beaver,45391,2020_2022,0.0,0,11987,prediction
v4,harvest,45391,2020_2022,0.05473,364,38,both
v4,development,45391,2020_2022,0.0,0,35,prediction
v4,insect_disease,45391,2020_2022,0.0,0,1861,prediction
v4,beaver,45391,2020_2022,0.0,0,1093,prediction
v5,harvest,45391,2020_2022,0.00167,364,14040,both
v5,development,45391,2020_2022,0.0,0,167,prediction
v5,insect_disease,45391,2020_2022,0.0,0,66241,prediction
v5,beaver,45391,2020_2022,0.0,0,5209,prediction
v6,harvest,45391,2020_2022,0.0044,364,15105,both
v6,development,45391,2020_2022,0.0,0,11804,prediction
v6,insect_disease,45391,2020_2022,0.0,0,22070,prediction
v6,beaver,45391,2020_2022,0.0,0,15736,prediction
spec_all,harvest,45391,2020_2022,0.0,364,311,both
spec_all,development,45391,2020_2022,0.0,0,277,prediction
spec_all,insect_disease,45391,2020_2022,0.0,0,53910,prediction
spec_all,beaver,45391,2020_2022,0.0,0,2744,prediction
v2,harvest,45833,2018_2020,0.11799,6169,645,both
v2,development,45833,2018_2020,0.0,0,394,prediction
v2,insect_disease,45833,2018_2020,0.06865,1889,26050,both
v2,beaver,45833,2018_2020,0.0,0,2205,prediction
v3,harvest,45833,2018_2020,0.08652,6169,3517,both
v3,development,45833,2018_2020,0.0,0,62,prediction
v3,insect_disease,45833,2018_2020,0.05047,1889,50060,both
v3,beaver,45833,2018_2020,0.0,0,734,prediction
v4,harvest,45833,2018_2020,0.11815,6169,873,both
v4,development,45833,2018_2020,0.0,0,5924,prediction
v4,insect_disease,45833,2018_2020,0.04043,1889,2910,both
v4,beaver,45833,2018_2020,0.0,0,237,prediction
v5,harvest,45833,2018_2020,0.02977,6169,4379,both
v5,development,45833,2018_2020,0.0,0,25,prediction
v5,insect_disease,45833,2018_2020,0.03145,1889,22913,both
v5,beaver,45833,2018_2020,0.0,0,18018,prediction
v6,harvest,45833,2018_2020,0.07036,6169,11823,both
v6,development,45833,2018_2020,0.0,0,9946,prediction
v6,insect_disease,45833,2018_2020,0.03134,1889,14064,both
v6,beaver,45833,2018_2020,0.0,0,12381,prediction
spec_all,harvest,45833,2018_2020,0.29562,6169,2511,both
spec_all,development,45833,2018_2020,0.0,0,5128,prediction
spec_all,insect_disease,45833,2018_2020,0.05871,1889,45496,both
spec_all,beaver,45833,2018_2020,0.0,0,3768,prediction
v2,harvest,46291,2020_2022,0.14301,13649,4867,both
v2,development,46291,2020_2022,0.0,0,717,prediction
v2,insect_disease,46291,2020_2022,0.1172,4536,52309,both
v2,beaver,46291,2020_2022,0.0,0,1430,prediction
v3,harvest,46291,2020_2022,0.05909,13649,2124,both
v3,development,46291,2020_2022,0.0,0,878,prediction
v3,insect_disease,46291,2020_2022,0.12499,4536,41500,both
v3,beaver,46291,2020_2022,0.0,0,206,prediction
v4,harvest,46291,2020_2022,0.43433,13649,4747,both
v4,development,46291,2020_2022,0.0,0,1601,prediction
v4,insect_disease,46291,2020_2022,0.02355,4536,5909,both
v4,beaver,46291,2020_2022,0.0,0,5705,prediction
v5,harvest,46291,2020_2022,0.05575,13649,10782,both
v5,development,46291,2020_2022,0.0,0,2141,prediction
v5,insect_disease,46291,2020_2022,0.11353,4536,59410,both
v5,beaver,46291,2020_2022,0.0,0,631,prediction
v6,harvest,46291,2020_2022,0.09086,13649,13491,both
v6,development,46291,2020_2022,0.0,0,15170,prediction
v6,insect_disease,46291,2020_2022,0.06352,4536,14607,both
v6,beaver,46291,2020_2022,0.0,0,12209,prediction
spec_all,harvest,46291,2020_2022,0.1579,13649,3210,both
spec_all,development,46291,2020_2022,0.0,0,5240,prediction
spec_all,insect_disease,46291,2020_2022,0.0452,4536,3340,both
spec_all,beaver,46291,2020_2022,0.0,0,6848,prediction
v2,harvest,46571,2020_2022,0.00208,1036,891,both
v2,development,46571,2020_2022,0.0,0,2019,prediction
v2,insect_disease,46571,2020_2022,0.0,0,11402,prediction
v2,beaver,46571,2020_2022,0.0,0,238,prediction
v3,harvest,46571,2020_2022,0.0,1036,243,both
v3,development,46571,2020_2022,0.0,0,70,prediction
v3,insect_disease,46571,2020_2022,0.0,0,4312,prediction
v3,beaver,46571,2020_2022,0.0,0,152,prediction
v4,harvest,46571,2020_2022,0.03649,1036,2088,both
v4,development,46571,2020_2022,0.0,0,6146,prediction
v4,insect_disease,46571,2020_2022,0.0,0,714,prediction
v4,beaver,46571,2020_2022,0.0,0,4856,prediction
v5,harvest,46571,2020_2022,0.00443,1036,3926,both
v5,development,46571,2020_2022,0.0,0,4423,prediction
v5,insect_disease,46571,2020_2022,0.0,0,13620,prediction
v5,beaver,46571,2020_2022,0.0,0,93,prediction
v6,harvest,46571,2020_2022,0.01875,1036,12512,both
v6,development,46571,2020_2022,0.0,0,17918,prediction
v6,insect_disease,46571,2020_2022,0.0,0,12709,prediction
v6,beaver,46571,2020_2022,0.0,0,10575,prediction
spec_all,harvest,46571,2020_2022,0.02815,1036,2588,both
spec_all,development,46571,2020_2022,0.0,0,1779,prediction
spec_all,insect_disease,46571,2020_2022,0.0,0,3705,prediction
spec_all,beaver,46571,2020_2022,0.0,0,610,prediction
v2,harvest,47523,2018_2020,0.0,0,370,prediction
v2,development,47523,2018_2020,0.0,0,1995,prediction
v2,insect_disease,47523,2018_2020,0.0,0,48566,prediction
v2,beaver,47523,2018_2020,0.0,0,1815,prediction
v3,harvest,47523,2018_2020,0.0,0,1667,prediction
v3,development,47523,2018_2020,0.0,0,4138,prediction
v3,insect_disease,47523,2018_2020,0.0,0,83679,prediction
v3,beaver,47523,2018_2020,0.0,0,145,prediction
v4,harvest,47523,2018_2020,0.0,0,130,prediction
v4,development,47523,2018_2020,0.0,0,1408,prediction
v4,insect_disease,47523,2018_2020,0.0,0,2883,prediction
v4,beaver,47523,2018_2020,0.0,0,69,prediction
v5,harvest,47523,2018_2020,0.0,0,1659,prediction
v5,development,47523,2018_2020,0.0,0,5614,prediction
v5,insect_disease,47523,2018_2020,0.0,0,55513,prediction
v5,beaver,47523,2018_2020,0.0,0,4367,prediction
v6,harvest,47523,2018_2020,0.0,0,12270,prediction
v6,development,47523,2018_2020,0.0,0,8486,prediction
v6,insect_disease,47523,2018_2020,0.0,0,16719,prediction
v6,beaver,47523,2018_2020,0.0,0,13615,prediction
spec_all,harvest,47523,2018_2020,0.0,0,78,prediction
spec_all,development,47523,2018_2020,0.0,0,1513,prediction
spec_all,insect_disease,47523,2018_2020,0.0,0,60542,prediction
spec_all,beaver,47523,2018_2020,0.0,0,8,prediction
v2,harvest,47893,2018_2020,0.0,0,1881,prediction
v2,development,47893,2018_2020,0.0,0,7501,prediction
v2,insect_disease,47893,2018_2020,0.0,0,5545,prediction
v2,beaver,47893,2018_2020,0.0,0,186,prediction
v3,harvest,47893,2018_2020,0.0,0,9206,prediction
v3,development,47893,2018_2020,0.0,0,16617,prediction
v3,insect_disease,47893,2018_2020,0.0,0,13995,prediction
v4,harvest,47893,2018_2020,0.0,0,1199,prediction
v4,development,47893,2018_2020,0.0,0,4336,prediction
v4,insect_disease,47893,2018_2020,0.0,0,42,prediction
v4,beaver,47893,2018_2020,0.0,0,10,prediction
v5,harvest,47893,2018_2020,0.0,0,5662,prediction
v5,development,47893,2018_2020,0.0,0,21040,prediction
v5,insect_disease,47893,2018_2020,0.0,0,8080,prediction
v5,beaver,47893,2018_2020,0.0,0,446,prediction
v6,harvest,47893,2018_2020,0.0,0,11755,prediction
v6,development,47893,2018_2020,0.0,0,6320,prediction
v6,insect_disease,47893,2018_2020,0.0,0,12621,prediction
v6,beaver,47893,2018_2020,0.0,0,11869,prediction
spec_all,harvest,47893,2018_2020,0.0,0,1853,prediction
spec_all,development,47893,2018_2020,0.0,0,57,prediction
spec_all,insect_disease,47893,2018_2020,0.0,0,799,prediction
spec_all,beaver,47893,2018_2020,0.0,0,2,prediction
v2,harvest,47961,2018_2020,0.19821,575,545,both
v2,development,47961,2018_2020,0.43243,36,38,both
v2,insect_disease,47961,2018_2020,0.01908,317,836,both
v2,beaver,47961,2018_2020,0.15128,143,1298,both
v3,harvest,47961,2018_2020,0.00317,575,1945,both
v3,development,47961,2018_2020,0.0,36,10,both
v3,insect_disease,47961,2018_2020,0.00549,317,2231,both
v3,beaver,47961,2018_2020,0.09266,143,375,both
v4,harvest,47961,2018_2020,0.2326,575,431,both
v4,development,47961,2018_2020,0.15484,36,274,both
v4,insect_disease,47961,2018_2020,0.23269,317,44,both
v4,beaver,47961,2018_2020,0.34818,143,598,both
v5,harvest,47961,2018_2020,0.00124,575,9067,both
v5,development,47961,2018_2020,0.02105,36,59,both
v5,insect_disease,47961,2018_2020,0.00742,317,1570,both
v5,beaver,47961,2018_2020,0.05373,143,2686,both
v6,harvest,47961,2018_2020,0.01745,575,4697,both
v6,development,47961,2018_2020,0.01061,36,718,both
v6,insect_disease,47961,2018_2020,0.04393,317,1504,both
v6,beaver,47961,2018_2020,0.01478,143,1887,both
spec_all,harvest,47961,2018_2020,0.02439,575,573,both
spec_all,development,47961,2018_2020,0.02324,36,1255,both
spec_all,insect_disease,47961,2018_2020,0.05155,317,653,both
spec_all,beaver,47961,2018_2020,0.24356,143,284,both
v2,harvest,48221,2018_2020,0.0,0,85,prediction
v2,development,48221,2018_2020,0.02542,28,1231,both
v2,insect_disease,48221,2018_2020,0.0,0,6130,prediction
v2,beaver,48221,2018_2020,0.0,0,5648,prediction
v3,harvest,48221,2018_2020,0.0,0,203,prediction
v3,development,48221,2018_2020,0.0,28,221,both
v3,insect_disease,48221,2018_2020,0.0,0,16100,prediction
v3,beaver,48221,2018_2020,0.0,0,1918,prediction
v4,harvest,48221,2018_2020,0.0,0,738,prediction
v4,development,48221,2018_2020,0.0213,28,1850,both
v4,insect_disease,48221,2018_2020,0.0,0,8524,prediction
v4,beaver,48221,2018_2020,0.0,0,1877,prediction
v5,harvest,48221,2018_2020,0.0,0,3914,prediction
v5,development,48221,2018_2020,0.0,28,1061,both
v5,insect_disease,48221,2018_2020,0.0,0,4476,prediction
v5,beaver,48221,2018_2020,0.0,0,11802,prediction
v6,harvest,48221,2018_2020,0.0,0,12090,prediction
v6,development,48221,2018_2020,0.00335,28,8914,both
v6,insect_disease,48221,2018_2020,0.0,0,14747,prediction
v6,beaver,48221,2018_2020,0.0,0,12585,prediction
spec_all,harvest,48221,2018_2020,0.0,0,13,prediction
spec_all,development,48221,2018_2020,0.06084,28,498,both
spec_all,insect_disease,48221,2018_2020,0.0,0,11123,prediction
spec_all,beaver,48221,2018_2020,0.0,0,2241,prediction
v2,harvest,48422,2020_2022,0.00228,2175,1341,both
v2,development,48422,2020_2022,0.0,0,7834,prediction
v2,insect_disease,48422,2020_2022,0.0,0,41279,prediction
v2,beaver,48422,2020_2022,0.0,0,84,prediction
v3,harvest,48422,2020_2022,0.00976,2175,2332,both
v3,development,48422,2020_2022,0.0,0,11809,prediction
v3,insect_disease,48422,2020_2022,0.0,0,39312,prediction
v3,beaver,48422,2020_2022,0.0,0,2,prediction
v4,harvest,48422,2020_2022,0.07489,2175,1751,both
v4,development,48422,2020_2022,0.0,0,5204,prediction
v4,insect_disease,48422,2020_2022,0.0,0,4219,prediction
v4,beaver,48422,2020_2022,0.0,0,4013,prediction
v5,harvest,48422,2020_2022,0.00075,2175,3181,both
v5,development,48422,2020_2022,0.0,0,25163,prediction
v5,insect_disease,48422,2020_2022,0.0,0,47377,prediction
v5,beaver,48422,2020_2022,0.0,0,25,prediction
v6,harvest,48422,2020_2022,0.01271,2175,12144,both
v6,development,48422,2020_2022,0.0,0,12838,prediction
v6,insect_disease,48422,2020_2022,0.0,0,14528,prediction
v6,beaver,48422,2020_2022,0.0,0,12150,prediction
spec_all,harvest,48422,2020_2022,0.00162,2175,293,both
spec_all,development,48422,2020_2022,0.0,0,10940,prediction
spec_all,insect_disease,48422,2020_2022,0.0,0,24997,prediction
spec_all,beaver,48422,2020_2022,0.0,0,502,prediction
v2,harvest,48671,2018_2020,0.00235,766,85,both
v2,development,48671,2018_2020,0.0,0,1,prediction
v2,insect_disease,48671,2018_2020,0.09567,2764,2546,both
v2,beaver,48671,2018_2020,0.0,0,49976,prediction
v3,harvest,48671,2018_2020,0.00351,766,374,both
v3,insect_disease,48671,2018_2020,0.0727,2764,12615,both
v3,beaver,48671,2018_2020,0.0,0,34317,prediction
v4,harvest,48671,2018_2020,0.22689,766,186,both
v4,development,48671,2018_2020,0.0,0,1001,prediction
v4,insect_disease,48671,2018_2020,0.05066,2764,6908,both
v4,beaver,48671,2018_2020,0.0,0,1733,prediction
v5,harvest,48671,2018_2020,0.0,766,2563,both
v5,development,48671,2018_2020,0.0,0,3,prediction
v5,insect_disease,48671,2018_2020,0.04861,2764,5135,both
v5,beaver,48671,2018_2020,0.0,0,72199,prediction
v6,harvest,48671,2018_2020,0.02121,766,10265,both
v6,development,48671,2018_2020,0.0,0,7407,prediction
v6,insect_disease,48671,2018_2020,0.0336,2764,13012,both
v6,beaver,48671,2018_2020,0.0,0,11815,prediction
spec_all,harvest,48671,2018_2020,0.0,766,205,both
spec_all,development,48671,2018_2020,0.0,0,925,prediction
spec_all,insect_disease,48671,2018_2020,0.03833,2764,12367,both
spec_all,beaver,48671,2018_2020,0.0,0,19177,prediction
v2,harvest,48680,2020_2022,0.04695,3438,5977,both
v2,development,48680,2020_2022,0.0,0,10,prediction
v2,insect_disease,48680,2020_2022,9e-05,2,44888,both
v2,beaver,48680,2020_2022,0.0,0,20578,prediction
v3,harvest,48680,2020_2022,0.03048,3438,5356,both
v3,insect_disease,48680,2020_2022,0.00015,2,27203,both
v3,beaver,48680,2020_2022,0.0,0,15281,prediction
v4,harvest,48680,2020_2022,0.04689,3438,785,both
v4,development,48680,2020_2022,0.0,0,2702,prediction
v4,insect_disease,48680,2020_2022,0.0,2,3591,both
v4,beaver,48680,2020_2022,0.0,0,5469,prediction
v5,harvest,48680,2020_2022,0.03227,3438,18380,both
v5,insect_disease,48680,2020_2022,9e-05,2,45688,both
v5,beaver,48680,2020_2022,0.0,0,18687,prediction
v6,harvest,48680,2020_2022,0.07789,3438,9811,both
v6,development,48680,2020_2022,0.0,0,3869,prediction
v6,insect_disease,48680,2020_2022,0.0,2,7262,both
v6,beaver,48680,2020_2022,0.0,0,7692,prediction
spec_all,harvest,48680,2020_2022,0.0,3438,0,reference
spec_all,insect_disease,48680,2020_2022,0.0,2,3944,both
spec_all,beaver,48680,2020_2022,0.0,0,746,prediction
v2,harvest,48740,2020_2022,0.0,0,9444,prediction
v2,development,48740,2020_2022,0.0,0,1064,prediction
v2,insect_disease,48740,2020_2022,0.0,0,38605,prediction
v2,beaver,48740,2020_2022,0.0,0,2537,prediction
v3,harvest,48740,2020_2022,0.0,0,3339,prediction
v3,development,48740,2020_2022,0.0,0,2025,prediction
v3,insect_disease,48740,2020_2022,0.0,0,39543,prediction
v3,beaver,48740,2020_2022,0.0,0,1240,prediction
v4,harvest,48740,2020_2022,0.0,0,188,prediction
v4,development,48740,2020_2022,0.0,0,1749,prediction
v4,insect_disease,48740,2020_2022,0.0,0,783,prediction
v4,beaver,48740,2020_2022,0.0,0,2754,prediction
v5,harvest,48740,2020_2022,0.0,0,14544,prediction
v5,development,48740,2020_2022,0.0,0,4840,prediction
v5,insect_disease,48740,2020_2022,0.0,0,50252,prediction
v5,beaver,48740,2020_2022,0.0,0,3944,prediction
v6,harvest,48740,2020_2022,0.0,0,13898,prediction
v6,development,48740,2020_2022,0.0,0,9879,prediction
v6,insect_disease,48740,2020_2022,0.0,0,17774,prediction
v6,beaver,48740,2020_2022,0.0,0,13517,prediction
spec_all,harvest,48740,2020_2022,0.0,0,283,prediction
spec_all,development,48740,2020_2022,0.0,0,360,prediction
spec_all,insect_disease,48740,2020_2022,0.0,0,29263,prediction
spec_all,beaver,48740,2020_2022,0.0,0,3285,prediction
v2,harvest,48800,2018_2020,0.50727,10843,4021,both
v2,insect_disease,48800,2018_2020,0.13413,452,2545,both
v2,beaver,48800,2018_2020,0.0,0,6556,prediction
v3,harvest,48800,2018_2020,0.29396,10843,5139,both
v3,insect_disease,48800,2018_2020,0.0557,452,4898,both
v3,beaver,48800,2018_2020,0.0,0,8163,prediction
v4,harvest,48800,2018_2020,0.49321,10843,3666,both
v4,development,48800,2018_2020,0.0,0,81,prediction
v4,insect_disease,48800,2018_2020,0.01545,452,3303,both
v4,beaver,48800,2018_2020,0.0,0,237,prediction
v5,harvest,48800,2018_2020,0.12027,10843,16462,both
v5,development,48800,2018_2020,0.0,0,1,prediction
v5,insect_disease,48800,2018_2020,0.03128,452,4727,both
v5,beaver,48800,2018_2020,0.0,0,16942,prediction
v6,harvest,48800,2018_2020,0.20379,10843,5674,both
v6,development,48800,2018_2020,0.0,0,4293,prediction
v6,insect_disease,48800,2018_2020,0.01314,452,2288,both
v6,beaver,48800,2018_2020,0.0,0,2942,prediction
spec_all,harvest,48800,2018_2020,0.37628,10843,2764,both
spec_all,development,48800,2018_2020,0.0,0,1503,prediction
spec_all,insect_disease,48800,2018_2020,0.07944,452,5943,both
spec_all,beaver,48800,2018_2020,0.0,0,3447,prediction
v2,harvest,49610,2018_2020,0.57032,495,799,both
v2,development,49610,2018_2020,0.0,0,252,prediction
v2,insect_disease,49610,2018_2020,0.0,0,6306,prediction
v2,beaver,49610,2018_2020,0.0,0,32836,prediction
v3,harvest,49610,2018_2020,0.49125,495,991,both
v3,development,49610,2018_2020,0.0,0,172,prediction
v3,insect_disease,49610,2018_2020,0.0,0,10298,prediction
v3,beaver,49610,2018_2020,0.0,0,27738,prediction
v4,harvest,49610,2018_2020,0.38115,495,1436,both
v4,development,49610,2018_2020,0.0,0,7169,prediction
v4,insect_disease,49610,2018_2020,0.0,0,14030,prediction
v4,beaver,49610,2018_2020,0.0,0,3240,prediction
v5,harvest,49610,2018_2020,0.11534,495,2609,both
v5,development,49610,2018_2020,0.0,0,290,prediction
v5,insect_disease,49610,2018_2020,0.0,0,5188,prediction
v5,beaver,49610,2018_2020,0.0,0,48338,prediction
v6,harvest,49610,2018_2020,0.01537,495,11213,both
v6,development,49610,2018_2020,0.0,0,6751,prediction
v6,insect_disease,49610,2018_2020,0.0,0,13421,prediction
v6,beaver,49610,2018_2020,0.0,0,11359,prediction
spec_all,harvest,49610,2018_2020,0.20357,495,851,both
spec_all,development,49610,2018_2020,0.0,0,2153,prediction
spec_all,insect_disease,49610,2018_2020,0.0,0,16244,prediction
spec_all,beaver,49610,2018_2020,0.0,0,3488,prediction
v2,harvest,50520,2018_2020,0.0,0,394,prediction
v2,development,50520,2018_2020,0.0,0,516,prediction
v2,insect_disease,50520,2018_2020,0.0,0,13,prediction
v2,beaver,50520,2018_2020,0.25686,1102,1195,both
v3,harvest,50520,2018_2020,0.0,0,2078,prediction
v3,development,50520,2018_2020,0.0,0,886,prediction
v3,insect_disease,50520,2018_2020,0.0,0,225,prediction
v3,beaver,50520,2018_2020,0.32279,1102,1333,both
v4,harvest,50520,2018_2020,0.0,0,107,prediction
v4,development,50520,2018_2020,0.0,0,1873,prediction
v4,insect_disease,50520,2018_2020,0.0,0,175,prediction
v4,beaver,50520,2018_2020,0.14249,1102,456,both
v5,harvest,50520,2018_2020,0.0,0,12475,prediction
v5,development,50520,2018_2020,0.0,0,836,prediction
v5,insect_disease,50520,2018_2020,0.0,0,63,prediction
v5,beaver,50520,2018_2020,0.24855,1102,3026,both
v6,harvest,50520,2018_2020,0.0,0,15694,prediction
v6,development,50520,2018_2020,0.0,0,10250,prediction
v6,insect_disease,50520,2018_2020,0.0,0,21572,prediction
v6,beaver,50520,2018_2020,0.02118,1102,12966,both
spec_all,harvest,50520,2018_2020,0.0,0,15,prediction
spec_all,development,50520,2018_2020,0.0,0,534,prediction
spec_all,insect_disease,50520,2018_2020,0.0,0,11340,prediction
spec_all,beaver,50520,2018_2020,0.06897,1102,319,both
v2,harvest,50721,2020_2022,0.18409,3278,16669,both
v2,development,50721,2020_2022,0.02174,273,18129,both
v2,insect_disease,50721,2020_2022,0.0,0,15615,prediction
v2,beaver,50721,2020_2022,0.0,340,0,reference
v3,harvest,50721,2020_2022,0.08129,3278,45904,both
v3,development,50721,2020_2022,0.01055,273,47128,both
v3,insect_disease,50721,2020_2022,0.0,0,15983,prediction
v3,beaver,50721,2020_2022,0.0,340,0,reference
v4,harvest,50721,2020_2022,0.22439,3278,831,both
v4,development,50721,2020_2022,0.21435,273,800,both
v4,insect_disease,50721,2020_2022,0.0,0,959,prediction
v4,beaver,50721,2020_2022,0.19238,340,762,both
v5,harvest,50721,2020_2022,0.07775,3278,46675,both
v5,development,50721,2020_2022,0.01023,273,43890,both
v5,insect_disease,50721,2020_2022,0.0,0,17865,prediction
v5,beaver,50721,2020_2022,0.0,340,0,reference
v6,harvest,50721,2020_2022,0.08604,3278,6648,both
v6,development,50721,2020_2022,0.04359,273,2434,both
v6,insect_disease,50721,2020_2022,0.0,0,2596,prediction
v6,beaver,50721,2020_2022,0.01788,340,3464,both
spec_all,harvest,50721,2020_2022,0.31717,3278,1155,both
spec_all,development,50721,2020_2022,0.09234,273,1958,both
spec_all,insect_disease,50721,2020_2022,0.0,0,8147,prediction
spec_all,beaver,50721,2020_2022,0.02364,340,83,both
v6,harvest,51040,2020_2022,0.0,0,7,prediction
v6,insect_disease,51040,2020_2022,0.0,0,10,prediction
v2,harvest,51183,2020_2022,0.0,0,46969,prediction
v2,development,51183,2020_2022,0.0,87,340,both
v2,insect_disease,51183,2020_2022,0.00941,9823,9936,both
v2,beaver,51183,2020_2022,0.0,0,23,prediction
v3,harvest,51183,2020_2022,0.0,0,49062,prediction
v3,development,51183,2020_2022,0.0,87,1571,both
v3,insect_disease,51183,2020_2022,0.00629,9823,6073,both
v3,beaver,51183,2020_2022,0.0,0,22,prediction
v4,harvest,51183,2020_2022,0.0,0,232,prediction
v4,development,51183,2020_2022,0.17812,87,306,both
v4,insect_disease,51183,2020_2022,0.00323,9823,72,both
v4,beaver,51183,2020_2022,0.0,0,3016,prediction
v5,harvest,51183,2020_2022,0.0,0,78784,prediction
v5,development,51183,2020_2022,0.0,87,1192,both
v5,insect_disease,51183,2020_2022,0.01282,9823,16535,both
v5,beaver,51183,2020_2022,0.0,0,1,prediction
v6,harvest,51183,2020_2022,0.0,0,9761,prediction
v6,development,51183,2020_2022,0.00286,87,6901,both
v6,insect_disease,51183,2020_2022,0.1073,9823,13215,both
v6,beaver,51183,2020_2022,0.0,0,11321,prediction
spec_all,harvest,51183,2020_2022,0.0,0,11202,prediction
spec_all,development,51183,2020_2022,0.18991,87,250,both
spec_all,insect_disease,51183,2020_2022,0.03895,9823,2140,both
spec_all,beaver,51183,2020_2022,0.0,0,2587,prediction
v2,harvest,51391,2020_2022,0.0,0,13961,prediction
v2,development,51391,2020_2022,0.0,0,3,prediction
v2,insect_disease,51391,2020_2022,0.0,0,33236,prediction
v2,beaver,51391,2020_2022,0.0,0,13,prediction
v3,harvest,51391,2020_2022,0.0,0,15583,prediction
v3,development,51391,2020_2022,0.0,0,356,prediction
v3,insect_disease,51391,2020_2022,0.0,0,32250,prediction
v3,beaver,51391,2020_2022,0.0,0,2,prediction
v4,harvest,51391,2020_2022,0.0,0,138,prediction
v4,development,51391,2020_2022,0.0,0,9,prediction
v4,insect_disease,51391,2020_2022,0.0,0,774,prediction
v4,beaver,51391,2020_2022,0.0,0,251,prediction
v5,harvest,51391,2020_2022,0.0,0,28684,prediction
v5,development,51391,2020_2022,0.0,0,34,prediction
v5,insect_disease,51391,2020_2022,0.0,0,35573,prediction
v6,harvest,51391,2020_2022,0.0,0,8478,prediction
v6,development,51391,2020_2022,0.0,0,3607,prediction
v6,insect_disease,51391,2020_2022,0.0,0,6368,prediction
v6,beaver,51391,2020_2022,0.0,0,6718,prediction
spec_all,harvest,51391,2020_2022,0.0,0,26,prediction
spec_all,development,51391,2020_2022,0.0,0,1,prediction
spec_all,insect_disease,51391,2020_2022,0.0,0,1605,prediction
spec_all,beaver,51391,2020_2022,0.0,0,7,prediction
v2,harvest,52172,2020_2022,0.00256,118,8474,both
v2,development,52172,2020_2022,0.00848,103,15930,both
v2,insect_disease,52172,2020_2022,0.0,0,3235,prediction
v3,harvest,52172,2020_2022,0.001,118,9929,both
v3,development,52172,2020_2022,0.00411,103,36427,both
v3,insect_disease,52172,2020_2022,0.0,0,6327,prediction
v4,harvest,52172,2020_2022,0.01061,118,3464,both
v4,development,52172,2020_2022,0.09972,103,1301,both
v4,insect_disease,52172,2020_2022,0.0,0,566,prediction
v4,beaver,52172,2020_2022,0.0,0,691,prediction
v5,harvest,52172,2020_2022,0.00124,118,11133,both
v5,development,52172,2020_2022,0.00404,103,33541,both
v5,insect_disease,52172,2020_2022,0.0,0,7024,prediction
v6,harvest,52172,2020_2022,0.00918,118,3805,both
v6,development,52172,2020_2022,0.04078,103,976,both
v6,insect_disease,52172,2020_2022,0.0,0,1550,prediction
v6,beaver,52172,2020_2022,0.0,0,2234,prediction
spec_all,harvest,52172,2020_2022,0.00431,118,811,both
spec_all,development,52172,2020_2022,0.03151,103,4149,both
spec_all,insect_disease,52172,2020_2022,0.0,0,831,prediction
spec_all,beaver,52172,2020_2022,0.0,0,73,prediction
