source,change_class,cell_id,bracket,f1,ref_pixels_of_class,pred_pixels_of_class,present_via
v3,development,09482,2021_2023,0.0,56,0,reference
v3,insect_disease,09482,2021_2023,0.0,86,0,reference
v3,beaver,09482,2021_2023,0.0,0,3185,prediction
v4,harvest,09482,2021_2023,0.0,0,37,prediction
v4,development,09482,2021_2023,0.0,56,0,reference
v4,insect_disease,09482,2021_2023,0.0059,86,592,both
v5,harvest,09482,2021_2023,0.0,0,442,prediction
v5,development,09482,2021_2023,0.0,56,95,both
v5,insect_disease,09482,2021_2023,0.0,86,0,reference
v5,beaver,09482,2021_2023,0.0,0,3092,prediction
v6,harvest,09482,2021_2023,0.0,0,11014,prediction
v6,development,09482,2021_2023,0.00827,56,6956,both
v6,insect_disease,09482,2021_2023,0.00208,86,12420,both
v6,beaver,09482,2021_2023,0.0,0,10937,prediction
spec_all,harvest,09482,2021_2023,0.0,0,194,prediction
spec_all,development,09482,2021_2023,0.03537,56,2715,both
spec_all,insect_disease,09482,2021_2023,0.00704,86,18384,both
spec_all,beaver,09482,2021_2023,0.0,0,1827,prediction
v2,harvest,09520,2019_2021,0.0,988,4,both
v2,development,09520,2019_2021,0.0,0,27,prediction
v2,beaver,09520,2019_2021,0.0,0,26930,prediction
v3,harvest,09520,2019_2021,0.0,988,0,reference
v3,development,09520,2019_2021,0.0,0,47,prediction
v3,beaver,09520,2019_2021,0.0,0,49620,prediction
v4,harvest,09520,2019_2021,0.11726,988,240,both
v4,development,09520,2019_2021,0.0,0,2543,prediction
v4,insect_disease,09520,2019_2021,0.0,0,14,prediction
v4,beaver,09520,2019_2021,0.0,0,944,prediction
v5,harvest,09520,2019_2021,0.00194,988,45,both
v5,development,09520,2019_2021,0.0,0,147,prediction
v5,beaver,09520,2019_2021,0.0,0,49039,prediction
v6,harvest,09520,2019_2021,0.02692,988,10526,both
v6,development,09520,2019_2021,0.0,0,7970,prediction
v6,insect_disease,09520,2019_2021,0.0,0,14752,prediction
v6,beaver,09520,2019_2021,0.0,0,11892,prediction
spec_all,harvest,09520,2019_2021,0.0,988,4,both
spec_all,development,09520,2019_2021,0.0,0,3493,prediction
spec_all,insect_disease,09520,2019_2021,0.0,0,6349,prediction
spec_all,beaver,09520,2019_2021,0.0,0,1709,prediction
v2,harvest,09883,2017_2019,0.0,28,173,both
v2,development,09883,2017_2019,0.08108,76,146,both
v2,insect_disease,09883,2017_2019,0.0,0,33,prediction
v3,harvest,09883,2017_2019,0.0,28,75,both
v3,development,09883,2017_2019,0.00643,76,3966,both
v3,insect_disease,09883,2017_2019,0.0,0,53,prediction
v4,harvest,09883,2017_2019,0.00195,28,2025,both
v4,development,09883,2017_2019,0.09722,76,68,both
v4,insect_disease,09883,2017_2019,0.0,0,14765,prediction
v4,beaver,09883,2017_2019,0.0,0,3,prediction
v5,harvest,09883,2017_2019,0.0,28,162,both
v5,development,09883,2017_2019,0.00178,76,4408,both
v5,insect_disease,09883,2017_2019,0.0,0,28,prediction
v6,harvest,09883,2017_2019,0.0007,28,14334,both
v6,development,09883,2017_2019,0.00557,76,11054,both
v6,insect_disease,09883,2017_2019,0.0,0,20477,prediction
v6,beaver,09883,2017_2019,0.0,0,16247,prediction
spec_all,harvest,09883,2017_2019,0.0,28,589,both
spec_all,development,09883,2017_2019,0.03512,76,1120,both
spec_all,insect_disease,09883,2017_2019,0.0,0,55,prediction
spec_all,beaver,09883,2017_2019,0.0,0,104,prediction
v2,harvest,09920,2021_2023,0.0,345,0,reference
v2,development,09920,2021_2023,0.18046,1214,260,both
v3,harvest,09920,2021_2023,0.0,345,0,reference
v3,development,09920,2021_2023,0.00974,1214,1249,both
v4,harvest,09920,2021_2023,0.00543,345,23,both
v4,development,09920,2021_2023,0.07625,1214,150,both
v4,insect_disease,09920,2021_2023,0.0,0,3884,prediction
v5,harvest,09920,2021_2023,0.0,345,29,both
v5,development,09920,2021_2023,0.06308,1214,2527,both
v6,harvest,09920,2021_2023,0.00884,345,10061,both
v6,development,09920,2021_2023,0.08101,1214,3798,both
v6,insect_disease,09920,2021_2023,0.0,0,5838,prediction
v6,beaver,09920,2021_2023,0.0,0,7116,prediction
spec_all,harvest,09920,2021_2023,0.0,345,451,both
spec_all,development,09920,2021_2023,0.02343,1214,59130,both
spec_all,insect_disease,09920,2021_2023,0.0,0,292,prediction
spec_all,beaver,09920,2021_2023,0.0,0,54,prediction
v2,insect_disease,10200,2017_2019,0.0,0,10,prediction
v2,beaver,10200,2017_2019,0.01108,138,17546,both
v3,beaver,10200,2017_2019,0.00437,138,49706,both
v4,harvest,10200,2017_2019,0.0,0,325,prediction
v4,development,10200,2017_2019,0.0,0,112,prediction
v4,insect_disease,10200,2017_2019,0.0,0,3628,prediction
v4,beaver,10200,2017_2019,0.01813,138,193,both
v5,beaver,10200,2017_2019,0.00532,138,37091,both
v6,harvest,10200,2017_2019,0.0,0,8200,prediction
v6,development,10200,2017_2019,0.0,0,2963,prediction
v6,insect_disease,10200,2017_2019,0.0,0,3886,prediction
v6,beaver,10200,2017_2019,0.00807,138,5317,both
spec_all,harvest,10200,2017_2019,0.0,0,81,prediction
spec_all,development,10200,2017_2019,0.0,0,382,prediction
spec_all,insect_disease,10200,2017_2019,0.0,0,34263,prediction
spec_all,beaver,10200,2017_2019,0.02169,138,784,both
v2,harvest,10333,2017_2019,0.03044,2587,41,both
v2,development,10333,2017_2019,0.0,0,216,prediction
v2,insect_disease,10333,2017_2019,0.0037,4734,125,both
v2,beaver,10333,2017_2019,0.0,0,23746,prediction
v3,harvest,10333,2017_2019,0.0,2587,0,reference
v3,insect_disease,10333,2017_2019,0.00411,4734,133,both
v3,beaver,10333,2017_2019,0.0,0,28435,prediction
v4,harvest,10333,2017_2019,0.21586,2587,628,both
v4,development,10333,2017_2019,0.0,0,2295,prediction
v4,insect_disease,10333,2017_2019,0.00792,4734,6119,both
v4,beaver,10333,2017_2019,0.0,0,1745,prediction
v5,harvest,10333,2017_2019,0.0,2587,0,reference
v5,development,10333,2017_2019,0.0,0,29,prediction
v5,insect_disease,10333,2017_2019,0.00252,4734,27,both
v5,beaver,10333,2017_2019,0.0,0,19807,prediction
v6,harvest,10333,2017_2019,0.03799,2587,10049,both
v6,development,10333,2017_2019,0.0,0,5773,prediction
v6,insect_disease,10333,2017_2019,0.05743,4734,7489,both
v6,beaver,10333,2017_2019,0.0,0,7939,prediction
spec_all,harvest,10333,2017_2019,0.01321,2587,1802,both
spec_all,development,10333,2017_2019,0.0,0,4822,prediction
spec_all,insect_disease,10333,2017_2019,0.03727,4734,19093,both
spec_all,beaver,10333,2017_2019,0.0,0,7303,prediction
v2,harvest,10542,2017_2019,0.0,64,23,both
v2,development,10542,2017_2019,0.0,0,17,prediction
v2,insect_disease,10542,2017_2019,0.0,0,665,prediction
v2,beaver,10542,2017_2019,0.0,0,32,prediction
v3,harvest,10542,2017_2019,0.0,64,15,both
v3,development,10542,2017_2019,0.0,0,417,prediction
v3,insect_disease,10542,2017_2019,0.0,0,2638,prediction
v3,beaver,10542,2017_2019,0.0,0,46,prediction
v4,harvest,10542,2017_2019,0.00747,64,1007,both
v4,development,10542,2017_2019,0.0,0,41,prediction
v4,insect_disease,10542,2017_2019,0.0,0,14434,prediction
v4,beaver,10542,2017_2019,0.0,0,100,prediction
v5,harvest,10542,2017_2019,0.0,64,117,both
v5,development,10542,2017_2019,0.0,0,733,prediction
v5,insect_disease,10542,2017_2019,0.0,0,2785,prediction
v5,beaver,10542,2017_2019,0.0,0,107,prediction
v6,harvest,10542,2017_2019,0.00167,64,11933,both
v6,development,10542,2017_2019,0.0,0,13348,prediction
v6,insect_disease,10542,2017_2019,0.0,0,16554,prediction
v6,beaver,10542,2017_2019,0.0,0,13241,prediction
spec_all,harvest,10542,2017_2019,0.0,64,715,both
spec_all,development,10542,2017_2019,0.0,0,2533,prediction
spec_all,insect_disease,10542,2017_2019,0.0,0,1684,prediction
spec_all,beaver,10542,2017_2019,0.0,0,16,prediction
v2,harvest,10662,2017_2019,0.0,0,2,prediction
v2,development,10662,2017_2019,0.54077,1101,567,both
v3,harvest,10662,2017_2019,0.0,0,2,prediction
v3,development,10662,2017_2019,0.09275,1101,2457,both
v3,insect_disease,10662,2017_2019,0.0,0,5,prediction
v3,beaver,10662,2017_2019,0.0,0,2,prediction
v4,harvest,10662,2017_2019,0.0,0,51,prediction
v4,development,10662,2017_2019,0.40331,1101,347,both
v4,insect_disease,10662,2017_2019,0.0,0,24488,prediction
v4,beaver,10662,2017_2019,0.0,0,10,prediction
v5,harvest,10662,2017_2019,0.0,0,7,prediction
v5,development,10662,2017_2019,0.07403,1101,8571,both
v5,beaver,10662,2017_2019,0.0,0,2,prediction
v6,harvest,10662,2017_2019,0.0,0,10109,prediction
v6,development,10662,2017_2019,0.07768,1101,8091,both
v6,insect_disease,10662,2017_2019,0.0,0,15313,prediction
v6,beaver,10662,2017_2019,0.0,0,12902,prediction
spec_all,harvest,10662,2017_2019,0.0,0,2461,prediction
spec_all,development,10662,2017_2019,0.03289,1101,36545,both
spec_all,insect_disease,10662,2017_2019,0.0,0,234,prediction
spec_all,beaver,10662,2017_2019,0.0,0,48,prediction
v2,harvest,10960,2017_2019,0.00657,2115,17,both
v2,development,10960,2017_2019,0.0,0,157,prediction
v2,beaver,10960,2017_2019,0.0,0,6163,prediction
v3,harvest,10960,2017_2019,0.0,2115,0,reference
v3,development,10960,2017_2019,0.0,0,327,prediction
v3,beaver,10960,2017_2019,0.0,0,30509,prediction
v4,harvest,10960,2017_2019,0.15901,2115,1193,both
v4,development,10960,2017_2019,0.0,0,3429,prediction
v4,insect_disease,10960,2017_2019,0.0,0,15430,prediction
v4,beaver,10960,2017_2019,0.0,0,1698,prediction
v5,harvest,10960,2017_2019,0.0,2115,0,reference
v5,development,10960,2017_2019,0.0,0,2228,prediction
v5,beaver,10960,2017_2019,0.0,0,10262,prediction
v6,harvest,10960,2017_2019,0.0234,2115,10361,both
v6,development,10960,2017_2019,0.0,0,8126,prediction
v6,insect_disease,10960,2017_2019,0.0,0,8766,prediction
v6,beaver,10960,2017_2019,0.0,0,8836,prediction
spec_all,harvest,10960,2017_2019,0.1542,2115,907,both
spec_all,development,10960,2017_2019,0.0,0,4936,prediction
spec_all,insect_disease,10960,2017_2019,0.0,0,12331,prediction
spec_all,beaver,10960,2017_2019,0.0,0,5745,prediction
v2,insect_disease,11000,2017_2019,0.0,117,266,both
v2,beaver,11000,2017_2019,0.0,0,57621,prediction
v3,insect_disease,11000,2017_2019,0.0,117,1,both
v3,beaver,11000,2017_2019,0.0,0,44148,prediction
v4,insect_disease,11000,2017_2019,0.00079,117,32772,both
v4,beaver,11000,2017_2019,0.0,0,53,prediction
v5,insect_disease,11000,2017_2019,0.0,117,0,reference
v5,beaver,11000,2017_2019,0.0,0,48513,prediction
v6,harvest,11000,2017_2019,0.0,0,9369,prediction
v6,development,11000,2017_2019,0.0,0,6631,prediction
v6,insect_disease,11000,2017_2019,0.00126,117,12582,both
v6,beaver,11000,2017_2019,0.0,0,11566,prediction
spec_all,harvest,11000,2017_2019,0.0,0,1,prediction
spec_all,development,11000,2017_2019,0.0,0,13033,prediction
spec_all,insect_disease,11000,2017_2019,0.00382,117,32883,both
spec_all,beaver,11000,2017_2019,0.0,0,29206,prediction
v2,development,11160,2017_2019,0.0,10,31,both
v2,insect_disease,11160,2017_2019,0.0,0,8,prediction
v2,beaver,11160,2017_2019,0.0,62,66,both
v3,development,11160,2017_2019,0.0,10,7,both
v3,insect_disease,11160,2017_2019,0.0,0,25,prediction
v3,beaver,11160,2017_2019,0.0,62,1561,both
v4,development,11160,2017_2019,0.0,10,176,both
v4,insect_disease,11160,2017_2019,0.0,0,6702,prediction
v4,beaver,11160,2017_2019,0.03752,62,1004,both
v5,development,11160,2017_2019,0.00136,10,1464,both
v5,insect_disease,11160,2017_2019,0.0,0,3,prediction
v5,beaver,11160,2017_2019,0.0,62,242,both
v6,harvest,11160,2017_2019,0.0,0,13339,prediction
v6,development,11160,2017_2019,0.00055,10,10821,both
v6,insect_disease,11160,2017_2019,0.0,0,17005,prediction
v6,beaver,11160,2017_2019,0.00157,62,13948,both
spec_all,harvest,11160,2017_2019,0.0,0,9090,prediction
spec_all,development,11160,2017_2019,0.0,10,5270,both
spec_all,insect_disease,11160,2017_2019,0.0,0,4164,prediction
spec_all,beaver,11160,2017_2019,0.02133,62,313,both
v2,harvest,11442,2021_2023,0.0,5,88,both
v2,development,11442,2021_2023,0.06748,1796,427,both
v3,harvest,11442,2021_2023,0.0,5,15,both
v3,development,11442,2021_2023,0.0,1796,3878,both
v4,harvest,11442,2021_2023,0.00372,5,1610,both
v4,development,11442,2021_2023,0.15359,1796,639,both
v4,insect_disease,11442,2021_2023,0.0,0,2296,prediction
v4,beaver,11442,2021_2023,0.0,0,2348,prediction
v5,harvest,11442,2021_2023,0.0,5,478,both
v5,development,11442,2021_2023,0.0,1796,848,both
v6,harvest,11442,2021_2023,0.0,5,11272,both
v6,development,11442,2021_2023,0.12217,1796,15900,both
v6,insect_disease,11442,2021_2023,0.0,0,9931,prediction
v6,beaver,11442,2021_2023,0.0,0,8935,prediction
spec_all,harvest,11442,2021_2023,0.0,5,500,both
spec_all,development,11442,2021_2023,0.03399,1796,30981,both
spec_all,insect_disease,11442,2021_2023,0.0,0,16,prediction
v2,beaver,11510,2017_2019,0.0,0,1170,prediction
v3,harvest,11510,2017_2019,0.0,0,102,prediction
v3,beaver,11510,2017_2019,0.0,0,12704,prediction
v4,harvest,11510,2017_2019,0.0,0,2,prediction
v4,development,11510,2017_2019,0.0,0,33,prediction
v4,insect_disease,11510,2017_2019,0.0,0,298,prediction
v4,beaver,11510,2017_2019,0.0,0,4,prediction
v5,harvest,11510,2017_2019,0.0,0,1378,prediction
v5,development,11510,2017_2019,0.0,0,87,prediction
v5,beaver,11510,2017_2019,0.0,0,9889,prediction
v6,harvest,11510,2017_2019,0.0,0,4214,prediction
v6,development,11510,2017_2019,0.0,0,349,prediction
v6,insect_disease,11510,2017_2019,0.0,0,980,prediction
v6,beaver,11510,2017_2019,0.0,0,1538,prediction
spec_all,development,11510,2017_2019,0.0,0,415,prediction
spec_all,insect_disease,11510,2017_2019,0.0,0,32082,prediction
spec_all,beaver,11510,2017_2019,0.0,0,755,prediction
v2,harvest,11521,2017_2019,0.0,0,189,prediction
v2,beaver,11521,2017_2019,0.06274,246,5747,both
v3,harvest,11521,2017_2019,0.0,0,326,prediction
v3,beaver,11521,2017_2019,0.01392,246,27483,both
v4,harvest,11521,2017_2019,0.0,0,379,prediction
v4,development,11521,2017_2019,0.0,0,1,prediction
v4,insect_disease,11521,2017_2019,0.0,0,599,prediction
v4,beaver,11521,2017_2019,0.20902,246,730,both
v5,harvest,11521,2017_2019,0.0,0,3168,prediction
v5,beaver,11521,2017_2019,0.0118,246,28916,both
v6,harvest,11521,2017_2019,0.0,0,4157,prediction
v6,development,11521,2017_2019,0.0,0,766,prediction
v6,insect_disease,11521,2017_2019,0.0,0,988,prediction
v6,beaver,11521,2017_2019,0.02967,246,1372,both
spec_all,harvest,11521,2017_2019,0.0,0,5,prediction
spec_all,development,11521,2017_2019,0.0,0,623,prediction
spec_all,insect_disease,11521,2017_2019,0.0,0,23737,prediction
spec_all,beaver,11521,2017_2019,0.12282,246,845,both
v2,development,11702,2017_2019,0.0,22,0,reference
v2,insect_disease,11702,2017_2019,0.0,0,5,prediction
v2,beaver,11702,2017_2019,0.0,0,11407,prediction
v3,development,11702,2017_2019,0.0,22,0,reference
v3,beaver,11702,2017_2019,0.0,0,22270,prediction
v4,harvest,11702,2017_2019,0.0,0,722,prediction
v4,development,11702,2017_2019,0.0,22,1898,both
v4,insect_disease,11702,2017_2019,0.0,0,5049,prediction
v4,beaver,11702,2017_2019,0.0,0,536,prediction
v5,development,11702,2017_2019,0.0,22,104,both
v5,beaver,11702,2017_2019,0.0,0,11260,prediction
v6,harvest,11702,2017_2019,0.0,0,10436,prediction
v6,development,11702,2017_2019,0.00124,22,4815,both
v6,insect_disease,11702,2017_2019,0.0,0,8361,prediction
v6,beaver,11702,2017_2019,0.0,0,8744,prediction
spec_all,harvest,11702,2017_2019,0.0,0,3158,prediction
spec_all,development,11702,2017_2019,0.00673,22,6513,both
spec_all,insect_disease,11702,2017_2019,0.0,0,12275,prediction
spec_all,beaver,11702,2017_2019,0.0,0,1207,prediction
v2,harvest,11950,2017_2019,0.0,216,1,both
v2,development,11950,2017_2019,0.0,0,153,prediction
v2,insect_disease,11950,2017_2019,0.00634,1032,229,both
v2,beaver,11950,2017_2019,0.0,0,2,prediction
v3,harvest,11950,2017_2019,0.0,216,7,both
v3,development,11950,2017_2019,0.0,0,163,prediction
v3,insect_disease,11950,2017_2019,0.00181,1032,71,both
v3,beaver,11950,2017_2019,0.0,0,20,prediction
v4,harvest,11950,2017_2019,0.03248,216,215,both
v4,development,11950,2017_2019,0.0,0,58,prediction
v4,insect_disease,11950,2017_2019,0.00186,1032,16141,both
v4,beaver,11950,2017_2019,0.0,0,169,prediction
v5,harvest,11950,2017_2019,0.0,216,22,both
v5,development,11950,2017_2019,0.0,0,687,prediction
v5,insect_disease,11950,2017_2019,0.00507,1032,152,both
v6,harvest,11950,2017_2019,0.00223,216,14127,both
v6,development,11950,2017_2019,0.0,0,13708,prediction
v6,insect_disease,11950,2017_2019,0.01834,1032,19137,both
v6,beaver,11950,2017_2019,0.0,0,14692,prediction
spec_all,harvest,11950,2017_2019,0.00048,216,3930,both
spec_all,development,11950,2017_2019,0.0,0,3205,prediction
spec_all,insect_disease,11950,2017_2019,0.04845,1032,1197,both
spec_all,beaver,11950,2017_2019,0.0,0,2,prediction
v2,harvest,11992,2019_2021,0.0,0,990,prediction
v2,development,11992,2019_2021,0.00143,201,8190,both
v2,insect_disease,11992,2019_2021,0.0,0,28,prediction
v2,beaver,11992,2019_2021,0.0,0,162,prediction
v3,harvest,11992,2019_2021,0.0,0,1045,prediction
v3,development,11992,2019_2021,0.0,201,3984,both
v3,insect_disease,11992,2019_2021,0.0,0,4,prediction
v4,harvest,11992,2019_2021,0.0,0,2926,prediction
v4,development,11992,2019_2021,0.00316,201,20671,both
v4,beaver,11992,2019_2021,0.0,0,1734,prediction
v5,harvest,11992,2019_2021,0.0,0,380,prediction
v5,development,11992,2019_2021,0.00078,201,7507,both
v5,insect_disease,11992,2019_2021,0.0,0,26,prediction
v5,beaver,11992,2019_2021,0.0,0,30,prediction
v6,harvest,11992,2019_2021,0.0,0,16756,prediction
v6,development,11992,2019_2021,0.00384,201,29979,both
v6,insect_disease,11992,2019_2021,0.0,0,13796,prediction
v6,beaver,11992,2019_2021,0.0,0,12496,prediction
spec_all,harvest,11992,2019_2021,0.0,0,3885,prediction
spec_all,development,11992,2019_2021,0.00781,201,8508,both
spec_all,insect_disease,11992,2019_2021,0.0,0,5105,prediction
spec_all,beaver,11992,2019_2021,0.0,0,221,prediction
v2,harvest,12123,2017_2019,0.0,0,891,prediction
v2,development,12123,2017_2019,0.0,236,154,both
v3,harvest,12123,2017_2019,0.0,0,226,prediction
v3,development,12123,2017_2019,0.0,236,1994,both
v4,harvest,12123,2017_2019,0.0,0,5186,prediction
v4,development,12123,2017_2019,0.0,236,608,both
v4,insect_disease,12123,2017_2019,0.0,0,6856,prediction
v4,beaver,12123,2017_2019,0.0,0,96,prediction
v5,harvest,12123,2017_2019,0.0,0,1168,prediction
v5,development,12123,2017_2019,0.0,236,4687,both
v5,insect_disease,12123,2017_2019,0.0,0,3,prediction
v6,harvest,12123,2017_2019,0.0,0,10353,prediction
v6,development,12123,2017_2019,0.00821,236,11701,both
v6,insect_disease,12123,2017_2019,0.0,0,11837,prediction
v6,beaver,12123,2017_2019,0.0,0,10050,prediction
spec_all,harvest,12123,2017_2019,0.0,0,1211,prediction
spec_all,development,12123,2017_2019,0.0045,236,43284,both
spec_all,insect_disease,12123,2017_2019,0.0,0,42,prediction
spec_all,beaver,12123,2017_2019,0.0,0,5,prediction
v2,development,12522,2017_2019,0.0,0,221,prediction
v2,insect_disease,12522,2017_2019,0.0,0,270,prediction
v2,beaver,12522,2017_2019,0.0,0,11833,prediction
v3,insect_disease,12522,2017_2019,0.0,0,294,prediction
v3,beaver,12522,2017_2019,0.0,0,15101,prediction
v4,harvest,12522,2017_2019,0.0,0,213,prediction
v4,development,12522,2017_2019,0.0,0,1992,prediction
v4,insect_disease,12522,2017_2019,0.0,0,3600,prediction
v4,beaver,12522,2017_2019,0.0,0,809,prediction
v5,development,12522,2017_2019,0.0,0,20,prediction
v5,insect_disease,12522,2017_2019,0.0,0,34,prediction
v5,beaver,12522,2017_2019,0.0,0,12943,prediction
v6,harvest,12522,2017_2019,0.0,0,10455,prediction
v6,development,12522,2017_2019,0.0,0,7811,prediction
v6,insect_disease,12522,2017_2019,0.0,0,12594,prediction
v6,beaver,12522,2017_2019,0.0,0,11190,prediction
spec_all,harvest,12522,2017_2019,0.0,0,13560,prediction
spec_all,development,12522,2017_2019,0.0,0,818,prediction
spec_all,insect_disease,12522,2017_2019,0.0,0,2419,prediction
spec_all,beaver,12522,2017_2019,0.0,0,688,prediction
v2,harvest,12532,2021_2023,0.0,685,0,reference
v2,development,12532,2021_2023,0.23333,27,33,both
v2,beaver,12532,2021_2023,0.0,0,125,prediction
v3,harvest,12532,2021_2023,0.0,685,0,reference
v3,development,12532,2021_2023,0.0,27,0,reference
v3,beaver,12532,2021_2023,0.0,0,88,prediction
v4,harvest,12532,2021_2023,0.0,685,0,reference
v4,development,12532,2021_2023,0.25,27,101,both
v4,insect_disease,12532,2021_2023,0.0,0,18073,prediction
v4,beaver,12532,2021_2023,0.0,0,2,prediction
v5,harvest,12532,2021_2023,0.0,685,0,reference
v5,development,12532,2021_2023,0.0,27,49,both
v5,beaver,12532,2021_2023,0.0,0,468,prediction
v6,harvest,12532,2021_2023,0.01258,685,15690,both
v6,development,12532,2021_2023,0.00132,27,12084,both
v6,insect_disease,12532,2021_2023,0.0,0,21997,prediction
v6,beaver,12532,2021_2023,0.0,0,15847,prediction
spec_all,harvest,12532,2021_2023,0.00616,685,4185,both
spec_all,development,12532,2021_2023,0.00207,27,22238,both
spec_all,insect_disease,12532,2021_2023,0.0,0,2358,prediction
spec_all,beaver,12532,2021_2023,0.0,0,248,prediction
v2,harvest,12650,2019_2021,0.29992,1077,3911,both
v2,development,12650,2019_2021,0.00721,10,2210,both
v2,beaver,12650,2019_2021,0.0,5,4298,both
v3,harvest,12650,2019_2021,0.52369,1077,928,both
v3,development,12650,2019_2021,0.0,10,103,both
v3,beaver,12650,2019_2021,0.0,5,222,both
v4,harvest,12650,2019_2021,0.43023,1077,2205,both
v4,development,12650,2019_2021,0.0004,10,49897,both
v4,beaver,12650,2019_2021,0.00145,5,1373,both
v5,harvest,12650,2019_2021,0.01084,1077,2244,both
v5,development,12650,2019_2021,0.0,10,624,both
v5,beaver,12650,2019_2021,0.0,5,3940,both
v6,harvest,12650,2019_2021,0.01564,1077,15168,both
v6,development,12650,2019_2021,0.00062,10,12792,both
v6,insect_disease,12650,2019_2021,0.0,0,20013,prediction
v6,beaver,12650,2019_2021,0.00013,5,15213,both
spec_all,harvest,12650,2019_2021,0.29007,1077,1350,both
spec_all,development,12650,2019_2021,0.02521,10,228,both
spec_all,insect_disease,12650,2019_2021,0.0,0,15445,prediction
spec_all,beaver,12650,2019_2021,0.0,5,827,both
v2,harvest,12763,2019_2021,0.0,0,443,prediction
v2,development,12763,2019_2021,0.01204,307,10654,both
v2,insect_disease,12763,2019_2021,0.0,0,30,prediction
v2,beaver,12763,2019_2021,0.0,0,679,prediction
v3,harvest,12763,2019_2021,0.0,0,586,prediction
v3,development,12763,2019_2021,0.01356,307,8245,both
v3,insect_disease,12763,2019_2021,0.0,0,6,prediction
v3,beaver,12763,2019_2021,0.0,0,30,prediction
v4,harvest,12763,2019_2021,0.0,0,8922,prediction
v4,development,12763,2019_2021,0.01422,307,11929,both
v4,insect_disease,12763,2019_2021,0.0,0,41,prediction
v4,beaver,12763,2019_2021,0.0,0,8890,prediction
v5,harvest,12763,2019_2021,0.0,0,256,prediction
v5,development,12763,2019_2021,0.00486,307,13683,both
v5,insect_disease,12763,2019_2021,0.0,0,30,prediction
v5,beaver,12763,2019_2021,0.0,0,334,prediction
v6,harvest,12763,2019_2021,0.0,0,17158,prediction
v6,development,12763,2019_2021,0.01084,307,19259,both
v6,insect_disease,12763,2019_2021,0.0,0,19410,prediction
v6,beaver,12763,2019_2021,0.0,0,15149,prediction
spec_all,harvest,12763,2019_2021,0.0,0,2033,prediction
spec_all,development,12763,2019_2021,0.04293,307,7147,both
spec_all,insect_disease,12763,2019_2021,0.0,0,6823,prediction
spec_all,beaver,12763,2019_2021,0.0,0,3399,prediction
v2,insect_disease,12990,2017_2019,0.0,0,40,prediction
v2,beaver,12990,2017_2019,0.01205,200,11752,both
v3,harvest,12990,2017_2019,0.0,0,34,prediction
v3,beaver,12990,2017_2019,0.00589,200,42888,both
v4,harvest,12990,2017_2019,0.0,0,17,prediction
v4,development,12990,2017_2019,0.0,0,3,prediction
v4,insect_disease,12990,2017_2019,0.0,0,258,prediction
v4,beaver,12990,2017_2019,0.24069,200,149,both
v5,harvest,12990,2017_2019,0.0,0,228,prediction
v5,beaver,12990,2017_2019,0.00549,200,38388,both
v6,harvest,12990,2017_2019,0.0,0,7529,prediction
v6,development,12990,2017_2019,0.0,0,1311,prediction
v6,insect_disease,12990,2017_2019,0.0,0,2468,prediction
v6,beaver,12990,2017_2019,0.00765,200,3982,both
spec_all,harvest,12990,2017_2019,0.0,0,742,prediction
spec_all,development,12990,2017_2019,0.0,0,610,prediction
spec_all,insect_disease,12990,2017_2019,0.0,0,37144,prediction
spec_all,beaver,12990,2017_2019,0.00659,200,6479,both
v2,beaver,12993,2021_2023,0.0,242,522,both
v3,harvest,12993,2021_2023,0.0,0,1,prediction
v3,beaver,12993,2021_2023,0.0022,242,22506,both
v4,insect_disease,12993,2021_2023,0.0,0,2186,prediction
v4,beaver,12993,2021_2023,0.0,242,0,reference
v5,harvest,12993,2021_2023,0.0,0,3,prediction
v5,development,12993,2021_2023,0.0,0,10,prediction
v5,beaver,12993,2021_2023,0.00839,242,9765,both
v6,harvest,12993,2021_2023,0.0,0,12322,prediction
v6,development,12993,2021_2023,0.0,0,9530,prediction
v6,insect_disease,12993,2021_2023,0.0,0,19166,prediction
v6,beaver,12993,2021_2023,0.00372,242,15874,both
spec_all,harvest,12993,2021_2023,0.0,0,556,prediction
spec_all,development,12993,2021_2023,0.0,0,558,prediction
spec_all,insect_disease,12993,2021_2023,0.0,0,22144,prediction
spec_all,beaver,12993,2021_2023,0.01159,242,621,both
v2,beaver,13120,2021_2023,0.0,0,8,prediction
v3,beaver,13120,2021_2023,0.0,0,4200,prediction
v4,insect_disease,13120,2021_2023,0.0,0,10304,prediction
v5,beaver,13120,2021_2023,0.0,0,2528,prediction
v6,harvest,13120,2021_2023,0.0,0,18578,prediction
v6,development,13120,2021_2023,0.0,0,36789,prediction
v6,insect_disease,13120,2021_2023,0.0,0,9557,prediction
v6,beaver,13120,2021_2023,0.0,0,17477,prediction
spec_all,harvest,13120,2021_2023,0.0,0,526,prediction
spec_all,development,13120,2021_2023,0.0,0,23875,prediction
spec_all,insect_disease,13120,2021_2023,0.0,0,2967,prediction
spec_all,beaver,13120,2021_2023,0.0,0,76,prediction
v2,harvest,13163,2021_2023,0.0,268,0,reference
v2,beaver,13163,2021_2023,0.0,37,109,both
v3,harvest,13163,2021_2023,0.0,268,0,reference
v3,beaver,13163,2021_2023,0.0,37,5281,both
v4,harvest,13163,2021_2023,0.0,268,0,reference
v4,development,13163,2021_2023,0.0,0,3,prediction
